PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tyrone Corbin,28,82,82,3196,6.6,14.8,0.44799999999999995,0.0,0.1,0.2,6.6,14.7,0.45,3.3,4.2,0.7979999999999999,2.1,4.6,6.6,3.9,1.8,0.6,2.4,2.9,16.6
Pooh Richardson,24,82,82,3154,7.2,15.4,0.47,0.5,1.5,0.32799999999999996,6.8,13.9,0.485,1.0,1.9,0.539,0.9,2.3,3.3,8.4,1.5,0.1,2.0,1.3,16.0
Sam Mitchell,27,82,60,3121,5.1,11.7,0.441,0.0,0.1,0.0,5.1,11.5,0.445,3.5,4.6,0.775,2.2,3.8,6.0,1.5,0.8,0.7,1.2,3.9,13.8
Tony Campbell,28,77,71,2893,8.1,18.7,0.434,0.2,0.8,0.262,7.9,17.9,0.441,4.5,5.5,0.8029999999999999,2.0,2.3,4.3,2.7,1.5,0.6,2.4,2.5,20.9
Felton Spencer,23,81,46,2099,3.3,6.5,0.512,0.0,0.0,0.0,3.3,6.5,0.513,3.1,4.3,0.722,4.7,6.3,11.0,0.4,0.8,2.1,1.3,5.8,9.8
Randy Breuer,30,73,44,1505,4.7,10.4,0.45299999999999996,0.0,0.0,,4.7,10.4,0.45299999999999996,0.8,1.9,0.44299999999999995,2.7,5.5,8.3,1.7,0.8,1.9,1.7,3.2,10.3
Tod Murphy,27,52,19,1063,3.0,7.7,0.396,0.0,0.6,0.059000000000000004,3.0,7.1,0.424,2.4,3.6,0.667,3.1,5.5,8.6,2.0,0.8,0.7,1.1,3.4,8.5
Scott Brooks,25,80,0,980,5.8,13.6,0.43,1.7,5.0,0.33299999999999996,4.2,8.6,0.485,2.2,2.6,0.847,1.0,1.6,2.6,7.5,1.9,0.2,1.9,4.5,15.6
Doug West,23,75,1,824,5.2,10.7,0.48,0.0,0.0,0.0,5.2,10.7,0.48200000000000004,2.5,3.7,0.69,2.4,3.5,5.9,2.1,1.5,1.0,1.8,5.0,12.8
Gerald Glass,23,51,3,606,8.9,20.2,0.43799999999999994,0.1,1.0,0.11800000000000001,8.7,19.2,0.455,3.1,4.5,0.684,3.2,2.9,6.1,2.5,1.7,0.5,2.4,4.5,20.9
Richard Coffey,25,52,1,320,3.2,8.4,0.373,0.0,0.1,0.0,3.2,8.3,0.37799999999999995,1.4,2.5,0.545,4.7,4.2,8.9,0.3,0.7,0.5,0.6,5.1,7.7
Bob Thornton,28,12,1,110,1.3,4.3,0.308,0.0,0.0,,1.3,4.3,0.308,2.6,3.3,0.8,0.3,4.6,4.9,0.3,0.0,1.0,2.9,5.9,5.2
Dan Godfread,23,10,0,20,9.0,21.6,0.41700000000000004,0.0,1.8,0.0,9.0,19.8,0.455,5.4,7.2,0.75,0.0,3.6,3.6,0.0,1.8,7.2,0.0,9.0,23.4
Jim Thomas,30,3,0,14,2.6,10.3,0.25,0.0,0.0,,2.6,10.3,0.25,0.0,0.0,,0.0,0.0,0.0,2.6,2.6,0.0,2.6,0.0,5.1
