Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,2,951,BOS,Boston Celtics,Rick Fox,"July 24, 1969",22.0,NBA,SF,81.0,5.0,19.0,3.0,6.5,0.46,0.3,0.9,0.33,2.7,5.6,0.48,0.48,1.7,2.3,0.76,0.9,1.8,2.7,1.6,1.0,0.4,1.5,2.8,8.0
1993,2,951,BOS,Boston Celtics,Rick Fox,"July 24, 1969",23.0,NBA,SF,71.0,14.0,15.2,2.6,5.4,0.48,0.1,0.3,0.17,2.5,5.0,0.5,0.49,1.1,1.4,0.8,0.8,1.5,2.2,1.6,0.9,0.3,1.1,1.9,6.4
1994,2,951,BOS,Boston Celtics,Rick Fox,"July 24, 1969",24.0,NBA,SF,82.0,53.0,25.6,4.1,8.9,0.47,0.4,1.2,0.33,3.7,7.7,0.49,0.49,2.1,2.8,0.76,1.3,3.0,4.3,2.6,1.0,0.6,1.9,3.0,10.8
1995,2,951,BOS,Boston Celtics,Rick Fox,"July 24, 1969",25.0,NBA,SF,53.0,7.0,19.6,3.2,6.6,0.48,0.6,1.4,0.41,2.6,5.2,0.5,0.53,1.8,2.3,0.77,1.2,1.8,2.9,2.6,1.0,0.4,1.5,2.9,8.8
1996,2,951,BOS,Boston Celtics,Rick Fox,"July 24, 1969",26.0,NBA,SF,81.0,81.0,32.0,5.2,11.5,0.45,1.2,3.4,0.36,4.0,8.1,0.49,0.51,2.4,3.1,0.77,2.0,3.6,5.6,4.6,1.4,0.5,2.7,3.6,14.0
1997,2,951,BOS,Boston Celtics,Rick Fox,"July 24, 1969",27.0,NBA,SF,76.0,75.0,34.9,5.7,12.5,0.46,1.3,3.7,0.36,4.4,8.8,0.49,0.51,2.7,3.5,0.79,1.5,3.7,5.2,3.8,2.2,0.5,2.3,3.7,15.4
1998,14,951,LAL,Los Angeles Lakers,Rick Fox,"July 24, 1969",28.0,NBA,SF,82.0,82.0,33.0,4.4,9.4,0.47,1.0,3.2,0.32,3.4,6.2,0.55,0.53,2.1,2.8,0.74,1.0,3.4,4.4,3.4,1.2,0.6,2.5,3.8,12.0
1999,14,951,LAL,Los Angeles Lakers,Rick Fox,"July 24, 1969",29.0,NBA,SF,44.0,1.0,21.5,3.4,7.5,0.45,0.7,2.2,0.34,2.6,5.3,0.49,0.5,1.5,2.0,0.74,0.6,1.4,2.0,2.0,0.6,0.2,1.3,2.6,9.0
2001,14,951,LAL,Los Angeles Lakers,Rick Fox,"July 24, 1969",31.0,NBA,SF,82.0,77.0,27.9,3.5,7.9,0.44,1.4,3.7,0.39,2.1,4.2,0.49,0.54,1.2,1.5,0.78,1.0,3.0,4.0,3.2,0.9,0.4,1.7,2.7,9.6
2002,14,951,LAL,Los Angeles Lakers,Rick Fox,"July 24, 1969",32.0,NBA,SF,82.0,82.0,27.9,3.1,7.4,0.42,0.8,2.5,0.31,2.3,4.8,0.48,0.48,0.9,1.0,0.82,1.1,3.6,4.7,3.5,0.8,0.3,1.6,3.0,7.9
2003,14,951,LAL,Los Angeles Lakers,Rick Fox,"July 24, 1969",33.0,NBA,SF,76.0,75.0,28.7,3.4,8.2,0.42,1.4,3.7,0.38,2.1,4.5,0.46,0.51,0.7,0.9,0.75,0.8,3.4,4.3,3.3,0.9,0.2,1.6,2.8,9.0
2004,14,951,LAL,Los Angeles Lakers,Rick Fox,"July 24, 1969",34.0,NBA,SF,38.0,34.0,22.3,1.9,4.9,0.39,0.4,1.6,0.25,1.5,3.3,0.46,0.43,0.6,0.8,0.73,0.8,1.9,2.7,2.6,0.8,0.1,1.3,2.6,4.8
