Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,24.0,PHO,NBA,C,54.0,2.0,581.0,4.0,8.3,0.478,0.0,0.0,,4.0,8.3,0.478,2.6,3.8,0.689,2.2,4.2,6.3,0.7,1.1,1.3,2.9,6.3,10.5
2002,25.0,PHO,NBA,C,3.0,0.0,24.0,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.0,0.0,,0.0,10.5,10.5,3.0,0.0,1.5,3.0,6.0,12.0
2004,27.0,MIL,NBA,C,54.0,28.0,708.0,4.0,8.3,0.479,0.0,0.0,,4.0,8.3,0.479,3.1,4.6,0.678,1.8,4.9,6.7,1.2,1.0,1.1,1.6,5.0,11.0
2005,28.0,MIL,NBA,C,11.0,0.0,105.0,2.4,7.2,0.333,0.0,0.0,,2.4,7.2,0.333,2.7,3.8,0.727,2.1,4.5,6.5,0.3,1.0,1.4,1.4,9.6,7.5
