Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2001,24,1837,PHO,Phoenix Suns,22.0,NBA,SF,4.0,139.0,13.0,0.43,0.02,0.23,7.1,17.0,11.9,4.0,2.2,2.9,8.1,22.6,,-0.1,0.2,0.1,0.05,,-0.6,0.6,-0.1,0.1
2003,24,1837,PHO,Phoenix Suns,24.0,NBA,SF,6.0,282.0,16.2,0.47,0.26,0.24,7.6,19.3,13.2,8.2,2.0,3.2,9.9,20.8,,0.1,0.6,0.7,0.12,,3.4,1.3,4.7,0.5
2005,24,1837,PHO,Phoenix Suns,26.0,NBA,PF,15.0,635.0,18.4,0.55,0.19,0.18,8.5,22.0,15.5,5.2,1.7,2.8,8.0,18.2,,1.2,0.5,1.8,0.13,,2.4,0.4,2.8,0.8
2006,24,1837,PHO,Phoenix Suns,27.0,NBA,PF,20.0,849.0,20.9,0.56,0.21,0.2,8.2,24.4,16.4,5.8,2.3,1.9,5.7,21.3,,1.7,1.0,2.7,0.15,,3.0,0.5,3.5,1.2
2007,24,1837,PHO,Phoenix Suns,28.0,NBA,SF,11.0,455.0,18.5,0.56,0.22,0.22,7.3,21.1,14.5,4.4,1.8,3.2,6.7,17.7,,0.8,0.7,1.5,0.16,,2.5,1.7,4.2,0.7
2010,7,1837,DAL,Dallas Mavericks,31.0,NBA,SF,6.0,148.0,7.9,0.42,0.07,0.08,5.3,13.6,9.5,7.4,0.4,1.5,11.6,21.9,,-0.2,0.2,-0.1,-0.03,,-3.6,-1.4,-5.0,-0.1
2011,7,1837,DAL,Dallas Mavericks,32.0,NBA,SF,21.0,690.0,15.1,0.51,0.02,0.21,8.4,15.2,11.8,11.6,1.7,2.3,12.8,19.9,,0.6,0.8,1.4,0.1,,-0.3,1.2,0.9,0.5
2012,7,1837,DAL,Dallas Mavericks,33.0,NBA,SF,4.0,140.0,11.4,0.53,0.35,0.25,7.3,21.2,13.8,5.3,0.4,3.1,18.4,17.9,,0.0,0.0,0.1,0.02,,-1.3,-0.1,-1.4,0.0
2014,7,1837,DAL,Dallas Mavericks,35.0,NBA,SF,7.0,193.0,12.5,0.46,0.3,0.19,7.8,15.1,11.2,9.7,1.6,0.4,7.3,16.1,,0.1,0.1,0.2,0.06,,0.7,0.1,0.9,0.1
2015,6,1837,CLE,Cleveland Cavaliers,36.0,NBA,SF,6.0,25.0,6.0,0.17,0.0,0.0,8.9,17.4,13.2,6.0,4.2,0.0,0.0,10.9,,0.0,0.0,0.0,-0.0,,-4.3,0.8,-3.5,0.0
