Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,5,CHI,Charlotte Bobcats,Michael Jordan,33,19,19,804,10.2,22.3,0.46,0.6,3.0,0.19,9.6,19.3,0.5,5.5,6.6,0.83,1.9,4.8,6.7,4.1,1.3,0.8,2.2,2.1,26.4
1997,5,CHI,Charlotte Bobcats,Scottie Pippen,31,19,19,753,6.2,14.8,0.42,1.9,5.4,0.34,4.3,9.4,0.46,3.3,4.1,0.79,1.7,4.4,6.2,3.4,1.3,0.9,2.6,2.3,17.5
1997,5,CHI,Charlotte Bobcats,Dennis Rodman,35,19,14,535,2.0,5.5,0.37,0.3,1.1,0.25,1.7,4.4,0.4,1.0,1.7,0.58,4.0,6.8,10.8,1.8,0.7,0.3,1.9,5.0,5.3
1997,5,CHI,Charlotte Bobcats,Ron Harper,33,19,19,515,3.5,8.7,0.4,1.5,4.3,0.34,2.0,4.5,0.45,1.5,2.0,0.75,1.4,4.3,5.7,4.0,1.7,1.0,0.8,3.0,9.9
1997,5,CHI,Charlotte Bobcats,Luc Longley,28,19,19,432,4.7,8.7,0.55,0.0,0.0,,4.7,8.7,0.55,0.8,2.2,0.38,3.2,3.7,7.0,2.9,0.6,1.3,2.3,5.4,10.3
1997,5,CHI,Charlotte Bobcats,Toni Kukoc,28,19,0,423,3.8,10.6,0.36,1.6,4.5,0.36,2.2,6.1,0.36,3.5,4.9,0.71,1.1,3.5,4.6,4.6,1.1,0.3,1.4,2.6,12.8
1997,5,CHI,Charlotte Bobcats,Steve Kerr,31,19,0,341,3.5,8.1,0.43,1.7,4.4,0.38,1.8,3.7,0.49,1.4,1.5,0.93,0.4,1.5,1.9,2.1,1.8,0.2,0.8,2.6,10.0
1997,5,CHI,Charlotte Bobcats,Bison Dele,27,19,0,336,5.4,11.1,0.48,0.0,0.0,,5.4,11.1,0.48,1.7,3.3,0.52,3.3,4.3,7.6,1.2,2.0,0.9,1.5,6.8,12.4
1997,5,CHI,Charlotte Bobcats,Jason Caffey,23,17,5,167,3.2,7.1,0.46,0.0,0.0,,3.2,7.1,0.46,2.4,3.0,0.79,5.4,3.7,9.1,3.2,0.6,0.6,2.6,5.8,8.8
1997,5,CHI,Charlotte Bobcats,Jud Buechler,28,18,0,138,3.4,8.1,0.42,1.0,3.1,0.33,2.3,5.0,0.47,0.8,1.3,0.6,2.3,3.7,6.0,1.3,0.8,0.3,0.3,3.9,8.6
1997,5,CHI,Charlotte Bobcats,Randy Brown,28,17,0,98,3.3,11.0,0.3,0.0,0.0,,3.3,11.0,0.3,1.1,1.8,0.6,1.1,2.6,3.7,2.2,2.9,0.7,1.5,8.1,7.7
1997,5,CHI,Charlotte Bobcats,Robert Parish,43,2,0,18,2.0,14.0,0.14,0.0,0.0,,2.0,14.0,0.14,0.0,0.0,,4.0,4.0,8.0,0.0,0.0,6.0,0.0,4.0,4.0
