Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1986,20,3121,NYK,New York Knicks,Gerald Wilkins,"September 11, 1963",22.0,NBA,SG,81.0,53.0,2025.0,10.5,22.5,0.47,0.2,0.6,0.28,10.3,21.9,0.47,3.2,5.7,0.56,2.2,2.8,5.0,3.9,1.6,0.2,3.8,3.7,24.4,95.0,108.0
1987,20,3121,NYK,New York Knicks,Gerald Wilkins,"September 11, 1963",23.0,NBA,SG,80.0,73.0,2758.0,11.2,23.0,0.49,0.5,1.3,0.35,10.7,21.7,0.49,4.2,5.9,0.7,2.1,3.1,5.2,6.3,1.6,0.3,3.8,2.9,27.0,105.0,114.0
1988,20,3121,NYK,New York Knicks,Gerald Wilkins,"September 11, 1963",24.0,NBA,SG,81.0,78.0,2703.0,10.6,23.7,0.45,0.7,2.3,0.3,9.9,21.4,0.46,3.4,4.4,0.79,1.9,2.9,4.8,5.8,1.6,0.4,3.8,3.3,25.3,102.0,110.0
1989,20,3121,NYK,New York Knicks,Gerald Wilkins,"September 11, 1963",25.0,NBA,SG,81.0,58.0,2414.0,8.8,19.5,0.45,1.0,3.3,0.3,7.8,16.3,0.48,3.5,4.7,0.76,1.8,2.8,4.6,5.2,2.2,0.4,3.2,3.2,22.1,107.0,110.0
1990,20,3121,NYK,New York Knicks,Gerald Wilkins,"September 11, 1963",26.0,NBA,SG,82.0,80.0,2609.0,8.8,19.3,0.46,0.7,2.3,0.31,8.1,17.0,0.48,3.9,4.9,0.8,2.5,4.5,6.9,6.2,1.8,0.4,3.6,3.5,22.3,106.0,110.0
1991,20,3121,NYK,New York Knicks,Gerald Wilkins,"September 11, 1963",27.0,NBA,SG,68.0,56.0,2164.0,8.9,18.8,0.47,0.2,1.0,0.21,8.7,17.8,0.49,3.9,4.8,0.82,1.8,3.0,4.8,6.4,1.9,0.5,3.8,4.2,21.9,103.0,109.0
1992,20,3121,NYK,New York Knicks,Gerald Wilkins,"September 11, 1963",28.0,NBA,SG,82.0,82.0,2344.0,9.5,21.2,0.45,0.8,2.4,0.35,8.7,18.9,0.46,2.6,3.5,0.73,1.6,2.9,4.5,4.8,1.7,0.4,2.5,4.3,22.4,104.0,107.0
1993,6,3121,CLE,Cleveland Cavaliers,Gerald Wilkins,"September 11, 1963",29.0,NBA,SF,80.0,35.0,2079.0,8.8,19.4,0.45,0.4,1.4,0.28,8.4,18.0,0.47,3.7,4.4,0.84,1.8,3.4,5.2,4.5,1.9,0.4,2.3,3.8,21.7,105.0,108.0
1994,6,3121,CLE,Cleveland Cavaliers,Gerald Wilkins,"September 11, 1963",30.0,NBA,SG,82.0,82.0,2768.0,8.4,18.4,0.46,1.6,4.0,0.4,6.8,14.4,0.47,3.7,4.7,0.78,2.0,3.7,5.7,4.8,2.0,0.7,2.5,3.5,22.1,111.0,107.0
1996,15,3121,VAN,Vancouver Grizzlies,Gerald Wilkins,"September 11, 1963",32.0,NBA,SG,28.0,14.0,738.0,5.5,14.6,0.38,1.0,4.6,0.22,4.5,10.1,0.45,1.4,1.6,0.87,1.6,3.1,4.6,4.9,1.6,0.1,2.6,3.9,13.4,91.0,112.0
1997,22,3121,ORL,Orlando Magic,Gerald Wilkins,"September 11, 1963",33.0,NBA,SG,80.0,26.0,2202.0,8.0,18.7,0.43,1.6,5.0,0.32,6.3,13.7,0.46,3.4,4.7,0.72,1.5,2.8,4.3,4.3,1.3,0.3,3.0,3.6,20.9,101.0,111.0
1998,22,3121,ORL,Orlando Magic,Gerald Wilkins,"September 11, 1963",34.0,NBA,SG,72.0,16.0,1252.0,6.2,19.1,0.32,1.3,4.8,0.27,4.9,14.3,0.34,3.0,4.3,0.7,0.7,3.3,4.0,3.4,1.5,0.3,3.5,3.4,16.7,82.0,108.0
1999,22,3121,ORL,Orlando Magic,Gerald Wilkins,"September 11, 1963",35.0,NBA,SG,3.0,0.0,28.0,0.0,17.4,0.0,0.0,0.0,,0.0,17.4,0.0,3.9,3.9,1.0,0.0,1.9,1.9,1.9,0.0,0.0,5.8,5.8,3.9,23.0,106.0
