Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1988,20,1408,NYK,New York Knicks,Mark Jackson,"April 1, 1965",22.0,NBA,PG,82.0,80.0,3249.0,438.0,1013.0,0.43,32.0,126.0,0.25,406.0,887.0,0.46,0.45,206.0,266.0,0.77,120.0,276.0,396.0,868.0,205.0,6.0,258.0,244.0,1114.0,,2.0
1989,20,1408,NYK,New York Knicks,Mark Jackson,"April 1, 1965",23.0,NBA,PG,72.0,72.0,2477.0,479.0,1025.0,0.47,81.0,240.0,0.34,398.0,785.0,0.51,0.51,180.0,258.0,0.7,106.0,235.0,341.0,619.0,139.0,7.0,226.0,163.0,1219.0,,2.0
1990,20,1408,NYK,New York Knicks,Mark Jackson,"April 1, 1965",24.0,NBA,PG,82.0,69.0,2428.0,327.0,749.0,0.44,35.0,131.0,0.27,292.0,618.0,0.47,0.46,120.0,165.0,0.73,106.0,212.0,318.0,604.0,109.0,4.0,211.0,121.0,809.0,,0.0
1991,20,1408,NYK,New York Knicks,Mark Jackson,"April 1, 1965",25.0,NBA,PG,72.0,21.0,1595.0,250.0,508.0,0.49,13.0,51.0,0.26,237.0,457.0,0.52,0.5,117.0,160.0,0.73,62.0,135.0,197.0,452.0,60.0,9.0,135.0,81.0,630.0,,1.0
1992,20,1408,NYK,New York Knicks,Mark Jackson,"April 1, 1965",26.0,NBA,PG,81.0,81.0,2461.0,367.0,747.0,0.49,11.0,43.0,0.26,356.0,704.0,0.51,0.5,171.0,222.0,0.77,95.0,210.0,305.0,694.0,112.0,13.0,211.0,153.0,916.0,,1.0
1993,13,1408,LAC,Los Angeles Clippers,Mark Jackson,"April 1, 1965",27.0,NBA,PG,82.0,81.0,3117.0,459.0,945.0,0.49,22.0,82.0,0.27,437.0,863.0,0.51,0.5,241.0,300.0,0.8,129.0,259.0,388.0,724.0,136.0,12.0,220.0,158.0,1181.0,,3.0
1994,13,1408,LAC,Los Angeles Clippers,Mark Jackson,"April 1, 1965",28.0,NBA,PG,79.0,79.0,2711.0,331.0,732.0,0.45,36.0,127.0,0.28,295.0,605.0,0.49,0.48,167.0,211.0,0.79,107.0,241.0,348.0,678.0,120.0,6.0,232.0,115.0,865.0,,1.0
1995,12,1408,IND,Indiana Pacers,Mark Jackson,"April 1, 1965",29.0,NBA,PG,82.0,67.0,2402.0,239.0,566.0,0.42,27.0,87.0,0.31,212.0,479.0,0.44,0.45,119.0,153.0,0.78,73.0,233.0,306.0,616.0,105.0,16.0,210.0,148.0,624.0,,0.0
1996,12,1408,IND,Indiana Pacers,Mark Jackson,"April 1, 1965",30.0,NBA,PG,81.0,81.0,2643.0,296.0,626.0,0.47,64.0,149.0,0.43,232.0,477.0,0.49,0.52,150.0,191.0,0.78,66.0,241.0,307.0,635.0,100.0,5.0,201.0,153.0,806.0,,0.0
1997,31,1408,TOT,Total After Trade,Mark Jackson,"April 1, 1965",31.0,NBA,PG,82.0,82.0,3054.0,289.0,679.0,0.43,66.0,178.0,0.37,223.0,501.0,0.44,0.47,168.0,213.0,0.79,91.0,304.0,395.0,935.0,97.0,12.0,274.0,161.0,812.0,,4.0
