Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,21,173,SEA,Seattle Supersonics,22.0,NBA,PG,81.0,25.0,1630.0,299.0,738.0,0.4,95.0,238.0,0.4,204.0,500.0,0.41,0.47,89.0,110.0,0.81,35.0,97.0,132.0,205.0,53.0,1.0,123.0,97.0,782.0,,0.0
1991,21,173,SEA,Seattle Supersonics,23.0,NBA,PG,66.0,0.0,750.0,154.0,311.0,0.5,32.0,81.0,0.4,122.0,230.0,0.53,0.55,78.0,85.0,0.92,17.0,54.0,71.0,111.0,23.0,1.0,54.0,40.0,418.0,,0.0
1992,21,173,SEA,Seattle Supersonics,24.0,NBA,PG,75.0,1.0,1331.0,238.0,493.0,0.48,83.0,186.0,0.45,155.0,307.0,0.5,0.57,60.0,79.0,0.76,17.0,64.0,81.0,125.0,51.0,4.0,56.0,84.0,619.0,,0.0
1993,21,173,SEA,Seattle Supersonics,25.0,NBA,PG,69.0,2.0,1243.0,214.0,474.0,0.45,64.0,169.0,0.38,150.0,305.0,0.49,0.52,49.0,59.0,0.83,18.0,89.0,107.0,151.0,63.0,3.0,58.0,78.0,541.0,,0.0
1994,23,173,PHI,Philadelphia 76Ers,26.0,NBA,PG,81.0,70.0,2519.0,412.0,878.0,0.47,135.0,354.0,0.38,277.0,524.0,0.53,0.55,116.0,145.0,0.8,28.0,168.0,196.0,424.0,107.0,5.0,167.0,96.0,1075.0,,0.0
1995,23,173,PHI,Philadelphia 76Ers,27.0,NBA,PG,82.0,82.0,3318.0,571.0,1165.0,0.49,197.0,425.0,0.46,374.0,740.0,0.5,0.57,347.0,386.0,0.9,27.0,247.0,274.0,619.0,149.0,4.0,242.0,159.0,1686.0,,1.0
1996,2,173,BOS,Boston Celtics,28.0,NBA,PG,80.0,25.0,2328.0,379.0,806.0,0.47,150.0,368.0,0.41,229.0,438.0,0.52,0.56,130.0,147.0,0.88,21.0,171.0,192.0,306.0,58.0,3.0,120.0,116.0,1038.0,,0.0
1997,2,173,BOS,Boston Celtics,29.0,NBA,PG,24.0,8.0,708.0,110.0,253.0,0.44,43.0,105.0,0.41,67.0,148.0,0.45,0.52,37.0,43.0,0.86,5.0,43.0,48.0,81.0,26.0,6.0,39.0,34.0,300.0,,0.0
1998,2,173,BOS,Boston Celtics,30.0,NBA,PG,80.0,15.0,1686.0,281.0,609.0,0.46,100.0,246.0,0.41,181.0,363.0,0.5,0.54,122.0,144.0,0.85,28.0,125.0,153.0,286.0,83.0,6.0,107.0,124.0,784.0,,0.0
1999,2,173,BOS,Boston Celtics,31.0,NBA,PG,50.0,16.0,1156.0,168.0,371.0,0.45,64.0,160.0,0.4,104.0,211.0,0.49,0.54,64.0,73.0,0.88,16.0,89.0,105.0,208.0,52.0,5.0,88.0,64.0,464.0,,0.0
2001,9,173,DET,Detroit Pistons,33.0,NBA,PG,60.0,0.0,1079.0,183.0,412.0,0.44,44.0,105.0,0.42,139.0,307.0,0.45,0.5,68.0,80.0,0.85,6.0,88.0,94.0,110.0,30.0,2.0,60.0,63.0,478.0,,0.0
2002,9,173,DET,Detroit Pistons,34.0,NBA,PG,29.0,20.0,582.0,74.0,192.0,0.38,24.0,71.0,0.34,50.0,121.0,0.41,0.45,21.0,27.0,0.78,1.0,56.0,57.0,78.0,14.0,2.0,33.0,37.0,193.0,,0.0
2004,2,173,BOS,Boston Celtics,36.0,NBA,SG,1.0,0.0,11.0,2.0,3.0,0.67,0.0,0.0,,2.0,3.0,0.67,0.67,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,,0.0
