Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1843,Donny Marshall,"July 17, 1972",119.0,0.0,919.0,87.0,271.0,0.32,42.0,125.0,0.34,45.0,146.0,0.31,0.4,77.0,113.0,0.68,39.0,82.0,121.0,36.0,37.0,5.0,45.0,107.0,293.0,0
