PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Paul Pierce,25,10,10,445,9.2,23.0,0.39899999999999997,1.9,5.4,0.35600000000000004,7.3,17.7,0.41200000000000003,12.0,14.0,0.863,1.3,9.4,10.7,8.0,2.5,1.0,5.2,4.5,32.3,,107.0,99
Antoine Walker,26,10,10,440,8.8,21.2,0.415,1.9,5.4,0.35600000000000004,6.9,15.8,0.435,1.3,2.7,0.5,2.4,8.1,10.5,5.2,2.1,0.5,4.5,5.3,20.9,,89.0,101
Tony Delk,29,10,10,368,7.8,16.4,0.474,3.2,7.1,0.449,4.6,9.4,0.49200000000000005,4.0,4.6,0.875,0.7,6.1,6.8,5.2,1.7,0.6,1.9,3.5,22.8,,121.0,104
Walter McCarty,28,10,8,352,5.4,11.3,0.48,3.2,7.8,0.40399999999999997,2.3,3.5,0.652,0.9,1.1,0.857,1.5,5.0,6.5,3.3,1.2,0.8,1.7,5.3,14.9,,118.0,105
Eric Williams,30,10,2,310,5.6,15.1,0.375,0.5,2.6,0.2,5.1,12.5,0.41100000000000003,4.6,5.8,0.794,2.1,3.4,5.5,2.9,1.5,0.0,2.1,7.2,16.4,,97.0,106
Tony Battie,26,10,10,213,7.7,13.7,0.564,0.0,0.7,0.0,7.7,13.0,0.596,1.0,2.0,0.5,3.2,9.0,12.2,1.2,1.0,3.5,1.7,10.5,16.4,,108.0,100
J.R. Bremer,22,10,0,147,5.8,20.2,0.28600000000000003,2.9,11.6,0.25,2.9,8.7,0.33299999999999996,2.5,2.9,0.875,0.0,5.4,5.4,4.3,1.1,0.0,2.9,4.3,17.0,,79.0,106
Mark Blount,27,10,0,144,4.4,8.1,0.545,0.0,0.0,,4.4,8.1,0.545,2.6,3.7,0.7,4.4,8.8,13.3,0.7,4.1,2.9,2.9,7.4,11.4,,103.0,94
Grant Long,36,8,0,34,1.6,6.2,0.25,0.0,0.0,,1.6,6.2,0.25,0.0,0.0,,4.7,3.1,7.8,1.6,0.0,0.0,1.6,1.6,3.1,,80.0,110
Kedrick Brown,21,3,0,11,4.8,19.3,0.25,0.0,0.0,,4.8,19.3,0.25,4.8,9.6,0.5,9.6,0.0,9.6,0.0,4.8,0.0,0.0,0.0,14.5,,87.0,102
Bimbo Coles,34,3,0,9,0.0,23.6,0.0,0.0,11.8,0.0,0.0,11.8,0.0,0.0,0.0,,0.0,5.9,5.9,11.8,0.0,0.0,0.0,5.9,0.0,,29.0,108
Mark Bryant,37,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,113
