Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,20.0,SAC,NBA,PF,58.0,0.0,820.0,175.0,348.0,0.503,0.0,6.0,0.0,175.0,342.0,0.512,0.503,58.0,91.0,0.637,66.0,156.0,222.0,85.0,31.0,22.0,73.0,150.0,408.0
2020,21.0,SAC,NBA,C,46.0,17.0,667.0,139.0,251.0,0.554,0.0,2.0,0.0,139.0,249.0,0.558,0.554,38.0,49.0,0.776,43.0,145.0,188.0,60.0,22.0,18.0,44.0,119.0,316.0
2021,22.0,POR,NBA,C,7.0,0.0,52.0,6.0,14.0,0.429,2.0,3.0,0.667,4.0,11.0,0.364,0.5,4.0,6.0,0.667,2.0,18.0,20.0,4.0,2.0,5.0,5.0,13.0,18.0
