Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,28,1841,TOR,Toronto Raptors,23.0,NBA,PF,8.0,0.0,28.0,5.0,8.0,0.62,0.0,0.0,,5.0,8.0,0.62,0.62,1.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,11.0
2002,16,1841,MIA,Miami Heat,26.0,NBA,C,21.0,6.0,319.0,38.0,88.0,0.43,0.0,0.0,,38.0,88.0,0.43,0.43,20.0,34.0,0.59,19.0,56.0,75.0,8.0,5.0,10.0,19.0,40.0,96.0
2003,16,1841,MIA,Miami Heat,27.0,NBA,PF,23.0,0.0,223.0,22.0,59.0,0.37,0.0,1.0,0.0,22.0,58.0,0.38,0.37,10.0,15.0,0.67,8.0,27.0,35.0,3.0,5.0,6.0,14.0,37.0,54.0
2005,27,1841,SAS,San Antonio Spurs,29.0,NBA,PF,23.0,0.0,244.0,27.0,80.0,0.34,0.0,3.0,0.0,27.0,77.0,0.35,0.34,22.0,28.0,0.79,18.0,38.0,56.0,8.0,3.0,11.0,14.0,29.0,76.0
2006,27,1841,SAS,San Antonio Spurs,30.0,NBA,PF,25.0,0.0,181.0,37.0,71.0,0.52,0.0,3.0,0.0,37.0,68.0,0.54,0.52,7.0,12.0,0.58,12.0,31.0,43.0,7.0,5.0,7.0,7.0,21.0,81.0
2007,24,1841,PHO,Phoenix Suns,31.0,NBA,PF,3.0,0.0,17.0,2.0,6.0,0.33,0.0,1.0,0.0,2.0,5.0,0.4,0.33,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,6.0
2008,24,1841,PHO,Phoenix Suns,32.0,NBA,C,19.0,0.0,130.0,23.0,43.0,0.54,1.0,4.0,0.25,22.0,39.0,0.56,0.55,12.0,19.0,0.63,9.0,27.0,36.0,4.0,3.0,10.0,8.0,23.0,59.0
2009,19,1841,NOH,New Orleans Hornets,33.0,NBA,C,60.0,5.0,838.0,80.0,165.0,0.48,2.0,10.0,0.2,78.0,155.0,0.5,0.49,30.0,44.0,0.68,62.0,125.0,187.0,14.0,7.0,33.0,35.0,121.0,192.0
2010,19,1841,NOH,New Orleans Hornets,34.0,NBA,C,14.0,0.0,75.0,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,0.5,2.0,5.0,0.4,14.0,9.0,23.0,2.0,0.0,3.0,2.0,17.0,10.0
2011,25,1841,POR,Portland Trail Blazers,35.0,NBA,C,29.0,0.0,208.0,19.0,44.0,0.43,2.0,2.0,1.0,17.0,42.0,0.4,0.46,5.0,8.0,0.62,16.0,24.0,40.0,4.0,3.0,5.0,11.0,44.0,45.0
