Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1990,22.0,MIA,NBA,PF,63.0,9.0,884.0,6.6,14.1,0.466,0.0,0.1,0.0,6.6,14.0,0.467,2.9,4.7,0.621,5.0,7.3,12.3,1.3,1.3,1.5,3.7,9.2,16.0,,95.0,108.0
1991,23.0,MIA,NBA,PF,55.0,17.0,996.0,5.6,11.5,0.487,0.0,0.1,0.5,5.5,11.4,0.487,3.3,6.0,0.556,5.2,7.7,12.9,1.9,0.9,1.4,1.7,6.3,14.6,,111.0,108.0
1992,24.0,DAL,NBA,PF,68.0,67.0,2149.0,6.1,12.6,0.482,0.0,0.1,0.0,6.1,12.4,0.487,4.3,6.7,0.635,5.4,10.5,15.9,1.3,0.6,0.7,2.8,4.8,16.4,,106.0,110.0
1993,25.0,DAL,NBA,PF,75.0,74.0,2462.0,7.7,16.9,0.455,0.0,0.2,0.25,7.7,16.8,0.457,3.3,5.5,0.594,5.1,8.7,13.7,1.3,0.7,0.5,3.1,3.9,18.7,,97.0,115.0
1994,26.0,DAL,NBA,PF,15.0,5.0,286.0,4.3,10.5,0.407,0.0,0.0,,4.3,10.5,0.407,1.4,2.1,0.667,5.3,7.8,13.1,1.1,1.6,0.2,0.9,4.8,9.9,,107.0,109.0
1995,27.0,DAL,NBA,PF,46.0,2.0,580.0,4.3,9.9,0.434,0.0,0.2,0.0,4.3,9.7,0.441,3.7,5.8,0.636,5.5,8.1,13.6,0.9,0.5,0.3,2.6,6.6,12.2,,102.0,112.0
1996,28.0,DAL,NBA,PF,28.0,0.0,501.0,5.5,10.8,0.509,0.0,0.0,,5.5,10.8,0.509,2.7,4.7,0.574,4.3,7.4,11.7,2.1,1.0,0.4,2.5,6.6,13.8,,106.0,112.0
1998,30.0,WAS,NBA,PF,74.0,66.0,1705.0,3.9,7.8,0.496,0.0,0.0,0.0,3.9,7.8,0.498,2.1,3.6,0.58,6.4,8.3,14.7,0.9,1.3,0.7,1.7,5.9,9.9,,112.0,104.0
1999,31.0,WAS,NBA,C,37.0,34.0,578.0,4.5,8.5,0.533,0.0,0.0,,4.5,8.5,0.533,2.6,3.5,0.737,4.6,8.2,12.9,0.9,1.0,0.3,1.5,7.3,11.7,,118.0,104.0
2001,33.0,DEN,NBA,PF,19.0,1.0,228.0,2.7,5.7,0.48,0.0,0.0,,2.7,5.7,0.48,2.0,5.0,0.409,5.5,6.6,12.0,1.6,0.2,0.2,1.1,7.7,7.5,,111.0,110.0
