Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2876,Tristan Thompson,"March 13, 1991",638.0,446.0,17802.0,6.83,13.22,0.52,0.03,0.11,0.27,6.81,13.12,0.52,3.23,5.3,0.61,6.22,9.9,16.12,1.87,0.89,1.27,2.17,4.34,16.92,115.8,109.6
