Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2011,30,294,WAS,Washington Wizards,23.0,NBA,PF,65.0,1063.0,15.3,0.58,0.0,0.4,10.2,17.0,13.5,5.2,1.4,3.0,11.3,13.9,,1.8,0.8,2.6,0.12,,-0.6,-0.3,-0.9,0.3
2012,30,294,WAS,Washington Wizards,24.0,NBA,PF,50.0,1261.0,15.4,0.55,0.01,0.27,10.6,18.6,14.5,5.1,2.0,2.6,13.2,15.6,,1.6,1.4,3.0,0.11,,-0.8,0.0,-0.8,0.4
2013,30,294,WAS,Washington Wizards,25.0,NBA,PF,48.0,887.0,13.9,0.51,0.02,0.33,12.2,17.8,14.9,7.4,1.9,1.4,11.0,14.5,,0.9,1.4,2.3,0.13,,-1.5,0.6,-1.0,0.2
2014,30,294,WAS,Washington Wizards,26.0,NBA,PF,72.0,1553.0,15.0,0.56,0.0,0.19,10.9,17.5,14.1,6.3,1.4,2.4,11.7,14.4,,2.3,2.0,4.3,0.13,,-0.5,0.4,-0.1,0.7
2015,29,294,UTA,Utah Jazz,27.0,NBA,PF,79.0,1564.0,15.3,0.54,0.18,0.32,10.3,19.0,14.7,9.0,1.5,2.1,14.3,18.1,,1.7,1.9,3.6,0.11,,-0.3,0.1,-0.2,0.7
2016,29,294,UTA,Utah Jazz,28.0,NBA,PF,79.0,1632.0,14.4,0.53,0.11,0.27,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,,1.8,2.6,4.3,0.13,,-1.0,1.0,0.0,0.8
2017,3,294,BRK,Brooklyn Nets,29.0,NBA,PF,71.0,1754.0,15.7,0.55,0.13,0.19,8.7,25.5,17.2,12.9,2.0,1.2,16.6,18.7,,1.0,2.2,3.1,0.09,,-0.9,0.3,-0.6,0.6
2018,31,294,TOT,Total After Trade,30.0,NBA,PF,68.0,1158.0,14.9,0.56,0.1,0.27,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,,1.6,1.3,2.9,0.12,,-0.6,0.0,-0.6,0.4
2018,3,294,BRK,Brooklyn Nets,30.0,NBA,PF,18.0,395.0,15.4,0.54,0.08,0.29,10.1,22.0,16.0,16.2,1.0,0.9,15.1,21.8,,0.3,0.3,0.6,0.07,,-1.1,-0.5,-1.7,0.0
2018,23,294,PHI,Philadelphia 76Ers,30.0,NBA,PF,33.0,494.0,14.5,0.62,0.06,0.36,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,,1.0,0.7,1.7,0.16,,-0.3,0.9,0.7,0.3
2018,12,294,IND,Indiana Pacers,30.0,NBA,PF,17.0,269.0,14.7,0.51,0.17,0.13,13.5,18.8,16.2,9.0,0.7,1.6,9.2,16.2,,0.4,0.2,0.7,0.12,,-0.3,-0.8,-1.1,0.1
