Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1987,23.0,PHI,NBA,SG,77.0,9.0,1612.0,7.9,18.4,0.43,0.4,1.6,0.25,7.5,16.8,0.447,4.6,6.2,0.741,2.1,2.6,4.8,4.7,2.8,0.6,3.9,5.2,20.8,,99.0,109.0
1988,24.0,PHI,NBA,SG,61.0,22.0,1419.0,7.7,19.2,0.4,0.4,1.4,0.25,7.3,17.8,0.412,3.5,4.6,0.75,1.5,2.0,3.6,4.2,1.7,0.8,3.7,4.4,19.2,,93.0,113.0
1989,25.0,PHI,NBA,SG,33.0,6.0,372.0,7.1,15.1,0.47,0.3,0.8,0.333,6.8,14.3,0.477,3.5,4.5,0.794,1.6,3.3,4.8,9.6,1.2,0.3,4.6,5.6,17.9,,103.0,115.0
1990,26.0,SAS,NBA,SG,78.0,2.0,1856.0,5.8,12.9,0.448,0.0,0.3,0.0,5.8,12.6,0.46,2.3,2.9,0.777,1.6,3.5,5.1,5.5,2.3,0.5,3.3,4.0,13.8,,97.0,106.0
1991,27.0,SAS,NBA,SG,25.0,0.0,563.0,4.6,11.9,0.384,0.1,0.8,0.111,4.5,11.2,0.403,2.5,3.5,0.707,2.1,4.4,6.5,4.0,1.6,0.4,3.6,5.7,11.8,,87.0,106.0
1992,28.0,WSB,NBA,SG,81.0,72.0,2127.0,6.1,13.2,0.465,0.0,0.4,0.056,6.1,12.8,0.478,2.4,3.4,0.719,1.8,4.4,6.2,5.7,2.8,0.5,2.9,3.7,14.7,,100.0,108.0
1993,29.0,CHH,NBA,SF,72.0,55.0,1471.0,5.9,10.9,0.536,0.0,0.2,0.167,5.8,10.7,0.542,2.6,3.5,0.738,1.6,4.1,5.7,6.0,2.1,0.3,2.9,4.4,14.3,,110.0,111.0
1994,30.0,CHH,NBA,SG,50.0,36.0,1005.0,6.7,13.9,0.481,0.2,0.6,0.333,6.5,13.3,0.487,1.7,2.5,0.667,1.5,5.1,6.6,5.1,2.1,0.3,2.6,4.2,15.2,,101.0,110.0
1995,31.0,CHH,NBA,SG,52.0,9.0,515.0,5.1,12.5,0.41,0.4,2.2,0.182,4.7,10.2,0.46,1.8,2.5,0.75,1.1,5.0,6.1,5.7,1.9,0.6,2.8,6.1,12.5,,95.0,107.0
1996,32.0,SEA,NBA,SG,60.0,3.0,695.0,6.5,15.6,0.415,1.1,2.5,0.441,5.4,13.1,0.41,2.4,3.0,0.78,1.3,2.9,4.1,4.3,1.5,0.3,3.1,4.9,16.4,,97.0,107.0
1997,33.0,SEA,NBA,SG,65.0,2.0,929.0,5.1,12.2,0.416,1.4,4.1,0.352,3.7,8.2,0.448,1.9,2.3,0.825,1.3,2.9,4.2,4.6,2.5,0.3,2.1,6.2,13.5,,106.0,106.0
1998,34.0,SEA,NBA,SG,58.0,2.0,546.0,6.5,13.7,0.471,0.3,0.7,0.429,6.2,13.0,0.474,1.5,2.8,0.517,1.9,5.9,7.7,3.6,2.1,0.3,3.6,5.7,14.7,,91.0,105.0
1999,35.0,NYK,NBA,SG,20.0,0.0,92.0,4.2,9.6,0.438,0.0,0.0,,4.2,9.6,0.438,0.0,0.0,,1.8,3.0,4.8,3.0,2.4,0.0,3.6,6.0,8.4,,77.0,100.0
2001,37.0,SEA,NBA,SG,1.0,0.0,9.0,17.5,17.5,1.0,0.0,0.0,,17.5,17.5,1.0,0.0,0.0,,0.0,0.0,0.0,11.6,0.0,0.0,0.0,5.8,34.9,,203.0,115.0
