Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1063,Eric Gordon,"December 25, 1988",690.0,522.0,22540.0,3894.0,9148.0,0.43,1619.0,4397.0,0.37,2275.0,4751.0,0.48,0.51,2069.0,2547.0,0.81,282.0,1412.0,1694.0,1964.0,613.0,240.0,1361.0,1351.0,11476.0,0
