Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,29,121,UTA,Utah Jazz,22.0,NBA,C,31.0,0.0,112.0,21.0,46.0,0.46,0.0,0.0,,21.0,46.0,0.46,0.46,19.0,30.0,0.63,11.0,24.0,35.0,5.0,2.0,2.0,8.0,20.0,61.0
1993,29,121,UTA,Utah Jazz,23.0,NBA,C,46.0,3.0,306.0,50.0,112.0,0.45,0.0,1.0,0.0,50.0,111.0,0.45,0.45,29.0,44.0,0.66,38.0,41.0,79.0,6.0,8.0,14.0,23.0,60.0,129.0
1994,23,121,PHI,Philadelphia 76Ers,24.0,NBA,C,14.0,0.0,201.0,29.0,66.0,0.44,0.0,1.0,0.0,29.0,65.0,0.45,0.44,14.0,23.0,0.61,25.0,44.0,69.0,17.0,5.0,10.0,17.0,29.0,72.0
1997,16,121,MIA,Miami Heat,27.0,NBA,C,82.0,17.0,1881.0,321.0,639.0,0.5,0.0,3.0,0.0,321.0,636.0,0.5,0.5,150.0,226.0,0.66,136.0,342.0,478.0,101.0,45.0,43.0,161.0,244.0,792.0
1998,31,121,TOT,Total After Trade,28.0,NBA,C,78.0,50.0,2266.0,406.0,871.0,0.47,0.0,8.0,0.0,406.0,863.0,0.47,0.47,243.0,363.0,0.67,199.0,358.0,557.0,175.0,61.0,56.0,206.0,231.0,1055.0
1998,16,121,MIA,Miami Heat,28.0,NBA,C,52.0,25.0,1371.0,252.0,532.0,0.47,0.0,3.0,0.0,252.0,529.0,0.48,0.47,155.0,228.0,0.68,119.0,211.0,330.0,87.0,43.0,34.0,117.0,162.0,659.0
1998,13,121,LAC,Los Angeles Clippers,28.0,NBA,C,26.0,25.0,895.0,154.0,339.0,0.45,0.0,5.0,0.0,154.0,334.0,0.46,0.45,88.0,135.0,0.65,80.0,147.0,227.0,88.0,18.0,22.0,89.0,69.0,396.0
1999,22,121,ORL,Orlando Magic,29.0,NBA,C,49.0,49.0,1259.0,185.0,453.0,0.41,2.0,7.0,0.29,183.0,446.0,0.41,0.41,105.0,157.0,0.67,83.0,154.0,237.0,89.0,47.0,35.0,114.0,125.0,477.0
2001,15,121,VAN,Vancouver Grizzlies,31.0,NBA,C,52.0,16.0,845.0,96.0,270.0,0.36,6.0,24.0,0.25,90.0,246.0,0.37,0.37,28.0,40.0,0.7,50.0,172.0,222.0,58.0,20.0,23.0,54.0,94.0,226.0
2002,15,121,MEM,Memphis Grizzlies,32.0,NBA,C,21.0,8.0,307.0,36.0,92.0,0.39,0.0,3.0,0.0,36.0,89.0,0.4,0.39,4.0,4.0,1.0,11.0,60.0,71.0,13.0,9.0,5.0,11.0,36.0,76.0
