PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shaquille O'Neal,25,13,13,501,11.4,18.5,0.612,0.0,0.0,,11.4,18.5,0.612,5.7,11.4,0.503,3.4,6.0,9.5,2.7,0.5,2.4,3.1,2.9,28.5
Eddie Jones,26,13,13,476,5.2,11.2,0.466,1.5,3.6,0.41700000000000004,3.7,7.6,0.49,4.8,5.7,0.8290000000000001,0.9,2.9,3.9,2.4,2.0,1.6,1.3,2.8,16.7
Rick Fox,28,13,13,428,4.3,9.6,0.447,1.8,4.5,0.396,2.5,5.1,0.49200000000000005,1.6,1.9,0.826,1.5,3.4,4.9,4.3,0.9,0.3,1.8,4.0,11.9
Robert Horry,27,13,13,422,3.3,6.0,0.557,0.5,1.5,0.353,2.8,4.5,0.623,2.4,3.5,0.6829999999999999,2.9,4.3,7.2,3.4,1.2,1.2,1.5,3.8,9.6
Nick Van Exel,26,13,0,367,4.9,14.8,0.331,2.2,6.9,0.314,2.7,7.9,0.34600000000000003,2.8,3.9,0.725,0.9,2.3,3.1,5.3,0.8,0.1,2.2,2.9,14.8
Derek Fisher,23,13,13,278,3.5,8.8,0.397,0.8,2.6,0.3,2.7,6.2,0.43799999999999994,2.3,3.8,0.621,0.3,3.0,3.2,6.3,2.2,0.0,1.9,4.3,10.1
Kobe Bryant,19,11,0,220,5.1,12.4,0.408,0.5,2.3,0.214,4.6,10.1,0.452,5.1,7.4,0.6890000000000001,1.1,2.3,3.4,2.6,0.5,1.3,1.8,4.6,15.7
Corie Blount,29,12,0,209,2.1,4.1,0.5,0.0,0.0,,2.1,4.1,0.5,1.2,1.9,0.636,4.1,6.9,11.0,1.2,1.0,0.7,0.5,4.7,5.3
Elden Campbell,29,13,0,180,4.6,10.2,0.451,0.0,0.0,,4.6,10.2,0.451,4.4,6.8,0.647,3.4,5.6,9.0,1.6,0.6,2.4,2.6,5.4,13.6
Jon Barry,28,7,0,18,0.0,16.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0
Sean Rooks,28,4,0,11,6.5,19.6,0.33299999999999996,0.0,0.0,,6.5,19.6,0.33299999999999996,0.0,0.0,,3.3,0.0,3.3,0.0,0.0,9.8,0.0,6.5,13.1
Mario Bennett,24,4,0,10,3.6,7.2,0.5,0.0,0.0,,3.6,7.2,0.5,7.2,7.2,1.0,7.2,14.4,21.6,0.0,0.0,3.6,0.0,7.2,14.4
