Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,16,1934,MIA,Miami Heat,Rodney McGruder,"July 29, 1991",25.0,NBA,SG,78.0,65.0,25.2,2.4,5.9,0.41,0.9,2.8,0.33,1.5,3.1,0.49,0.49,0.6,0.9,0.62,1.2,2.1,3.3,1.6,0.6,0.2,0.7,1.8,6.4
2018,16,1934,MIA,Miami Heat,Rodney McGruder,"July 29, 1991",26.0,NBA,SG,18.0,2.0,16.6,2.0,4.1,0.49,0.8,1.9,0.43,1.2,2.1,0.55,0.6,0.2,0.4,0.5,0.6,1.2,1.8,0.9,0.4,0.2,0.2,1.2,5.1
2019,16,1934,MIA,Miami Heat,Rodney McGruder,"July 29, 1991",27.0,NBA,SG,66.0,45.0,23.5,2.8,7.0,0.4,1.2,3.4,0.35,1.6,3.6,0.45,0.49,0.8,1.1,0.72,0.9,2.7,3.6,1.7,0.5,0.2,1.0,1.7,7.6
2020,13,1934,LAC,Los Angeles Clippers,Rodney McGruder,"July 29, 1991",28.0,NBA,SG,56.0,4.0,15.6,1.3,3.2,0.4,0.4,1.6,0.27,0.9,1.6,0.52,0.46,0.3,0.6,0.56,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3
2021,9,1934,DET,Detroit Pistons,Rodney McGruder,"July 29, 1991",29.0,NBA,SG,7.0,0.0,8.1,1.1,2.4,0.47,0.4,1.0,0.43,0.7,1.4,0.5,0.56,0.4,0.4,1.0,0.3,0.7,1.0,0.7,0.0,0.1,0.6,0.6,3.1
