PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Shareef Abdur-Rahim,24,81,81,3241,9.8,20.7,0.47200000000000003,0.2,1.0,0.188,9.6,19.6,0.48700000000000004,7.2,8.6,0.8340000000000001,2.8,9.0,11.9,4.0,1.5,1.2,3.7,3.8,26.9,,106,104
Mike Bibby,22,82,82,3190,8.6,19.0,0.45399999999999996,1.8,4.7,0.379,6.8,14.3,0.478,2.3,3.1,0.7609999999999999,0.8,4.2,5.0,11.2,1.8,0.2,4.1,2.4,21.4,,104,108
Michael Dickerson,25,70,69,2618,8.5,20.4,0.41700000000000004,1.7,4.6,0.374,6.8,15.8,0.429,4.1,5.4,0.763,1.4,3.2,4.6,4.7,1.2,0.5,3.2,4.1,22.8,,98,109
Bryant Reeves,27,75,48,1832,7.3,15.8,0.46,0.0,0.1,0.25,7.2,15.7,0.462,3.2,4.1,0.7959999999999999,3.8,9.1,12.9,2.3,1.2,1.5,2.6,6.9,17.8,,101,104
Grant Long,34,66,27,1507,4.9,11.1,0.439,0.1,0.5,0.267,4.7,10.6,0.447,3.9,5.5,0.713,2.6,6.9,9.5,2.9,2.5,0.5,2.2,5.6,13.8,,103,104
Damon Jones,24,71,10,1415,6.3,15.4,0.409,3.1,8.5,0.364,3.2,6.8,0.465,1.4,1.9,0.7120000000000001,0.6,4.0,4.6,8.3,1.3,0.0,2.8,2.1,17.1,,104,109
Stromile Swift,21,80,6,1312,6.1,13.5,0.451,0.0,0.2,0.0,6.1,13.4,0.457,3.4,5.6,0.603,4.3,7.0,11.3,1.1,2.5,3.3,2.6,6.4,15.6,,97,101
Othella Harrington,27,44,40,1267,7.4,16.0,0.466,0.0,0.1,0.0,7.4,15.8,0.47,5.0,6.4,0.779,4.2,7.7,11.9,1.5,0.8,1.1,4.3,5.6,19.8,,96,106
Isaac Austin,31,52,16,845,5.9,16.7,0.35600000000000004,0.4,1.5,0.25,5.6,15.2,0.366,1.7,2.5,0.7,3.1,10.7,13.8,3.6,1.2,1.4,3.3,5.8,14.0,,81,103
Tony Massenburg,33,52,20,823,5.9,12.7,0.462,0.0,0.0,,5.9,12.7,0.462,3.1,4.5,0.7,4.8,8.6,13.4,0.6,0.6,1.8,3.1,7.8,14.8,,96,105
Kevin Edwards,35,46,5,634,4.6,14.0,0.32899999999999996,0.4,1.6,0.263,4.2,12.5,0.33799999999999997,3.6,4.4,0.8109999999999999,1.9,4.9,6.8,4.3,2.4,0.7,3.1,3.8,13.2,,86,106
Mahmoud Abdul-Rauf,31,41,0,486,12.9,26.5,0.488,0.4,1.5,0.28600000000000003,12.5,25.0,0.5,2.4,3.1,0.759,0.5,2.2,2.7,8.2,1.0,0.1,2.8,5.4,28.7,,104,111
Erick Strickland,27,22,0,409,5.2,17.4,0.301,1.8,6.1,0.292,3.5,11.3,0.307,5.6,6.5,0.863,1.2,8.6,9.7,8.4,2.8,0.1,3.5,5.4,17.9,,95,102
Doug West,33,15,6,171,3.4,11.6,0.289,0.0,0.6,0.0,3.4,11.0,0.306,1.8,2.1,0.857,1.2,3.4,4.6,4.3,0.9,1.2,1.2,6.4,8.6,,83,109
Brent Price,32,6,0,30,5.2,19.2,0.273,1.7,7.0,0.25,3.5,12.2,0.28600000000000003,10.5,12.2,0.857,1.7,5.2,7.0,8.7,3.5,0.0,7.0,14.0,22.7,,89,103
