Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,14,2,LAL,Los Angeles Lakers,32.0,NBA,C,15.0,,618.0,11.5,20.2,0.57,0.0,0.0,,11.5,20.2,0.57,4.8,6.1,0.79,3.0,7.6,10.5,2.7,1.0,3.4,3.2,3.0,27.9
1981,14,2,LAL,Los Angeles Lakers,33.0,NBA,C,3.0,,134.0,8.1,17.5,0.46,0.0,0.0,,8.1,17.5,0.46,5.4,7.5,0.71,3.5,9.9,13.4,3.2,0.8,2.1,3.0,3.8,21.5
1982,14,2,LAL,Los Angeles Lakers,34.0,NBA,C,14.0,,493.0,8.4,16.1,0.52,0.0,0.0,,8.4,16.1,0.52,4.0,6.4,0.63,2.4,6.3,8.7,3.7,1.0,3.3,3.0,3.3,20.8
1983,14,2,LAL,Los Angeles Lakers,35.0,NBA,C,15.0,,588.0,10.0,17.6,0.57,0.0,0.1,0.0,10.0,17.5,0.57,4.9,6.5,0.76,1.5,5.5,7.0,2.6,1.0,3.4,3.1,3.7,24.9
1984,14,2,LAL,Los Angeles Lakers,36.0,NBA,C,21.0,,767.0,9.7,17.4,0.56,0.0,0.0,,9.7,17.4,0.56,4.2,5.6,0.75,2.6,5.5,8.1,3.7,1.1,2.1,2.1,3.3,23.6
1985,14,2,LAL,Los Angeles Lakers,37.0,NBA,C,19.0,19.0,610.0,9.9,17.7,0.56,0.0,0.0,,9.9,17.7,0.56,4.7,6.1,0.78,3.0,6.1,9.1,4.5,1.4,2.1,3.1,4.0,24.6
1986,14,2,LAL,Los Angeles Lakers,38.0,NBA,C,14.0,14.0,489.0,11.6,20.8,0.56,0.0,0.0,,11.6,20.8,0.56,3.5,4.5,0.79,1.9,4.2,6.1,3.6,1.1,1.8,3.1,4.0,26.7
1987,14,2,LAL,Los Angeles Lakers,39.0,NBA,C,18.0,18.0,559.0,8.0,15.1,0.53,0.0,0.1,0.0,8.0,15.0,0.53,6.2,7.9,0.8,2.5,5.4,7.9,2.3,0.5,2.3,2.6,3.6,22.2
1988,14,2,LAL,Los Angeles Lakers,40.0,NBA,C,24.0,24.0,718.0,7.1,15.2,0.46,0.0,0.1,0.0,7.1,15.1,0.47,2.8,3.6,0.79,2.5,4.1,6.6,1.8,0.8,1.9,2.3,4.1,16.9
1989,14,2,LAL,Los Angeles Lakers,41.0,NBA,C,15.0,15.0,351.0,7.0,15.1,0.46,0.0,0.0,,7.0,15.1,0.46,3.2,4.4,0.72,1.3,4.7,6.1,1.9,0.5,1.1,2.3,4.4,17.1
