Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1997,23,PHI,Philadelphia 76Ers,Allen Iverson,21,76,74,40.1,8.2,19.8,0.42,2.0,6.0,0.34,6.2,13.8,0.45,0.47,5.0,7.2,0.7,1.5,2.6,4.1,7.5,2.1,0.3,4.4,3.1,23.5
1997,23,PHI,Philadelphia 76Ers,Jerry Stackhouse,22,81,81,39.1,6.6,16.1,0.41,1.3,4.2,0.3,5.3,11.9,0.45,0.45,6.3,8.2,0.77,1.9,2.2,4.2,3.1,1.1,0.8,3.9,2.7,20.7
1997,23,PHI,Philadelphia 76Ers,Derrick Coleman,29,57,54,36.9,6.4,14.7,0.44,0.6,2.1,0.27,5.8,12.6,0.46,0.46,4.8,6.4,0.74,2.8,7.3,10.1,3.4,0.9,1.3,3.2,2.9,18.1
1997,23,PHI,Philadelphia 76Ers,Clarence Weatherspoon,26,82,82,36.0,4.9,9.9,0.49,0.0,0.1,0.17,4.8,9.8,0.49,0.49,2.5,3.4,0.74,2.7,5.6,8.3,1.7,0.9,1.0,1.7,2.3,12.2
1997,23,PHI,Philadelphia 76Ers,Mark Davis,23,75,17,22.7,3.3,7.1,0.47,0.3,1.2,0.26,3.0,5.9,0.51,0.49,1.5,2.2,0.67,1.8,2.5,4.3,1.8,1.1,0.4,1.6,3.1,8.5
1997,23,PHI,Philadelphia 76Ers,Scott Williams,28,62,52,21.2,2.6,5.1,0.51,0.0,0.0,0.0,2.6,5.1,0.51,0.51,0.6,0.9,0.69,2.5,3.9,6.4,0.7,0.7,0.7,0.8,3.3,5.8
1997,23,PHI,Philadelphia 76Ers,Don MacLean,27,37,2,19.8,4.4,9.9,0.45,0.3,1.0,0.32,4.1,8.8,0.46,0.46,1.7,2.6,0.66,1.1,2.7,3.8,1.0,0.3,0.3,1.3,1.9,10.9
1997,23,PHI,Philadelphia 76Ers,Rex Walters,26,59,16,17.6,2.5,5.5,0.46,1.0,2.5,0.38,1.5,3.0,0.51,0.54,0.8,1.1,0.79,0.4,1.5,1.8,1.9,0.5,0.1,1.0,1.3,6.8
1997,23,PHI,Philadelphia 76Ers,Michael Cage,35,82,24,15.2,0.8,1.7,0.47,0.0,0.0,,0.8,1.7,0.47,0.47,0.2,0.5,0.46,1.4,2.5,3.9,0.5,0.6,0.5,0.2,1.4,1.8
1997,23,PHI,Philadelphia 76Ers,Lucious Harris,26,54,3,15.1,2.1,5.4,0.38,0.7,1.8,0.36,1.4,3.6,0.39,0.44,0.6,0.9,0.7,0.5,0.8,1.3,0.9,0.8,0.1,0.6,0.8,5.4
1997,23,PHI,Philadelphia 76Ers,Adrian Caldwell,30,27,0,13.5,1.1,2.1,0.53,0.0,0.0,,1.1,2.1,0.53,0.53,0.4,1.2,0.36,1.4,2.7,4.1,0.3,0.3,0.3,0.6,2.2,2.7
1997,23,PHI,Philadelphia 76Ers,Joe Courtney,27,4,0,13.0,1.5,3.5,0.43,0.0,0.0,,1.5,3.5,0.43,0.43,0.0,0.0,,1.3,1.0,2.3,0.0,0.0,0.0,0.3,2.0,3.0
1997,23,PHI,Philadelphia 76Ers,Mark Hendrickson,22,29,1,10.4,1.1,2.7,0.42,0.1,0.4,0.25,1.0,2.2,0.45,0.44,0.6,0.9,0.69,1.2,2.0,3.2,0.1,0.3,0.1,0.5,1.1,2.9
1997,23,PHI,Philadelphia 76Ers,Doug Overton,27,61,4,10.4,1.3,3.1,0.43,0.2,0.7,0.25,1.2,2.5,0.47,0.45,0.7,0.8,0.94,0.3,0.8,1.1,1.7,0.4,0.0,0.6,0.7,3.6
1997,23,PHI,Philadelphia 76Ers,Frankie King,24,7,0,8.4,1.0,2.4,0.41,0.1,0.3,0.5,0.9,2.1,0.4,0.44,0.7,0.7,1.0,0.6,1.4,2.0,0.7,0.6,0.0,0.4,1.0,2.9
1997,23,PHI,Philadelphia 76Ers,Mark Bradtke,28,36,0,7.0,0.7,1.6,0.43,0.0,0.0,,0.7,1.6,0.43,0.43,0.3,0.4,0.69,0.7,1.2,1.9,0.2,0.1,0.1,0.3,0.9,1.6
