PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Evan Fournier,27.0,66.0,2076.0,0.467,0.527,0.39899999999999997,0.56,0.818,0.595,0.237,0.467,102.0,101.0,111.0,106.0,106.0,105.0,91.0,122.0,58.4,62.4
Nikola Vučević,29.0,62.0,1998.0,0.47700000000000004,0.531,0.33899999999999997,0.525,0.784,0.5489999999999999,0.162,0.28,104.0,101.0,95.0,99.0,101.0,97.0,62.0,73.0,-8.6,-34.7
Terrence Ross,28.0,69.0,1889.0,0.40299999999999997,0.479,0.35100000000000003,0.508,0.853,0.5479999999999999,0.217,0.596,88.0,92.0,98.0,96.0,110.0,97.0,84.0,155.0,-35.8,-30.9
Aaron Gordon,24.0,62.0,2017.0,0.43700000000000006,0.494,0.308,0.484,0.674,0.516,0.292,0.309,95.0,94.0,86.0,92.0,87.0,91.0,112.0,80.0,-68.2,-83.6
Markelle Fultz,21.0,72.0,1996.0,0.465,0.507,0.267,0.488,0.73,0.517,0.20600000000000002,0.175,101.0,97.0,75.0,92.0,94.0,91.0,79.0,46.0,-62.5,-80.9
D.J. Augustin,32.0,57.0,1420.0,0.39899999999999997,0.439,0.348,0.475,0.889,0.5539999999999999,0.39299999999999996,0.436,87.0,84.0,97.0,90.0,115.0,98.0,151.0,114.0,-49.6,-11.6
Jonathan Isaac,22.0,34.0,980.0,0.47,0.521,0.34,0.518,0.779,0.552,0.23199999999999998,0.28300000000000003,102.0,99.0,95.0,98.0,101.0,98.0,89.0,74.0,-7.1,-9.2
Mo Bamba,21.0,62.0,878.0,0.462,0.531,0.34600000000000003,0.526,0.674,0.542,0.161,0.374,100.0,101.0,97.0,100.0,87.0,96.0,62.0,97.0,-1.5,-13.9
Michael Carter-Williams,28.0,45.0,833.0,0.42700000000000005,0.48100000000000004,0.293,0.469,0.8320000000000001,0.535,0.365,0.28800000000000003,93.0,92.0,82.0,89.0,108.0,95.0,140.0,75.0,-31.0,-17.9
Wesley Iwundu,25.0,52.0,953.0,0.41600000000000004,0.457,0.342,0.47600000000000003,0.804,0.544,0.41600000000000004,0.35200000000000004,90.0,87.0,95.0,90.0,104.0,96.0,160.0,92.0,-24.4,-11.4
Khem Birch,27.0,48.0,922.0,0.51,0.514,0.0,0.51,0.653,0.5660000000000001,0.706,0.006999999999999999,111.0,98.0,,97.0,85.0,100.0,271.0,2.0,-5.2,0.3
James Ennis,29.0,20.0,489.0,0.451,0.6,0.28600000000000003,0.519,0.838,0.5660000000000001,0.278,0.474,98.0,115.0,80.0,98.0,108.0,100.0,107.0,123.0,-2.7,0.4
Gary Clark,25.0,24.0,355.0,0.419,0.7140000000000001,0.35,0.561,1.0,0.5710000000000001,0.040999999999999995,0.8109999999999999,91.0,136.0,98.0,106.0,129.0,101.0,16.0,211.0,4.7,0.9
Al-Farouq Aminu,29.0,18.0,380.0,0.29100000000000004,0.32,0.25,0.34299999999999997,0.655,0.395,0.337,0.419,63.0,61.0,70.0,65.0,85.0,70.0,130.0,109.0,-32.0,-33.5
Melvin Frazier,23.0,19.0,126.0,0.441,0.389,0.5,0.5589999999999999,0.5,0.5589999999999999,0.11800000000000001,0.47100000000000003,96.0,74.0,140.0,106.0,65.0,99.0,45.0,123.0,2.0,-0.4
B.J. Johnson,24.0,10.0,83.0,0.281,0.261,0.33299999999999996,0.32799999999999996,0.9,0.41200000000000003,0.312,0.281,61.0,50.0,93.0,62.0,116.0,73.0,120.0,73.0,-12.8,-11.1
Amile Jefferson,26.0,18.0,74.0,0.35700000000000004,0.35700000000000004,,0.35700000000000004,0.35700000000000004,0.37200000000000005,1.0,0.0,78.0,68.0,,68.0,46.0,66.0,384.0,,-4.8,-7.8
Vic Law,24.0,8.0,62.0,0.33299999999999996,0.455,0.14300000000000002,0.361,0.33299999999999996,0.363,0.33299999999999996,0.389,72.0,87.0,40.0,68.0,43.0,64.0,128.0,101.0,-6.0,-8.3
Josh Magette,30.0,8.0,38.0,0.33299999999999996,0.364,0.25,0.36700000000000005,0.5,0.37799999999999995,0.133,0.267,72.0,69.0,70.0,69.0,65.0,67.0,51.0,69.0,-4.9,-5.9
Team,,,,0.444,0.499,0.344,0.505,0.772,0.5429999999999999,0.258,0.35600000000000004,97.0,95.0,96.0,96.0,100.0,96.0,99.0,93.0,-294.0,-298.5
League Average,,,,0.46,0.524,0.358,0.529,0.773,0.565,0.26,0.384,,,,,,,,,,
