SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2020,28,TOR,Pascal Siakam,25.0,60.0,2110.0,0.45,0.5,0.36,0.51,0.79,0.55,0.28,0.33,98.0,95.0,100.0,97.0,102.0,98.0,105.0,86.0,-36.7,-26.5
2020,28,TOR,Kyle Lowry,33.0,58.0,2098.0,0.42,0.5,0.35,0.52,0.86,0.59,0.43,0.58,90.0,96.0,98.0,98.0,111.0,105.0,164.0,151.0,-17.3,48.6
2020,28,TOR,Fred VanVleet,25.0,54.0,1928.0,0.41,0.43,0.39,0.51,0.85,0.55,0.26,0.48,90.0,83.0,109.0,96.0,110.0,98.0,98.0,126.0,-33.6,-19.5
2020,28,TOR,Serge Ibaka,30.0,55.0,1485.0,0.51,0.56,0.38,0.56,0.72,0.58,0.18,0.27,111.0,107.0,107.0,107.0,93.0,103.0,71.0,71.0,47.4,26.7
2020,28,TOR,Norman Powell,26.0,52.0,1479.0,0.5,0.57,0.4,0.59,0.84,0.62,0.26,0.46,108.0,110.0,112.0,111.0,109.0,110.0,98.0,119.0,68.5,78.6
2020,28,TOR,OG Anunoby,22.0,69.0,2066.0,0.5,0.58,0.39,0.58,0.71,0.6,0.18,0.4,110.0,111.0,109.0,110.0,91.0,106.0,69.0,105.0,62.4,43.0
2020,28,TOR,Terence Davis,22.0,72.0,1209.0,0.46,0.54,0.39,0.56,0.86,0.59,0.14,0.56,99.0,103.0,109.0,107.0,112.0,104.0,52.0,145.0,30.9,21.2
2020,28,TOR,Rondae Hollis-Jefferson,25.0,60.0,1122.0,0.47,0.5,0.13,0.48,0.73,0.53,0.44,0.07,102.0,95.0,36.0,90.0,95.0,94.0,167.0,18.0,-35.0,-24.6
2020,28,TOR,Chris Boucher,27.0,62.0,819.0,0.47,0.57,0.32,0.54,0.78,0.59,0.39,0.4,102.0,109.0,90.0,101.0,102.0,104.0,149.0,103.0,3.8,15.7
2020,28,TOR,Marc Gasol,35.0,44.0,1161.0,0.43,0.47,0.38,0.53,0.74,0.55,0.18,0.53,93.0,90.0,108.0,100.0,95.0,98.0,68.0,138.0,-0.1,-8.5
2020,28,TOR,Matt Thomas,25.0,41.0,440.0,0.49,0.51,0.48,0.64,0.75,0.65,0.08,0.66,106.0,97.0,133.0,122.0,97.0,115.0,31.0,172.0,34.4,26.6
2020,28,TOR,Patrick McCaw,24.0,37.0,908.0,0.41,0.48,0.32,0.48,0.72,0.5,0.11,0.44,90.0,92.0,91.0,92.0,93.0,89.0,43.0,114.0,-14.3,-21.9
2020,28,TOR,Stanley Johnson,23.0,25.0,150.0,0.37,0.43,0.29,0.43,0.56,0.45,0.27,0.41,81.0,82.0,81.0,82.0,73.0,80.0,104.0,106.0,-11.4,-14.6
2020,28,TOR,Oshae Brissett,21.0,19.0,135.0,0.36,0.48,0.2,0.4,0.8,0.46,0.28,0.42,78.0,91.0,56.0,76.0,104.0,81.0,107.0,108.0,-9.1,-8.6
2020,28,TOR,Malcolm Miller,26.0,28.0,162.0,0.41,0.57,0.36,0.55,0.38,0.54,0.28,0.76,90.0,109.0,102.0,104.0,49.0,95.0,106.0,198.0,1.3,-1.7
2020,28,TOR,Paul Watson,25.0,8.0,70.0,0.53,0.6,0.44,0.63,0.78,0.68,0.47,0.47,114.0,115.0,124.0,119.0,101.0,120.0,182.0,123.0,3.9,5.1
2020,28,TOR,Dewan Hernandez,23.0,6.0,28.0,0.36,0.33,0.5,0.39,0.6,0.43,0.36,0.14,78.0,64.0,140.0,74.0,78.0,77.0,137.0,37.0,-3.8,-4.3
2020,28,TOR,Shamorie Ponds,21.0,4.0,11.0,0.6,0.67,0.5,0.7,1.0,0.76,0.4,0.4,130.0,127.0,140.0,132.0,129.0,136.0,154.0,104.0,1.7,2.4
2020,28,TOR,Team,,,,0.46,0.52,0.37,0.54,0.8,0.57,0.26,0.42,99.0,99.0,104.0,101.0,103.0,102.0,101.0,109.0,89.1,132.5
2020,28,TOR,League Average,,,,0.46,0.52,0.36,0.53,0.77,0.56,0.26,0.38,,,,,,,,,,
