SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2020,3,BRK,Spencer Dinwiddie,26.0,64.0,1994.0,0.42,0.48,0.31,0.48,0.78,0.54,0.44,0.39,90.0,93.0,86.0,90.0,101.0,96.0,168.0,102.0,-108.9,-56.8
2020,3,BRK,Joe Harris,28.0,69.0,2123.0,0.49,0.55,0.42,0.6,0.72,0.61,0.11,0.52,106.0,106.0,118.0,113.0,93.0,107.0,44.0,135.0,104.8,68.3
2020,3,BRK,Caris LeVert,25.0,45.0,1330.0,0.42,0.45,0.36,0.48,0.71,0.51,0.27,0.3,92.0,86.0,102.0,91.0,92.0,91.0,103.0,78.0,-72.2,-82.6
2020,3,BRK,Jarrett Allen,21.0,70.0,1852.0,0.65,0.66,0.0,0.65,0.63,0.66,0.58,0.01,141.0,126.0,,123.0,82.0,118.0,223.0,3.0,112.2,115.6
2020,3,BRK,Taurean Prince,25.0,64.0,1857.0,0.38,0.43,0.34,0.48,0.8,0.5,0.12,0.58,82.0,82.0,95.0,90.0,103.0,88.0,46.0,152.0,-79.6,-105.9
2020,3,BRK,Garrett Temple,33.0,62.0,1730.0,0.38,0.47,0.33,0.49,0.8,0.51,0.15,0.66,82.0,90.0,92.0,92.0,104.0,91.0,57.0,171.0,-49.8,-65.2
2020,3,BRK,Kyrie Irving,27.0,20.0,658.0,0.48,0.52,0.39,0.55,0.92,0.6,0.24,0.34,104.0,100.0,110.0,103.0,119.0,105.0,94.0,89.0,14.0,27.5
2020,3,BRK,DeAndre Jordan,31.0,56.0,1234.0,0.66,0.66,,0.67,0.68,0.68,0.42,0.0,145.0,127.0,,126.0,88.0,121.0,163.0,,78.5,80.2
2020,3,BRK,Timothe Luwawu-Cabarrot,24.0,47.0,853.0,0.44,0.5,0.39,0.55,0.85,0.6,0.3,0.6,95.0,96.0,108.0,104.0,110.0,106.0,116.0,155.0,11.5,20.9
2020,3,BRK,Rodions Kurucs,21.0,47.0,684.0,0.45,0.53,0.37,0.54,0.63,0.56,0.22,0.51,97.0,101.0,102.0,102.0,82.0,98.0,83.0,132.0,3.8,-3.8
2020,3,BRK,Wilson Chandler,32.0,35.0,734.0,0.4,0.6,0.31,0.5,0.87,0.53,0.13,0.66,88.0,114.0,85.0,96.0,113.0,94.0,48.0,172.0,-8.6,-13.1
2020,3,BRK,Dzanan Musa,20.0,40.0,487.0,0.37,0.48,0.24,0.43,0.75,0.48,0.35,0.45,81.0,91.0,68.0,81.0,97.0,86.0,134.0,118.0,-34.9,-32.1
2020,3,BRK,Theo Pinson,24.0,33.0,365.0,0.29,0.4,0.19,0.34,0.94,0.37,0.1,0.52,63.0,76.0,52.0,64.0,121.0,66.0,40.0,134.0,-58.9,-63.0
2020,3,BRK,Chris Chiozza,24.0,18.0,278.0,0.42,0.5,0.36,0.52,1.0,0.53,0.05,0.53,92.0,95.0,100.0,98.0,129.0,94.0,18.0,138.0,-2.1,-7.2
2020,3,BRK,David Nwaba,27.0,20.0,268.0,0.52,0.58,0.43,0.61,0.67,0.63,0.38,0.39,113.0,111.0,120.0,115.0,86.0,111.0,146.0,103.0,10.9,10.4
2020,3,BRK,Tyler Johnson,27.0,8.0,194.0,0.4,0.42,0.39,0.49,1.0,0.55,0.23,0.46,88.0,80.0,109.0,93.0,129.0,98.0,88.0,119.0,-5.6,-2.2
2020,3,BRK,Nicolas Claxton,20.0,15.0,187.0,0.56,0.63,0.14,0.57,0.52,0.58,0.44,0.15,122.0,121.0,40.0,108.0,68.0,102.0,168.0,38.0,4.2,1.4
2020,3,BRK,Jeremiah Martin,23.0,9.0,99.0,0.45,0.54,0.28,0.5,0.79,0.54,0.26,0.34,98.0,104.0,78.0,95.0,102.0,96.0,102.0,88.0,-3.1,-2.8
2020,3,BRK,Iman Shumpert,29.0,13.0,241.0,0.33,0.42,0.24,0.39,0.57,0.4,0.11,0.52,71.0,80.0,68.0,74.0,74.0,71.0,42.0,134.0,-17.7,-21.8
2020,3,BRK,Donta Hall,22.0,5.0,85.0,0.78,0.78,,0.78,0.42,0.71,0.67,0.0,169.0,148.0,,147.0,54.0,126.0,256.0,,9.0,6.7
2020,3,BRK,Justin Anderson,26.0,10.0,107.0,0.26,0.44,0.21,0.34,0.5,0.35,0.1,0.76,57.0,85.0,58.0,65.0,65.0,62.0,40.0,199.0,-14.2,-16.9
2020,3,BRK,Lance Thomas,31.0,7.0,98.0,0.35,0.4,0.31,0.44,1.0,0.48,0.17,0.56,76.0,76.0,86.0,82.0,129.0,86.0,67.0,147.0,-4.3,-4.0
2020,3,BRK,Jamal Crawford,39.0,1.0,6.0,0.5,0.5,0.5,0.62,,0.62,0.0,0.5,109.0,95.0,140.0,118.0,,111.0,,130.0,0.8,0.5
2020,3,BRK,Henry Ellenson,23.0,5.0,15.0,0.14,0.33,0.0,0.14,,0.14,0.0,0.57,31.0,64.0,,27.0,,25.0,,149.0,-5.4,-5.9
2020,3,BRK,Team,,,,0.45,0.52,0.34,0.52,0.74,0.55,0.27,0.42,97.0,100.0,95.0,98.0,96.0,98.0,104.0,110.0,-116.9,-149.2
2020,3,BRK,League Average,,,,0.46,0.52,0.36,0.53,0.77,0.56,0.26,0.38,,,,,,,,,,
