SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2020,5,CHI,Zach LaVine,24.0,60.0,2085.0,0.45,0.5,0.38,0.53,0.8,0.57,0.28,0.4,98.0,95.0,106.0,100.0,104.0,101.0,107.0,105.0,-6.1,9.8
2020,5,CHI,Coby White,19.0,65.0,1674.0,0.39,0.43,0.35,0.48,0.79,0.51,0.16,0.48,86.0,82.0,99.0,90.0,102.0,90.0,63.0,124.0,-80.7,-99.6
2020,5,CHI,Lauri Markkanen,22.0,50.0,1492.0,0.42,0.52,0.34,0.52,0.82,0.56,0.26,0.54,92.0,99.0,96.0,98.0,107.0,99.0,100.0,140.0,-14.1,-6.5
2020,5,CHI,Thaddeus Young,31.0,64.0,1591.0,0.45,0.5,0.36,0.51,0.58,0.52,0.12,0.37,97.0,96.0,99.0,97.0,75.0,92.0,46.0,96.0,-18.7,-55.6
2020,5,CHI,Tomas Satoransky,28.0,65.0,1878.0,0.43,0.49,0.32,0.49,0.88,0.53,0.22,0.36,93.0,94.0,90.0,92.0,113.0,94.0,84.0,94.0,-44.8,-38.5
2020,5,CHI,Wendell Carter Jr.,20.0,43.0,1256.0,0.53,0.56,0.21,0.54,0.74,0.59,0.44,0.08,116.0,108.0,58.0,103.0,95.0,105.0,170.0,22.0,9.2,21.1
2020,5,CHI,Kris Dunn,25.0,51.0,1269.0,0.44,0.54,0.26,0.49,0.74,0.51,0.16,0.33,97.0,102.0,72.0,92.0,96.0,90.0,61.0,85.0,-28.7,-40.1
2020,5,CHI,Ryan Arcidiacono,25.0,58.0,930.0,0.41,0.44,0.39,0.53,0.71,0.55,0.17,0.63,89.0,84.0,109.0,101.0,92.0,98.0,66.0,163.0,1.3,-6.4
2020,5,CHI,Denzel Valentine,26.0,36.0,488.0,0.41,0.51,0.34,0.51,0.75,0.51,0.03,0.58,89.0,97.0,94.0,96.0,97.0,91.0,13.0,151.0,-10.7,-25.7
2020,5,CHI,Daniel Gafford,21.0,43.0,609.0,0.7,0.7,,0.7,0.53,0.69,0.45,0.0,152.0,134.0,,133.0,69.0,121.0,172.0,,46.3,38.8
2020,5,CHI,Chandler Hutchison,23.0,28.0,527.0,0.46,0.5,0.32,0.49,0.59,0.52,0.45,0.22,99.0,95.0,88.0,93.0,76.0,92.0,171.0,57.0,-13.1,-18.4
2020,5,CHI,Luke Kornet,24.0,36.0,559.0,0.44,0.65,0.29,0.52,0.71,0.54,0.15,0.58,95.0,123.0,80.0,99.0,92.0,96.0,58.0,150.0,-2.8,-10.1
2020,5,CHI,Shaquille Harrison,26.0,43.0,484.0,0.47,0.5,0.38,0.52,0.78,0.56,0.3,0.26,101.0,95.0,106.0,97.0,101.0,99.0,116.0,66.0,-4.5,-2.2
2020,5,CHI,Otto Porter,26.0,14.0,331.0,0.44,0.49,0.39,0.53,0.7,0.55,0.19,0.44,96.0,93.0,108.0,100.0,91.0,97.0,74.0,115.0,-0.1,-4.5
2020,5,CHI,Cristiano Felicio,27.0,22.0,386.0,0.63,0.65,0.0,0.63,0.78,0.67,0.43,0.04,137.0,125.0,,119.0,101.0,119.0,164.0,10.0,10.9,13.6
2020,5,CHI,Adam Mokoka,21.0,11.0,112.0,0.43,0.46,0.4,0.54,0.5,0.54,0.14,0.54,93.0,88.0,112.0,101.0,65.0,95.0,55.0,139.0,0.4,-1.6
2020,5,CHI,Max Strus,23.0,2.0,6.0,0.67,1.0,0.0,0.67,1.0,0.73,0.33,0.33,145.0,191.0,,126.0,129.0,129.0,128.0,87.0,0.8,1.1
2020,5,CHI,Team,,,,0.45,0.51,0.35,0.52,0.76,0.55,0.23,0.4,97.0,98.0,97.0,97.0,98.0,97.0,89.0,103.0,-155.2,-224.8
2020,5,CHI,League Average,,,,0.46,0.52,0.36,0.53,0.77,0.56,0.26,0.38,,,,,,,,,,
