Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,23,655,PHI,Philadelphia 76Ers,Michael Curry,"August 22, 1968",25.0,NBA,SG,10.0,0.0,43.0,3.5,16.3,0.21,0.0,2.3,0.0,3.5,14.0,0.25,3.5,4.7,0.75,0.0,1.2,1.2,1.2,1.2,0.0,3.5,7.0,10.5,,56.0,115.0
1996,31,655,TOT,Total After Trade,Michael Curry,"August 22, 1968",27.0,NBA,"SF,SG",46.0,1.0,783.0,5.1,11.2,0.45,1.4,3.7,0.38,3.7,7.5,0.49,3.1,4.3,0.73,1.9,4.0,5.9,1.9,1.7,0.1,1.7,6.4,14.7,,112.0,107.0
1996,30,655,WSB,Washington Bullets,Michael Curry,"August 22, 1968",27.0,NBA,SF,5.0,0.0,34.0,4.5,15.1,0.3,0.0,4.5,0.0,4.5,10.5,0.43,6.0,6.0,1.0,3.0,4.5,7.5,1.5,1.5,0.0,1.5,4.5,15.1,,99.0,110.0
1996,9,655,DET,Detroit Pistons,Michael Curry,"August 22, 1968",27.0,NBA,SG,41.0,1.0,749.0,5.1,11.0,0.46,1.5,3.7,0.4,3.7,7.4,0.5,3.0,4.2,0.71,1.8,4.0,5.8,1.9,1.7,0.1,1.7,6.5,14.7,,113.0,107.0
1997,9,655,DET,Detroit Pistons,Michael Curry,"August 22, 1968",28.0,NBA,SG,81.0,2.0,1217.0,4.6,10.3,0.45,1.1,3.6,0.3,3.5,6.7,0.53,4.5,5.0,0.9,1.1,4.5,5.6,2.0,1.4,0.6,1.3,6.0,14.8,,121.0,107.0
1998,17,655,MIL,Milwaukee Bucks,Michael Curry,"August 22, 1968",29.0,NBA,SG,82.0,27.0,1978.0,5.3,11.2,0.47,0.1,0.2,0.44,5.2,11.0,0.47,4.0,4.7,0.84,0.7,1.9,2.6,3.7,1.5,0.4,2.1,5.9,14.6,,110.0,110.0
1999,17,655,MIL,Milwaukee Bucks,Michael Curry,"August 22, 1968",30.0,NBA,SF,50.0,4.0,1146.0,4.3,9.9,0.44,0.0,0.7,0.07,4.3,9.2,0.47,3.0,3.8,0.8,0.9,4.3,5.2,3.8,2.0,0.3,1.8,6.5,11.7,,105.0,105.0
2001,9,655,DET,Detroit Pistons,Michael Curry,"August 22, 1968",32.0,NBA,SG,68.0,58.0,1485.0,4.9,10.9,0.46,0.1,0.3,0.44,4.8,10.6,0.46,2.1,2.5,0.85,0.7,3.4,4.1,4.5,0.9,0.1,2.1,5.9,12.1,,102.0,107.0
2002,9,655,DET,Detroit Pistons,Michael Curry,"August 22, 1968",33.0,NBA,SG,82.0,75.0,1912.0,3.5,7.7,0.45,0.2,0.7,0.27,3.3,7.0,0.47,2.0,2.5,0.79,0.4,4.3,4.7,3.5,1.3,0.3,1.7,5.8,9.2,,102.0,106.0
2003,9,655,DET,Detroit Pistons,Michael Curry,"August 22, 1968",34.0,NBA,SF,78.0,77.0,1555.0,3.3,8.1,0.4,0.6,1.9,0.3,2.7,6.2,0.43,1.3,1.6,0.8,0.6,3.9,4.5,3.7,1.6,0.1,1.5,5.8,8.4,,98.0,103.0
2004,28,655,TOR,Toronto Raptors,Michael Curry,"August 22, 1968",35.0,NBA,SF,70.0,15.0,1229.0,3.4,8.8,0.39,0.1,0.7,0.2,3.3,8.1,0.4,2.2,2.6,0.84,1.0,2.9,3.9,2.4,1.0,0.2,2.2,6.9,9.2,,88.0,105.0
2005,12,655,IND,Indiana Pacers,Michael Curry,"August 22, 1968",36.0,NBA,SF,18.0,7.0,249.0,2.9,6.4,0.45,0.0,0.0,,2.9,6.4,0.45,0.9,1.8,0.5,1.8,4.2,6.0,3.3,1.1,0.9,1.1,8.6,6.6,,104.0,108.0
