Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,21,1182,OKC,Oklahoma City Thunder,20.0,NBA,SG,76.0,0.0,22.9,3.1,7.6,0.4,1.2,3.3,0.38,1.8,4.3,0.42,0.48,2.6,3.2,0.81,0.6,2.6,3.2,1.8,1.1,0.3,1.4,2.6,9.9
2011,21,1182,OKC,Oklahoma City Thunder,21.0,NBA,SG,82.0,5.0,26.7,3.6,8.3,0.44,1.4,4.0,0.35,2.3,4.4,0.51,0.52,3.5,4.2,0.84,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2
2012,21,1182,OKC,Oklahoma City Thunder,22.0,NBA,SG,62.0,2.0,31.4,5.0,10.1,0.49,1.8,4.7,0.39,3.1,5.4,0.58,0.58,5.0,6.0,0.85,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,16.8
2013,11,1182,HOU,Houston Rockets,23.0,NBA,SG,78.0,78.0,38.3,7.5,17.1,0.44,2.3,6.2,0.37,5.2,10.9,0.48,0.5,8.6,10.2,0.85,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9
2014,11,1182,HOU,Houston Rockets,24.0,NBA,SG,73.0,73.0,38.0,7.5,16.5,0.46,2.4,6.6,0.37,5.1,9.9,0.52,0.53,7.9,9.1,0.87,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4
2015,11,1182,HOU,Houston Rockets,25.0,NBA,SG,81.0,81.0,36.8,8.0,18.1,0.44,2.6,6.9,0.38,5.4,11.3,0.48,0.51,8.8,10.2,0.87,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4
2016,11,1182,HOU,Houston Rockets,26.0,NBA,SG,82.0,82.0,38.1,8.7,19.7,0.44,2.9,8.0,0.36,5.8,11.7,0.49,0.51,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29.0
2017,11,1182,HOU,Houston Rockets,27.0,NBA,PG,81.0,81.0,36.4,8.3,18.9,0.44,3.2,9.3,0.35,5.1,9.6,0.53,0.52,9.2,10.9,0.85,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1
2018,11,1182,HOU,Houston Rockets,28.0,NBA,SG,72.0,72.0,35.4,9.0,20.1,0.45,3.7,10.0,0.37,5.4,10.1,0.53,0.54,8.7,10.1,0.86,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4
2019,11,1182,HOU,Houston Rockets,29.0,NBA,PG,78.0,78.0,36.8,10.8,24.5,0.44,4.8,13.2,0.37,6.0,11.3,0.53,0.54,9.7,11.0,0.88,0.8,5.8,6.6,7.5,2.0,0.7,5.0,3.1,36.1
2020,11,1182,HOU,Houston Rockets,30.0,NBA,SG,68.0,68.0,36.5,9.9,22.3,0.44,4.4,12.4,0.36,5.5,9.9,0.56,0.54,10.2,11.8,0.86,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3
2021,31,1182,TOT,Total After Trade,31.0,NBA,SG,12.0,12.0,38.2,7.8,17.2,0.45,3.2,8.9,0.36,4.6,8.3,0.56,0.54,6.7,7.6,0.88,0.7,5.5,6.2,11.0,1.1,0.7,4.8,2.3,25.3
2021,11,1182,HOU,Houston Rockets,31.0,NBA,SG,8.0,8.0,36.3,7.5,16.9,0.44,3.1,9.0,0.35,4.4,7.9,0.56,0.54,6.6,7.5,0.88,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8
2021,3,1182,BRK,Brooklyn Nets,31.0,NBA,SG,4.0,4.0,42.0,8.3,17.8,0.46,3.3,8.8,0.37,5.0,9.0,0.56,0.56,6.8,7.8,0.87,0.8,7.5,8.3,12.3,1.5,0.5,5.8,3.3,26.5
