Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2008,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",22.0,NBA,C,74.0,31.0,1534.0,177.0,367.0,0.48,0.0,1.0,0.0,177.0,366.0,0.48,0.48,134.0,194.0,0.69,174.0,242.0,416.0,84.0,68.0,64.0,89.0,173.0,488.0,0.0
2009,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",23.0,NBA,C,80.0,55.0,1938.0,207.0,372.0,0.56,0.0,1.0,0.0,207.0,371.0,0.56,0.56,123.0,182.0,0.68,244.0,362.0,606.0,106.0,49.0,110.0,82.0,238.0,537.0,0.0
2010,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",24.0,NBA,C,64.0,54.0,1925.0,262.0,520.0,0.5,0.0,0.0,,262.0,520.0,0.5,0.5,163.0,219.0,0.74,220.0,484.0,704.0,132.0,32.0,100.0,117.0,198.0,687.0,0.0
2011,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",25.0,NBA,C,48.0,48.0,1576.0,211.0,402.0,0.52,0.0,1.0,0.0,211.0,401.0,0.53,0.52,139.0,188.0,0.74,182.0,316.0,498.0,107.0,48.0,72.0,90.0,156.0,561.0,0.0
2012,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",26.0,NBA,C,64.0,64.0,1945.0,249.0,490.0,0.51,0.0,1.0,0.0,249.0,489.0,0.51,0.51,154.0,206.0,0.75,242.0,387.0,629.0,160.0,41.0,92.0,92.0,162.0,652.0,1.0
2013,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",27.0,NBA,C,66.0,64.0,2426.0,303.0,630.0,0.48,0.0,5.0,0.0,303.0,625.0,0.48,0.48,178.0,237.0,0.75,260.0,473.0,733.0,262.0,78.0,141.0,176.0,185.0,784.0,2.0
2014,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",28.0,NBA,C,80.0,80.0,2820.0,380.0,800.0,0.48,0.0,2.0,0.0,380.0,798.0,0.48,0.48,247.0,335.0,0.74,282.0,618.0,900.0,431.0,99.0,121.0,194.0,245.0,1007.0,4.0
2015,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",29.0,NBA,C,67.0,67.0,2049.0,190.0,427.0,0.44,0.0,2.0,0.0,190.0,425.0,0.45,0.44,105.0,174.0,0.6,219.0,427.0,646.0,312.0,48.0,74.0,123.0,203.0,485.0,0.0
2016,5,2148,CHI,Chicago Bulls,Joakim Noah,"February 25, 1985",30.0,NBA,C,29.0,2.0,635.0,51.0,133.0,0.38,0.0,1.0,0.0,51.0,132.0,0.39,0.38,22.0,45.0,0.49,87.0,168.0,255.0,110.0,18.0,29.0,52.0,77.0,124.0,0.0
2017,20,2148,NYK,New York Knicks,Joakim Noah,"February 25, 1985",31.0,NBA,C,46.0,46.0,1015.0,99.0,202.0,0.49,0.0,1.0,0.0,99.0,201.0,0.49,0.49,34.0,78.0,0.44,162.0,241.0,403.0,103.0,30.0,37.0,58.0,127.0,232.0,0.0
2018,20,2148,NYK,New York Knicks,Joakim Noah,"February 25, 1985",32.0,NBA,C,7.0,0.0,40.0,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,0.5,2.0,4.0,0.5,6.0,8.0,14.0,4.0,2.0,2.0,4.0,5.0,12.0,0.0
2019,15,2148,MEM,Memphis Grizzlies,Joakim Noah,"February 25, 1985",33.0,NBA,C,42.0,1.0,693.0,110.0,213.0,0.52,0.0,1.0,0.0,110.0,212.0,0.52,0.52,78.0,109.0,0.72,58.0,180.0,238.0,89.0,20.0,31.0,50.0,96.0,298.0,0.0
2020,13,2148,LAC,Los Angeles Clippers,Joakim Noah,"February 25, 1985",34.0,NBA,C,5.0,0.0,50.0,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,0.5,6.0,8.0,0.75,5.0,11.0,16.0,7.0,1.0,1.0,6.0,9.0,14.0,0.0
