PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Tom Chambers,30.0,81.0,3046.0,0.501,0.513,0.27899999999999997,0.508,0.861,0.579,0.4,0.053,105.0,105.0,84.0,104.0,113.0,108.0,122.0,70.0,63.0,160.1
Kevin Johnson,23.0,74.0,2782.0,0.499,0.51,0.195,0.502,0.838,0.585,0.516,0.035,105.0,104.0,59.0,103.0,110.0,109.0,158.0,47.0,30.8,138.8
Jeff Hornacek,26.0,67.0,2278.0,0.536,0.552,0.408,0.5579999999999999,0.856,0.596,0.22399999999999998,0.109,113.0,113.0,123.0,114.0,112.0,111.0,69.0,144.0,125.1,116.7
Eddie Johnson,30.0,64.0,1811.0,0.45299999999999996,0.47200000000000003,0.38,0.49200000000000005,0.917,0.541,0.226,0.203,95.0,97.0,115.0,101.0,120.0,101.0,69.0,268.0,5.2,9.8
Mark West,29.0,82.0,2399.0,0.625,0.625,,0.625,0.691,0.655,0.5429999999999999,0.0,131.0,128.0,,128.0,90.0,122.0,166.0,,143.8,156.2
Dan Majerle,24.0,73.0,2244.0,0.424,0.44799999999999995,0.237,0.43799999999999994,0.7609999999999999,0.498,0.37200000000000005,0.115,89.0,92.0,72.0,90.0,100.0,93.0,114.0,151.0,-71.5,-62.9
Kurt Rambis,31.0,58.0,1456.0,0.514,0.518,0.0,0.514,0.722,0.547,0.28,0.008,108.0,106.0,,105.0,95.0,102.0,86.0,10.0,12.7,6.2
Andrew Lang,23.0,74.0,1011.0,0.557,0.557,,0.557,0.653,0.594,0.563,0.0,117.0,114.0,,114.0,85.0,111.0,172.0,,23.9,25.0
Tim Perry,24.0,60.0,612.0,0.513,0.51,1.0,0.515,0.589,0.541,0.462,0.005,108.0,105.0,303.0,105.0,77.0,101.0,141.0,7.0,10.3,2.2
Kenny Battle,25.0,59.0,729.0,0.547,0.5539999999999999,0.25,0.55,0.6709999999999999,0.5870000000000001,0.48200000000000004,0.024,115.0,113.0,76.0,113.0,88.0,109.0,147.0,31.0,20.8,20.8
Greg Grant,23.0,67.0,678.0,0.384,0.4,0.188,0.391,0.6609999999999999,0.43,0.273,0.07400000000000001,81.0,82.0,57.0,80.0,87.0,80.0,84.0,98.0,-42.2,-51.7
Armen Gilliam,25.0,16.0,267.0,0.43,0.43,,0.43,0.696,0.491,0.46299999999999997,0.0,90.0,88.0,,88.0,91.0,91.0,141.0,,-14.3,-13.3
Mike McGee,30.0,14.0,280.0,0.483,0.531,0.348,0.529,0.47600000000000003,0.53,0.24100000000000002,0.264,101.0,109.0,105.0,108.0,62.0,99.0,74.0,349.0,6.9,-1.3
Mike Morrison,22.0,36.0,153.0,0.33799999999999997,0.344,0.28600000000000003,0.353,0.8,0.44299999999999995,0.441,0.10300000000000001,71.0,71.0,86.0,72.0,105.0,83.0,135.0,136.0,-18.5,-15.1
Tim Legler,23.0,11.0,83.0,0.379,0.39299999999999996,0.0,0.379,1.0,0.44299999999999995,0.207,0.035,80.0,80.0,,78.0,131.0,82.0,63.0,46.0,-6.4,-6.0
Micheal Williams,23.0,6.0,26.0,0.2,0.2,,0.2,0.5,0.23,0.2,0.0,42.0,41.0,,41.0,65.0,43.0,61.0,,-5.8,-6.7
Team,,,,0.49700000000000005,0.512,0.325,0.51,0.799,0.568,0.38299999999999995,0.08,104.0,105.0,98.0,104.0,105.0,106.0,117.0,106.0,291.2,492.6
League Average,,,,0.47600000000000003,0.488,0.331,0.489,0.764,0.537,0.327,0.076,,,,,,,,,,
