PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Mark Price,25.0,73.0,2706.0,0.45899999999999996,0.48700000000000004,0.406,0.53,0.888,0.589,0.317,0.35100000000000003,96.0,100.0,123.0,108.0,116.0,110.0,97.0,463.0,87.7,126.4
Hot Rod Williams,27.0,82.0,2776.0,0.493,0.493,,0.493,0.7390000000000001,0.546,0.41100000000000003,0.0,104.0,101.0,,101.0,97.0,102.0,126.0,,9.8,24.9
Craig Ehlo,28.0,81.0,2894.0,0.46399999999999997,0.48,0.419,0.519,0.6809999999999999,0.539,0.19699999999999998,0.264,97.0,98.0,127.0,106.0,89.0,101.0,60.0,348.0,56.9,5.8
Larry Nance,30.0,62.0,2065.0,0.51,0.51,1.0,0.511,0.778,0.5539999999999999,0.29600000000000004,0.001,107.0,104.0,303.0,105.0,102.0,103.0,91.0,2.0,36.0,32.1
Brad Daugherty,24.0,41.0,1438.0,0.479,0.48100000000000004,0.0,0.479,0.7040000000000001,0.5429999999999999,0.564,0.004,101.0,99.0,,98.0,92.0,101.0,172.0,5.0,-9.7,8.2
Chucky Brown,21.0,75.0,1339.0,0.47,0.47700000000000004,0.0,0.47,0.762,0.525,0.36700000000000005,0.016,99.0,98.0,,96.0,100.0,98.0,112.0,21.0,-17.1,-12.2
Steve Kerr,24.0,78.0,1664.0,0.444,0.413,0.507,0.529,0.863,0.56,0.16899999999999998,0.33299999999999996,93.0,85.0,153.0,108.0,113.0,104.0,52.0,440.0,34.6,21.9
Randolph Keys,23.0,48.0,892.0,0.42100000000000004,0.42700000000000005,0.2,0.423,0.7440000000000001,0.462,0.228,0.027999999999999997,88.0,87.0,61.0,87.0,97.0,86.0,70.0,37.0,-47.0,-59.0
Winston Bennett,24.0,55.0,990.0,0.479,0.479,,0.479,0.667,0.515,0.336,0.0,101.0,98.0,,98.0,87.0,96.0,103.0,,-5.6,-14.3
Reggie Williams,25.0,32.0,542.0,0.381,0.401,0.222,0.39299999999999996,0.732,0.424,0.172,0.113,80.0,82.0,67.0,80.0,96.0,79.0,52.0,149.0,-45.7,-57.9
Chris Dudley,24.0,37.0,684.0,0.389,0.389,,0.389,0.33799999999999997,0.38799999999999996,0.379,0.0,82.0,80.0,,80.0,44.0,72.0,116.0,,-40.5,-70.2
Ron Harper,26.0,7.0,262.0,0.442,0.451,0.2,0.446,0.7559999999999999,0.493,0.297,0.036000000000000004,93.0,92.0,61.0,91.0,99.0,92.0,91.0,48.0,-11.9,-13.5
Paul Mokeski,33.0,38.0,449.0,0.42,0.423,0.0,0.42,0.6940000000000001,0.455,0.24,0.006999999999999999,88.0,87.0,,86.0,91.0,85.0,73.0,9.0,-20.7,-27.0
John Morton,22.0,37.0,402.0,0.298,0.313,0.233,0.32,0.6940000000000001,0.38799999999999996,0.385,0.18600000000000003,63.0,64.0,71.0,65.0,91.0,72.0,118.0,246.0,-54.4,-56.1
Tree Rollins,34.0,48.0,674.0,0.456,0.46,0.0,0.456,0.688,0.473,0.128,0.008,96.0,94.0,,93.0,90.0,88.0,39.0,11.0,-8.2,-16.7
Derrick Chievous,22.0,14.0,99.0,0.35700000000000004,0.366,0.0,0.35700000000000004,0.792,0.466,0.5710000000000001,0.024,75.0,75.0,,73.0,104.0,87.0,175.0,31.0,-11.1,-7.4
Gary Voce,24.0,1.0,4.0,0.33299999999999996,0.33299999999999996,,0.33299999999999996,,0.33299999999999996,0.0,0.0,70.0,68.0,,68.0,,62.0,,,-0.9,-1.2
Team,,,,0.47,0.478,0.41700000000000004,0.498,0.759,0.5429999999999999,0.32299999999999995,0.135,99.0,98.0,126.0,102.0,99.0,101.0,99.0,178.0,108.4,91.8
League Average,,,,0.47600000000000003,0.488,0.331,0.489,0.764,0.537,0.327,0.076,,,,,,,,,,
