Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,29,537,UTA,Utah Jazz,26.0,NBA,SG,4,1,29,3,12,0.25,0,4,0.0,3,8,0.38,0.25,0,0,,2,4,6,0,1,0,1,6,6
