PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Anthony Davis,21,4,4,172,14.3,26.4,0.54,0.0,0.6,0.0,14.3,25.8,0.5529999999999999,9.7,10.9,0.889,2.7,10.6,13.4,2.4,1.5,3.6,3.9,3.6,38.2,,116,110
Eric Gordon,26,4,4,143,10.2,23.0,0.444,4.7,11.7,0.406,5.5,11.3,0.484,1.8,2.2,0.833,0.7,2.6,3.3,5.5,0.7,0.7,3.7,4.0,27.0,,104,121
Tyreke Evans,25,4,4,125,5.8,18.0,0.326,0.8,4.6,0.182,5.0,13.4,0.375,4.2,7.1,0.588,1.3,7.1,8.4,8.4,2.1,0.4,2.5,4.2,16.7,,92,115
Quincy Pondexter,26,4,4,124,4.2,11.8,0.35700000000000004,1.3,4.2,0.3,2.9,7.6,0.389,2.5,2.9,0.857,1.3,7.2,8.4,5.1,2.9,0.0,0.4,5.5,12.2,,113,113
Norris Cole,26,4,0,106,7.4,17.7,0.41700000000000004,1.5,6.9,0.214,5.9,10.8,0.545,1.0,1.5,0.667,0.5,3.0,3.4,3.4,0.0,0.5,3.9,7.4,17.2,,84,122
Ryan Anderson,26,4,0,95,8.8,19.8,0.444,2.7,6.6,0.41700000000000004,6.0,13.2,0.45799999999999996,3.3,3.3,1.0,3.8,5.5,9.3,4.9,0.0,1.1,2.2,6.6,23.6,,116,120
Toney Douglas,28,4,4,79,1.3,6.6,0.2,0.0,0.0,,1.3,6.6,0.2,2.6,4.6,0.5710000000000001,7.9,11.2,19.2,4.0,3.3,0.0,3.3,6.6,5.3,,89,109
Dante Cunningham,27,4,0,75,6.3,7.7,0.818,0.0,0.0,,6.3,7.7,0.818,2.1,2.1,1.0,2.8,9.7,12.5,1.4,2.1,2.8,0.0,4.9,14.6,,180,110
Jrue Holiday,24,3,0,55,6.6,18.0,0.368,0.9,3.8,0.25,5.7,14.2,0.4,3.8,3.8,1.0,1.9,0.9,2.8,12.3,1.9,0.9,4.7,2.8,18.0,,98,120
Alexis Ajinça,26,3,0,10,20.9,20.9,1.0,0.0,0.0,,20.9,20.9,1.0,0.0,0.0,,0.0,5.2,5.2,5.2,5.2,0.0,0.0,10.4,41.8,,202,109
