PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Joe Johnson,33,6,6,249,7.0,19.3,0.36200000000000004,2.5,8.4,0.293,4.5,10.9,0.415,3.9,4.9,0.792,1.0,8.4,9.4,5.9,1.4,0.0,1.0,3.3,20.3,,106,107
Brook Lopez,26,6,6,234,9.4,19.0,0.494,0.0,0.0,,9.4,19.0,0.494,7.2,8.7,0.825,4.4,7.4,11.8,1.1,0.9,2.8,1.3,3.9,26.0,,119,106
Bojan Bogdanović,25,6,5,206,5.7,14.6,0.39,2.7,8.2,0.33299999999999996,3.0,6.4,0.462,1.2,1.7,0.7140000000000001,0.7,5.0,5.7,2.5,1.0,0.5,2.0,3.0,15.4,,95,110
Deron Williams,30,6,6,192,7.2,18.4,0.391,2.9,6.9,0.423,4.3,11.4,0.37200000000000005,1.6,1.9,0.857,0.8,9.0,9.8,8.8,2.1,0.0,4.3,4.8,18.9,,95,105
Thaddeus Young,26,6,6,190,7.8,17.7,0.439,0.0,1.1,0.0,7.8,16.7,0.46799999999999997,1.3,3.2,0.41700000000000004,4.6,7.0,11.6,4.3,1.3,0.3,3.8,4.0,16.9,,90,108
Jarrett Jack,31,6,0,153,9.3,18.0,0.519,1.7,5.0,0.33299999999999996,7.7,13.0,0.59,4.3,4.3,1.0,0.7,7.7,8.3,9.0,2.3,0.3,6.7,4.7,24.7,,102,105
Alan Anderson,32,6,0,142,9.0,14.7,0.61,3.6,5.8,0.625,5.4,9.0,0.6,2.2,3.2,0.667,0.7,6.8,7.6,2.5,1.4,0.4,2.9,3.2,23.7,,121,108
Mason Plumlee,24,6,0,49,4.2,6.3,0.667,0.0,0.0,,4.2,6.3,0.667,4.2,11.5,0.364,2.1,6.3,8.3,2.1,4.2,2.1,3.1,10.4,12.5,,94,99
Mirza Teletović,29,3,0,16,0.0,16.0,0.0,0.0,12.8,0.0,0.0,3.2,0.0,0.0,0.0,,0.0,12.8,12.8,0.0,3.2,0.0,3.2,3.2,0.0,,0,101
Earl Clark,27,2,0,13,7.9,39.3,0.2,7.9,11.8,0.667,0.0,27.5,0.0,0.0,0.0,,0.0,7.9,7.9,0.0,3.9,0.0,0.0,3.9,23.6,,63,102
Markel Brown,23,2,1,10,10.2,25.5,0.4,0.0,10.2,0.0,10.2,15.3,0.667,10.2,10.2,1.0,10.2,0.0,10.2,5.1,0.0,0.0,10.2,0.0,30.6,,92,116
Jerome Jordan,28,1,0,5,0.0,20.4,0.0,0.0,0.0,,0.0,20.4,0.0,0.0,0.0,,10.2,10.2,20.4,0.0,0.0,0.0,10.2,0.0,0.0,,23,110
Darius Morris,24,1,0,5,0.0,10.2,0.0,0.0,0.0,,0.0,10.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,116
