Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2003,14,LAL,Los Angeles Lakers,8,Kobe Bryant,SG,6-6,212,1978-08-23,US,6,
2003,14,LAL,Los Angeles Lakers,2,Derek Fisher,PG,6-1,200,1974-08-09,US,6,Little Rock
2003,14,LAL,Los Angeles Lakers,17,Rick Fox,SF,6-7,230,1969-07-24,CA,11,UNC
2003,14,LAL,Los Angeles Lakers,3,Devean George,SF,6-8,220,1977-08-29,US,3,Augsburg College
2003,14,LAL,Los Angeles Lakers,5,Robert Horry,PF,6-10,240,1970-08-25,US,10,Alabama
2003,14,LAL,Los Angeles Lakers,35,Mark Madsen,PF,6-9,240,1976-01-28,US,2,Stanford
2003,14,LAL,Los Angeles Lakers,14,Stanislav Medvedenko,PF,6-10,250,1979-04-04,UA,2,
2003,14,LAL,Los Angeles Lakers,30,Tracy Murray,SF,6-7,225,1971-07-25,US,10,UCLA
2003,14,LAL,Los Angeles Lakers,34,Shaquille O'Neal,C,7-1,325,1972-03-06,US,10,LSU
2003,14,LAL,Los Angeles Lakers,12,Jannero Pargo,PG,6-1,175,1979-10-22,US,R,Arkansas
2003,14,LAL,Los Angeles Lakers,21,Kareem Rush,PG,6-6,215,1980-10-30,US,R,Missouri
2003,14,LAL,Los Angeles Lakers,0,Soumaila Samake,C,7-0,230,1978-03-18,ML,1,
2003,14,LAL,Los Angeles Lakers,20,Brian Shaw,PG,6-6,190,1966-03-22,US,13,"Saint Mary's, UC Santa Barbara"
2003,14,LAL,Los Angeles Lakers,52,Samaki Walker,C,6-9,240,1976-02-25,US,6,Louisville
