Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2003,7,4,DAL,Dallas Mavericks,9,Tariq Abdul-Wahad,SG,6-6,223,"November 3, 1974",FR,5,"Michigan, San Jose State"
2003,7,211,DAL,Dallas Mavericks,11,Raja Bell,SG,6-5,204,"September 19, 1976",VI,2,"Boston University, Florida International University"
2003,7,326,DAL,Dallas Mavericks,44,Shawn Bradley,C,7-6,235,"March 22, 1972",DE,9,BYU
2003,7,870,DAL,Dallas Mavericks,42,Evan Eschmeyer,C,6-11,255,"May 30, 1975",US,3,Northwestern
2003,7,916,DAL,Dallas Mavericks,4,Michael Finley,SF,6-7,215,"March 6, 1973",US,7,Wisconsin
2003,7,1124,DAL,Dallas Mavericks,7,Adrian Griffin,SG,6-5,217,"July 4, 1974",US,3,Seton Hall
2003,7,1195,DAL,Dallas Mavericks,21,Adam Harrington,SG,6-5,200,"July 5, 1980",US,R,"NC State, Auburn"
2003,7,1466,DAL,Dallas Mavericks,6,Avery Johnson,PG,5-10,175,"March 25, 1965",US,14,"Cameron University, Southern University and A&M College"
2003,7,1557,DAL,Dallas Mavericks,54,Popeye Jones,PF,6-8,250,"June 17, 1970",US,9,Murray State
2003,7,1670,DAL,Dallas Mavericks,45,Raef LaFrentz,C,6-11,240,"May 29, 1976",US,4,Kansas
2003,7,2108,DAL,Dallas Mavericks,14,Eduardo Najera,SF,6-8,240,"July 11, 1976",MX,2,Oklahoma
2003,7,2112,DAL,Dallas Mavericks,13,Steve Nash,PG,6-3,195,"February 7, 1974",ZA,6,Santa Clara
2003,7,2161,DAL,Dallas Mavericks,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",DE,4,
2003,7,2450,DAL,Dallas Mavericks,17,Antoine Rigaudeau,SG,6-7,210,"December 17, 1971",FR,R,
2003,7,2773,DAL,Dallas Mavericks,30,Mark Strickland,SF,6-9,210,"July 14, 1970",US,7,Temple
2003,7,2949,DAL,Dallas Mavericks,31,Nick Van Exel,SG,6-1,170,"November 27, 1971",US,9,"Trinity Valley CC, Cincinnati"
2003,7,3184,DAL,Dallas Mavericks,43,Walt Williams,SF,6-8,219,"April 16, 1970",US,10,Maryland
