Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2003,12,IND,Indiana Pacers,24,Jonathan Bender,SF,6-11,202,1981-01-30,US,3,
2003,12,IND,Indiana Pacers,2,Jamison Brewer,PG,6-4,184,1980-11-19,US,1,Auburn
2003,12,IND,Indiana Pacers,27,Primoz Brezec,C,7-2,252,1979-10-02,SI,1,
2003,12,IND,Indiana Pacers,44,Austin Croshere,PF,6-9,235,1975-05-01,US,5,Providence
2003,12,IND,Indiana Pacers,10,Jeff Foster,C,6-11,236,1977-01-16,US,3,Texas State University
2003,12,IND,Indiana Pacers,14,Tim Hardaway,PG,6-0,175,1966-09-01,US,12,Texas-El Paso
2003,12,IND,Indiana Pacers,3,Al Harrington,SF,6-9,230,1980-02-17,US,4,
2003,12,IND,Indiana Pacers,20,Fred Jones,SG,6-4,210,1979-03-11,US,R,Oregon
2003,12,IND,Indiana Pacers,5,Ron Mercer,SG,6-7,210,1976-05-18,US,5,Kentucky
2003,12,IND,Indiana Pacers,52,Brad Miller,C,6-11,244,1976-04-12,US,4,Purdue
2003,12,IND,Indiana Pacers,31,Reggie Miller,SG,6-7,185,1965-08-24,US,15,UCLA
2003,12,IND,Indiana Pacers,7,Jermaine O'Neal,PF,6-11,226,1978-10-13,US,6,
2003,12,IND,Indiana Pacers,21,Erick Strickland,SG,6-3,210,1973-11-25,US,6,Nebraska
2003,12,IND,Indiana Pacers,11,Jamaal Tinsley,PG,6-3,195,1978-02-28,US,1,Iowa State
2003,12,IND,Indiana Pacers,23,Metta World Peace,SF,6-6,260,1979-11-13,US,3,St. John's
