SEASON,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007 - 08,MEM,82,241.5,37.3,82.2,0.45399999999999996,7.6,21.7,0.349,29.8,60.5,0.49200000000000005,18.5,25.6,0.723,10.3,31.3,41.6,19.2,6.1,4.7,15.3,19.4,100.7
