Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",22.0,NBA,SG,81,,2867,12.3,26.5,0.46,0.2,0.9,0.19,12.1,25.6,0.47,3.9,5.5,0.72,1.4,3.6,4.9,3.3,1.8,0.7,4.0,3.8,28.6,,95,111
1982,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",23.0,NBA,SG,80,79.0,2597,12.3,25.4,0.48,0.3,0.9,0.29,12.0,24.5,0.49,3.4,4.8,0.7,2.3,3.2,5.4,3.3,1.7,0.6,3.4,3.8,28.2,,102,113
1983,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",24.0,NBA,SG,77,76.0,2787,12.1,24.9,0.48,0.6,2.1,0.29,11.5,22.8,0.5,2.7,3.9,0.68,1.6,3.3,4.9,4.3,2.2,0.5,4.0,3.0,27.4,,98,107
1984,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",25.0,NBA,SG,82,82.0,2650,12.0,24.6,0.49,1.6,4.4,0.36,10.5,20.2,0.52,2.6,3.7,0.7,1.6,4.2,5.8,4.9,2.0,0.4,4.2,3.5,28.2,,102,109
1985,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",26.0,NBA,SG,78,78.0,2776,12.0,26.2,0.46,1.5,4.2,0.36,10.5,22.0,0.48,3.6,4.9,0.72,2.0,3.6,5.7,4.0,2.2,0.5,4.1,2.9,29.0,,99,105
1987,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",28.0,NBA,SG,76,10.0,1843,11.7,26.2,0.45,1.7,5.0,0.34,10.0,21.2,0.47,3.8,5.4,0.7,2.0,3.7,5.7,3.3,2.4,0.7,3.4,4.2,28.8,,99,105
1988,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",29.0,NBA,SG,52,11.0,1052,11.3,26.3,0.43,1.3,4.6,0.28,10.0,21.7,0.46,2.7,4.1,0.64,1.6,4.1,5.7,4.1,2.3,0.2,3.0,4.6,26.5,,95,105
1989,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",30.0,NBA,SG,82,73.0,2382,9.6,21.5,0.45,1.3,4.0,0.31,8.3,17.5,0.48,2.9,3.7,0.78,1.6,5.2,6.8,2.7,1.8,0.5,2.9,3.6,23.3,,100,104
1990,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",31.0,NBA,SG,82,1.0,1444,10.4,22.5,0.46,2.8,7.4,0.37,7.6,15.0,0.51,1.8,2.7,0.65,1.5,4.3,5.7,2.2,2.4,0.7,2.6,5.2,25.4,,103,106
1991,29,1129,UTA,Utah Jazz,Darrell Griffith,"June 16, 1958",32.0,NBA,SG,75,2.0,1005,8.7,22.3,0.39,2.4,6.9,0.35,6.3,15.4,0.41,1.7,2.3,0.76,0.9,3.7,4.5,1.9,2.1,0.4,2.4,5.0,21.6,,90,107
