PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anthony Parker,31,6,6,240,3.9,9.3,0.419,1.2,3.0,0.4,2.7,6.3,0.429,4.6,5.9,0.795,0.5,4.3,4.8,0.9,1.4,0.3,1.0,2.7,13.6
Chris Bosh,22,6,6,222,5.8,14.8,0.396,0.2,0.8,0.2,5.7,13.9,0.40700000000000003,5.2,6.2,0.8420000000000001,1.1,7.6,8.8,2.4,0.8,1.8,1.9,3.1,17.0
Morris Peterson,29,6,2,183,3.0,5.7,0.517,1.2,2.4,0.5,1.8,3.3,0.529,1.0,1.2,0.833,1.0,4.3,5.3,0.4,0.4,0.4,1.2,3.9,8.1
Andrea Bargnani,21,6,3,181,4.4,9.1,0.478,1.4,3.4,0.41200000000000003,3.0,5.8,0.517,3.0,3.8,0.789,0.6,4.2,4.8,1.2,1.0,0.6,1.4,3.2,13.1
Jorge Garbajosa,25,6,1,146,8.6,17.0,0.507,0.7,3.0,0.25,7.9,14.1,0.561,1.2,1.5,0.833,0.5,2.0,2.5,7.9,1.2,0.0,3.7,3.0,19.2
T.J. Ford,23,6,5,136,9.8,20.1,0.48700000000000004,1.3,2.6,0.5,8.5,17.5,0.485,4.5,5.6,0.81,1.3,1.3,2.6,6.4,1.9,0.5,3.7,1.9,25.4
Joey Graham,24,6,3,109,2.0,6.9,0.28600000000000003,0.0,0.3,0.0,2.0,6.6,0.3,1.3,1.7,0.8,0.3,6.3,6.6,0.7,1.3,0.0,2.0,4.0,5.3
Rasho Nesterović,30,5,4,71,3.5,7.6,0.467,0.0,0.0,,3.5,7.6,0.467,1.5,1.5,1.0,5.1,6.6,11.7,1.5,0.0,1.0,2.0,2.0,8.6
Kris Humphries,21,6,0,69,1.6,4.7,0.33299999999999996,0.0,0.0,,1.6,4.7,0.33299999999999996,1.6,4.2,0.375,3.7,5.2,8.9,0.5,0.5,1.0,1.6,5.7,4.7
Juan Dixon,28,6,0,63,4.6,12.0,0.381,1.1,4.6,0.25,3.4,7.4,0.462,0.0,0.0,,0.0,2.3,2.3,1.7,4.0,0.0,5.7,3.4,10.3
Luke Jackson,25,3,0,11,0.0,0.0,,0.0,0.0,,0.0,0.0,,19.6,19.6,1.0,3.3,13.1,16.4,3.3,3.3,0.0,3.3,9.8,19.6
Darrick Martin,35,2,0,8,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,,9.0,9.0,1.0,0.0,4.5,4.5,9.0,0.0,0.0,0.0,0.0,9.0
