PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Harrison Barnes,24,79,2803,16.3,0.541,0.17300000000000001,0.22,3.7,13.1,8.2,7.7,1.2,0.5,6.8,25.3,,2.5,2.1,4.6,0.078,,0.4,-1.2,-0.8,0.8
Wesley Matthews,30,73,2495,11.9,0.5329999999999999,0.5660000000000001,0.21100000000000002,0.8,11.8,6.0,13.6,1.6,0.5,9.9,19.4,,1.0,2.1,3.1,0.06,,-0.8,0.0,-0.8,0.8
Seth Curry,26,70,2029,15.5,0.601,0.45799999999999996,0.142,1.4,9.3,5.1,16.0,2.0,0.3,11.0,19.5,,2.9,1.7,4.6,0.11,,0.8,0.4,1.2,1.7
Dorian Finney-Smith,23,81,1642,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6.0,1.6,1.4,11.1,11.6,,-0.1,1.5,1.4,0.040999999999999995,,-3.3,0.6,-2.6,-0.3
Dirk Nowitzki,38,54,1424,17.0,0.529,0.308,0.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,,0.6,1.9,2.5,0.084,,0.8,0.1,0.8,1.0
Dwight Powell,25,77,1333,17.6,0.588,0.196,0.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,,2.7,1.9,4.6,0.165,,-0.1,1.1,1.0,1.0
Deron Williams,32,40,1171,15.0,0.5329999999999999,0.4,0.185,1.2,9.3,5.1,40.1,1.1,0.2,16.7,23.7,,1.1,0.7,1.8,0.073,,0.5,-1.8,-1.3,0.2
Devin Harris,33,65,1087,13.8,0.5489999999999999,0.519,0.37799999999999995,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,,1.1,1.1,2.2,0.096,,-1.0,0.7,-0.4,0.4
Yogi Ferrell,23,36,1046,14.1,0.541,0.43200000000000005,0.212,1.7,9.7,5.5,24.1,2.0,0.6,12.9,19.5,,1.0,0.9,2.0,0.09,,-0.4,0.2,-0.2,0.5
Salah Mejri,30,73,905,14.8,0.65,0.022000000000000002,0.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,,1.3,1.7,3.0,0.159,,-3.0,2.3,-0.7,0.3
J.J. Barea,32,35,771,17.2,0.521,0.431,0.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,,0.8,0.5,1.3,0.08,,3.0,-1.5,1.5,0.7
Justin Anderson,23,51,710,14.7,0.521,0.44,0.318,6.1,18.9,12.2,7.6,2.1,2.0,11.2,23.6,,0.1,0.9,1.0,0.067,,-1.0,0.0,-1.0,0.2
Andrew Bogut,32,26,582,9.4,0.46,0.012,0.136,10.7,34.0,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,0.055,,-5.1,2.6,-2.5,-0.1
Nicolás Brussino,23,54,521,10.7,0.498,0.674,0.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16.0,,0.0,0.6,0.6,0.055,,-1.7,0.1,-1.6,0.1
Nerlens Noel,22,22,483,19.8,0.606,0.0,0.358,10.8,26.0,18.0,7.0,2.4,4.5,12.4,17.3,,0.9,0.9,1.8,0.17800000000000002,,-0.2,1.7,1.4,0.4
Jonathan Gibson,29,17,231,9.5,0.49200000000000005,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0.0,16.3,26.3,,-0.3,0.2,-0.1,-0.03,,-3.1,-0.7,-3.7,-0.1
A.J. Hammons,24,22,163,8.4,0.47200000000000003,0.23800000000000002,0.47600000000000003,5.4,21.0,12.8,3.8,0.3,7.2,16.4,17.6,,-0.2,0.2,0.0,-0.001,,-6.6,0.0,-6.6,-0.2
Jarrod Uthoff,23,9,115,13.9,0.48700000000000004,0.237,0.184,7.7,14.9,11.1,12.8,0.9,3.1,6.8,18.1,,0.1,0.1,0.2,0.083,,-1.6,-0.7,-2.2,0.0
Pierre Jackson,25,8,84,13.0,0.41600000000000004,0.282,0.179,1.3,11.6,6.2,38.0,1.2,0.0,6.7,25.3,,0.0,0.1,0.0,0.021,,-2.7,-1.7,-4.4,-0.1
Quinn Cook,23,5,77,6.9,0.522,0.56,0.08,0.0,4.8,2.3,25.7,0.7,0.0,23.6,20.7,,-0.1,0.0,-0.1,-0.046,,-3.8,-2.4,-6.2,-0.1
Quincy Acy,26,6,48,-1.4,0.355,0.41200000000000003,0.17600000000000002,4.6,15.2,9.7,0.0,0.0,0.0,9.8,20.0,,-0.2,0.0,-0.1,-0.133,,-10.3,-4.1,-14.3,-0.1
Manny Harris,27,4,25,-2.2,0.239,0.133,0.267,13.3,29.3,20.9,12.7,0.0,0.0,10.7,35.4,,-0.2,0.0,-0.2,-0.364,,-8.8,-6.0,-14.8,-0.1
DeAndre Liggins,28,1,25,17.6,0.546,0.16699999999999998,0.5,13.3,19.5,16.3,0.0,4.2,0.0,0.0,13.8,,0.1,0.0,0.1,0.19399999999999998,,-1.3,2.4,1.0,0.0
Ben Bentil,21,3,10,-17.6,0.0,0.33299999999999996,0.0,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,,-0.1,0.0,-0.1,-0.473,,-19.7,-6.2,-25.9,-0.1
