PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Marc Gasol,32,74,2531,20.3,0.5539999999999999,0.231,0.28600000000000003,2.6,18.8,10.5,24.8,1.4,3.7,11.3,26.4,,4.2,3.5,7.7,0.145,,3.8,1.4,5.2,4.6
Mike Conley,29,69,2292,23.2,0.604,0.415,0.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,,7.5,2.5,10.0,0.209,,6.0,0.8,6.8,5.1
JaMychal Green,26,77,2101,13.5,0.601,0.29,0.33399999999999996,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,,3.2,2.6,5.8,0.132,,-0.9,0.2,-0.8,0.6
Tony Allen,35,71,1914,13.3,0.493,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,,0.2,2.9,3.1,0.077,,-2.0,1.1,-1.0,0.5
Vince Carter,40,73,1799,11.7,0.542,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,,1.9,2.1,4.0,0.106,,-0.3,1.1,0.8,1.3
Zach Randolph,35,73,1786,18.5,0.49,0.098,0.2,11.3,27.4,19.2,13.5,1.1,0.5,8.6,29.2,,0.8,2.4,3.2,0.086,,1.0,-1.6,-0.5,0.7
James Ennis,26,64,1501,10.6,0.581,0.42700000000000005,0.34299999999999997,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13.0,,1.4,1.7,3.1,0.10099999999999999,,-1.9,0.7,-1.2,0.3
Andrew Harrison,22,72,1474,8.7,0.47700000000000004,0.433,0.539,1.7,9.0,5.3,20.0,1.9,1.4,16.0,16.4,,0.0,1.5,1.6,0.051,,-4.0,0.6,-3.4,-0.5
Troy Daniels,25,67,1183,10.4,0.531,0.7170000000000001,0.109,2.1,7.8,4.8,6.6,0.9,0.3,8.0,21.7,,0.5,0.8,1.3,0.051,,0.2,-1.9,-1.8,0.0
Chandler Parsons,28,34,675,7.7,0.436,0.419,0.19399999999999998,1.0,13.6,7.1,12.8,1.5,0.7,9.1,17.8,,-0.5,0.7,0.2,0.015,,-3.6,-0.2,-3.8,-0.3
Jarell Martin,22,42,558,8.7,0.47700000000000004,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,,-0.2,0.8,0.6,0.054000000000000006,,-5.3,-0.6,-5.8,-0.5
Brandan Wright,29,28,447,18.5,0.628,0.006999999999999999,0.259,7.7,12.4,10.0,6.0,1.3,4.3,6.2,16.3,,1.1,0.5,1.6,0.177,,1.0,0.7,1.7,0.4
Troy Williams,22,24,418,7.8,0.474,0.33299999999999996,0.203,1.6,11.0,6.2,7.2,3.0,2.1,16.3,17.4,,-0.6,0.6,0.0,0.004,,-5.6,1.2,-4.4,-0.3
Wade Baldwin,20,33,405,6.5,0.40399999999999997,0.191,0.322,3.0,10.2,6.5,22.8,2.3,1.7,22.9,19.1,,-0.8,0.5,-0.3,-0.040999999999999995,,-5.8,0.3,-5.5,-0.3
Toney Douglas,30,24,394,10.6,0.451,0.359,0.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,,0.0,0.5,0.5,0.059000000000000004,,-3.2,1.8,-1.5,0.1
Deyonta Davis,20,36,238,10.6,0.528,0.0,0.38299999999999995,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12.0,,0.1,0.4,0.5,0.09699999999999999,,-5.0,0.4,-4.6,-0.2
Wayne Selden,22,11,189,6.2,0.475,0.42,0.36,0.6,6.2,3.3,9.9,1.1,0.5,13.4,16.1,,-0.1,0.1,0.0,-0.002,,-4.9,-1.6,-6.5,-0.2
