SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017,24,PHO,Devin Booker,20,78,2730,14.6,0.53,0.28,0.31,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2.0,0.04,0.3,-2.3,-1.9,0.1
2017,24,PHO,Eric Bledsoe,27,66,2176,20.5,0.56,0.3,0.44,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,4.0,1.4,5.3,0.12,3.7,-0.1,3.6,3.1
2017,24,PHO,T.J. Warren,23,66,2048,15.6,0.54,0.12,0.19,6.5,11.7,9.0,5.8,1.8,1.5,6.1,19.2,3.0,1.1,4.1,0.1,0.1,-0.7,-0.6,0.7
2017,24,PHO,Marquese Chriss,19,82,1743,12.3,0.53,0.35,0.29,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-2.2,-0.1,-2.2,-0.1
2017,24,PHO,P.J. Tucker,31,57,1627,10.6,0.52,0.38,0.22,6.1,17.0,11.4,6.1,2.5,0.7,11.8,11.3,1.0,1.3,2.4,0.07,-1.5,0.9,-0.6,0.6
2017,24,PHO,Alex Len,23,77,1560,15.0,0.55,0.03,0.45,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3.0,0.09,-2.4,0.1,-2.3,-0.1
2017,24,PHO,Jared Dudley,31,64,1362,10.6,0.58,0.59,0.19,2.4,15.9,9.0,12.5,1.5,0.9,16.3,13.8,1.1,0.7,1.8,0.06,-1.1,0.1,-1.0,0.3
2017,24,PHO,Tyson Chandler,34,47,1298,16.6,0.7,0.0,0.54,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,4.1,0.15,0.7,-0.3,0.3,0.8
2017,24,PHO,Brandon Knight,25,54,1140,12.4,0.5,0.26,0.29,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25.0,0.1,0.2,0.3,0.02,-0.8,-2.1,-2.8,-0.2
2017,24,PHO,Tyler Ulis,21,61,1123,13.0,0.47,0.18,0.16,1.9,7.5,4.6,30.5,2.0,0.4,14.1,20.3,0.3,0.4,0.7,0.03,-0.9,-1.4,-2.4,-0.1
2017,24,PHO,Leandro Barbosa,34,67,963,11.5,0.51,0.25,0.12,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,0.3,0.4,0.6,0.03,-1.7,-0.9,-2.5,-0.1
2017,24,PHO,Alan Williams,24,47,708,19.5,0.55,0.0,0.42,14.0,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.14,-0.8,-0.6,-1.3,0.1
2017,24,PHO,Dragan Bender,19,43,574,5.3,0.44,0.63,0.07,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.03,-4.3,-0.7,-5.1,-0.4
2017,24,PHO,Derrick Jones,19,32,545,12.0,0.6,0.09,0.34,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.1,-1.6,-0.7,-2.3,0.0
2017,24,PHO,Ronnie Price,33,14,134,5.9,0.27,0.71,0.17,2.4,6.7,4.5,16.9,3.9,0.6,10.4,9.0,-0.1,0.1,0.0,0.0,-5.7,2.3,-3.4,0.0
2017,24,PHO,Jarell Eddie,25,5,62,9.7,0.52,0.84,0.47,1.7,10.8,6.1,0.0,0.8,0.0,4.2,16.2,0.1,0.0,0.1,0.05,-0.8,-1.7,-2.4,0.0
2017,24,PHO,Elijah Millsap,29,2,23,-3.4,0.19,0.29,0.29,13.8,14.6,14.2,5.6,0.0,0.0,20.2,18.0,-0.1,0.0,-0.1,-0.23,-12.0,-7.0,-19.0,-0.1
2017,24,PHO,John Jenkins,25,4,13,17.3,0.6,0.4,0.4,0.0,8.6,4.2,11.5,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.17,4.3,-2.1,2.2,0.0
