PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Magic Johnson,25,19,19,36.2,6.1,11.9,0.513,0.1,0.4,0.14300000000000002,6.1,11.5,0.525,0.515,5.3,6.2,0.847,1.0,6.1,7.1,15.2,1.7,0.2,4.0,2.5,17.5
James Worthy,23,19,19,32.9,8.7,14.1,0.622,0.1,0.1,0.5,8.7,13.9,0.623,0.624,3.9,5.8,0.6759999999999999,1.8,3.2,5.1,2.2,0.9,0.7,1.4,2.8,21.5
Kareem Abdul-Jabbar,37,19,19,32.1,8.8,15.8,0.56,0.0,0.0,,8.8,15.8,0.56,0.56,4.2,5.4,0.777,2.6,5.5,8.1,4.0,1.2,1.9,2.7,3.5,21.9
Byron Scott,23,19,19,30.8,7.3,14.1,0.517,0.5,1.1,0.47600000000000003,6.7,12.9,0.52,0.536,1.8,2.3,0.795,0.8,1.9,2.7,2.6,2.2,0.2,1.3,2.5,16.9
Michael Cooper,28,19,0,26.4,3.7,6.6,0.563,0.4,1.4,0.308,3.3,5.3,0.63,0.595,2.5,2.7,0.9229999999999999,0.6,3.4,4.0,4.9,1.1,0.5,1.9,2.4,10.4
Bob McAdoo,33,19,0,20.9,4.8,10.2,0.47200000000000003,0.0,0.1,0.0,4.8,10.1,0.474,0.47200000000000003,1.8,2.5,0.745,1.3,3.2,4.5,0.8,0.5,1.4,1.7,3.5,11.4
Kurt Rambis,26,19,19,19.7,2.5,4.3,0.593,0.0,0.0,,2.5,4.3,0.593,0.593,1.0,1.5,0.679,2.2,4.6,6.8,0.9,0.9,0.5,1.0,2.7,6.1
Mike McGee,25,17,0,15.3,4.5,8.4,0.535,0.5,1.1,0.5,3.9,7.3,0.54,0.5670000000000001,1.7,2.5,0.69,1.2,0.9,2.1,0.7,0.4,0.1,0.8,1.5,11.2
Larry Spriggs,25,16,0,14.4,2.5,4.8,0.519,0.0,0.1,0.0,2.5,4.7,0.5329999999999999,0.519,1.1,1.8,0.621,1.0,2.2,3.2,2.1,0.3,0.3,1.6,2.3,6.1
Mitch Kupchak,30,16,0,12.3,1.9,3.3,0.585,0.0,0.1,0.0,1.9,3.3,0.596,0.585,0.8,1.4,0.591,0.7,2.3,3.0,0.3,0.1,0.4,0.6,2.6,4.7
Ronnie Lester,26,9,0,6.0,0.7,1.7,0.4,0.0,0.0,,0.7,1.7,0.4,0.4,0.8,1.0,0.778,0.2,0.7,0.9,1.0,0.0,0.0,0.4,0.8,2.1
Chuck Nevitt,25,7,0,5.3,0.4,1.3,0.33299999999999996,0.0,0.0,,0.4,1.3,0.33299999999999996,0.33299999999999996,0.6,1.1,0.5,0.4,0.4,0.9,0.1,0.6,0.9,0.3,1.6,1.4
