PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Micheal Ray Richardson,29,3,3,41.7,7.7,19.0,0.40399999999999997,0.0,0.7,0.0,7.7,18.3,0.418,0.40399999999999997,3.0,4.7,0.643,1.3,4.7,6.0,11.3,1.3,0.0,2.7,4.0,18.3
Buck Williams,24,3,3,41.0,8.7,13.3,0.65,0.0,0.0,,8.7,13.3,0.65,0.65,7.3,10.0,0.733,4.7,6.0,10.7,0.3,1.0,1.7,2.0,4.0,24.7
Albert King,25,3,3,35.0,9.3,19.0,0.491,0.3,0.3,1.0,9.0,18.7,0.48200000000000004,0.5,3.0,4.3,0.6920000000000001,1.3,6.3,7.7,1.7,2.3,0.7,3.3,4.7,22.0
Ron Brewer,29,3,0,31.0,5.0,10.0,0.5,0.0,0.3,0.0,5.0,9.7,0.517,0.5,2.0,2.7,0.75,0.3,1.3,1.7,1.7,1.0,0.0,1.0,2.3,12.0
Mike Gminski,25,3,0,27.0,6.0,11.0,0.545,0.0,0.0,,6.0,11.0,0.545,0.545,2.0,2.0,1.0,1.3,5.0,6.3,1.3,1.0,1.7,3.3,1.7,14.0
Darryl Dawkins,28,3,3,21.3,3.7,7.7,0.478,0.0,0.0,,3.7,7.7,0.478,0.478,1.0,1.3,0.75,1.3,3.3,4.7,1.3,0.7,2.0,2.3,4.3,8.3
Kelvin Ransey,26,3,3,21.0,2.0,5.3,0.375,0.0,0.0,,2.0,5.3,0.375,0.375,1.7,1.7,1.0,0.0,1.7,1.7,5.7,0.7,0.3,0.7,3.3,5.7
Mike O'Koren,26,3,0,11.3,1.0,2.3,0.429,0.0,0.0,,1.0,2.3,0.429,0.429,0.0,0.7,0.0,0.3,3.0,3.3,1.3,0.0,0.0,0.3,2.0,2.0
Darwin Cook,26,1,0,7.0,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,6.0
Jeff Turner,22,3,0,7.0,0.7,1.7,0.4,0.0,0.0,,0.7,1.7,0.4,0.4,0.0,0.0,,0.7,0.7,1.3,0.7,0.0,0.0,0.0,2.0,1.3
George Johnson,36,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
