PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Mike Sanders,24,3,3,30.3,7.3,12.3,0.595,0.0,0.0,,7.3,12.3,0.595,0.595,2.7,3.3,0.8,2.7,2.3,5.0,3.3,1.7,0.0,3.0,2.7,17.3
Jay Humphries,22,3,3,30.0,6.7,10.3,0.645,0.0,0.0,,6.7,10.3,0.645,0.645,3.0,4.0,0.75,0.3,1.3,1.7,5.3,0.7,0.0,2.7,4.0,16.3
Kyle Macy,27,3,3,28.3,4.3,8.7,0.5,0.3,1.3,0.25,4.0,7.3,0.545,0.519,1.3,1.7,0.8,1.0,1.7,2.7,3.0,2.0,0.0,2.0,1.7,10.3
Maurice Lucas,32,3,0,28.0,7.3,15.7,0.46799999999999997,0.0,0.0,,7.3,15.7,0.46799999999999997,0.46799999999999997,5.0,6.3,0.789,4.0,7.0,11.0,3.3,0.7,0.7,2.7,4.0,19.7
Charles Pittman,26,3,3,27.3,4.7,7.7,0.609,0.0,0.0,,4.7,7.7,0.609,0.609,4.0,5.7,0.706,2.0,4.3,6.3,3.0,0.0,1.0,3.0,3.3,13.3
Alvan Adams,30,3,3,26.3,7.7,15.3,0.5,0.0,0.0,,7.7,15.3,0.5,0.5,1.7,2.0,0.833,1.3,4.3,5.7,3.7,2.3,0.3,2.0,2.7,17.0
Alvin Scott,29,3,0,21.3,1.0,4.0,0.25,0.0,0.3,0.0,1.0,3.7,0.273,0.25,1.7,2.0,0.833,1.0,1.7,2.7,3.3,0.3,1.3,2.0,2.7,3.7
Rod Foster,24,3,0,18.7,2.3,8.3,0.28,0.0,1.3,0.0,2.3,7.0,0.33299999999999996,0.28,2.0,2.7,0.75,0.0,1.0,1.0,2.3,1.7,0.0,1.7,1.3,6.7
Michael Holton,23,3,0,18.3,3.0,6.3,0.474,0.0,1.3,0.0,3.0,5.0,0.6,0.474,1.3,1.3,1.0,0.0,0.7,0.7,3.0,0.0,0.0,1.0,2.7,7.3
Charles Jones,23,2,0,17.0,1.5,2.5,0.6,0.0,0.0,,1.5,2.5,0.6,0.6,3.0,3.0,1.0,0.5,1.0,1.5,1.5,0.0,1.5,1.5,2.0,6.0
