PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Moses Malone,29,13,13,38.8,6.9,16.3,0.425,0.0,0.1,0.0,6.9,16.2,0.42700000000000005,0.425,6.3,7.9,0.7959999999999999,2.8,7.8,10.6,1.8,1.3,1.7,1.8,3.0,20.2
Maurice Cheeks,28,13,13,37.2,6.2,11.8,0.529,0.0,0.4,0.0,6.2,11.4,0.547,0.529,2.8,3.2,0.857,0.9,2.6,3.5,5.2,2.4,0.4,2.6,2.2,15.2
Andrew Toney,27,13,13,34.0,6.4,13.4,0.47700000000000004,0.5,1.1,0.429,5.9,12.3,0.48100000000000004,0.494,3.6,4.7,0.77,0.6,1.8,2.5,5.1,0.9,0.4,3.8,3.5,16.8
Julius Erving,34,13,13,33.4,6.5,14.4,0.449,0.0,0.1,0.0,6.5,14.3,0.452,0.449,4.2,4.8,0.857,2.2,3.4,5.6,3.7,1.9,0.8,2.8,2.6,17.1
Charles Barkley,21,13,2,31.4,5.8,10.7,0.54,0.3,0.5,0.667,5.5,10.2,0.534,0.5539999999999999,3.1,4.8,0.635,4.0,7.1,11.1,2.0,1.8,1.2,2.7,3.8,14.9
Bobby Jones,33,13,11,23.8,3.5,6.0,0.59,0.0,0.0,,3.5,6.0,0.59,0.59,1.1,1.5,0.7,1.7,2.0,3.7,1.2,0.9,1.2,1.5,2.9,8.2
Clint Richardson,28,13,0,21.6,4.1,7.2,0.564,0.0,0.0,,4.1,7.2,0.564,0.564,0.7,0.8,0.9,1.1,1.8,2.9,2.1,0.8,0.2,1.3,1.8,8.8
Clemon Johnson,28,13,0,12.7,1.0,2.5,0.39399999999999996,0.0,0.1,0.0,1.0,2.5,0.406,0.39399999999999996,1.2,1.6,0.762,1.3,1.5,2.8,0.2,0.2,0.5,1.0,2.5,3.2
Sedale Threatt,23,4,0,7.0,0.5,1.8,0.28600000000000003,0.0,0.0,,0.5,1.8,0.28600000000000003,0.28600000000000003,0.0,0.0,,0.3,0.0,0.3,1.3,0.3,0.0,0.8,0.5,1.0
Sam Williams,25,5,0,5.2,0.2,1.2,0.16699999999999998,0.0,0.0,,0.2,1.2,0.16699999999999998,0.16699999999999998,0.6,2.0,0.3,0.8,1.6,2.4,0.0,0.0,0.0,0.8,0.4,1.0
George Johnson,28,5,0,4.8,1.0,1.6,0.625,0.2,0.2,1.0,0.8,1.4,0.5710000000000001,0.688,0.0,0.0,,0.6,0.8,1.4,0.0,0.0,0.0,0.2,0.4,2.2
Leon Wood,22,5,0,3.0,0.8,1.8,0.444,0.0,0.2,0.0,0.8,1.6,0.5,0.444,1.2,1.6,0.75,0.0,0.2,0.2,0.4,0.0,0.0,0.6,0.0,2.8
