PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Adrian Dantley,29,10,10,39.8,7.9,15.1,0.523,0.0,0.1,0.0,7.9,15.0,0.527,0.523,9.5,12.2,0.779,2.5,5.0,7.5,2.0,1.6,0.0,3.6,3.9,25.3
Thurl Bailey,23,10,10,37.5,6.2,15.2,0.408,0.0,0.0,,6.2,15.2,0.408,0.408,4.5,5.5,0.818,2.1,7.1,9.2,2.7,0.5,1.8,2.1,3.0,16.9
Darrell Griffith,26,10,10,34.0,7.2,15.8,0.456,1.3,3.6,0.361,5.9,12.2,0.484,0.49700000000000005,1.8,2.5,0.72,0.6,2.3,2.9,2.5,1.2,0.5,2.5,2.1,17.5
Mark Eaton,28,5,5,31.6,2.4,6.8,0.353,0.0,0.0,,2.4,6.8,0.353,0.353,1.0,1.4,0.7140000000000001,2.2,6.8,9.0,1.0,0.8,5.8,2.4,3.8,5.8
Rickey Green,30,10,10,30.2,5.7,10.6,0.5379999999999999,0.1,0.7,0.14300000000000002,5.6,9.9,0.5660000000000001,0.542,3.5,3.8,0.9209999999999999,1.0,2.0,3.0,7.5,1.2,0.0,2.0,2.3,15.0
Jeff Wilkins,29,10,0,25.7,5.1,11.8,0.43200000000000005,0.0,0.1,0.0,5.1,11.7,0.436,0.43200000000000005,2.7,3.5,0.7709999999999999,1.3,5.0,6.3,1.3,0.4,0.5,1.5,2.7,12.9
Rich Kelley,31,9,5,19.3,2.0,4.2,0.474,0.0,0.0,,2.0,4.2,0.474,0.474,1.4,1.7,0.867,2.8,3.6,6.3,1.6,0.8,0.6,1.6,3.6,5.4
John Stockton,22,10,0,18.6,2.1,4.5,0.467,0.0,0.2,0.0,2.1,4.3,0.488,0.467,2.6,3.5,0.743,0.7,2.1,2.8,4.3,1.1,0.2,1.6,3.0,6.8
Fred Roberts,24,10,0,13.0,1.9,4.3,0.442,0.0,0.0,,1.9,4.3,0.442,0.442,1.6,2.0,0.8,0.6,1.1,1.7,0.9,0.7,0.3,1.4,1.6,5.4
Billy Paultz,36,5,0,6.0,0.6,1.6,0.375,0.0,0.0,,0.6,1.6,0.375,0.375,0.2,0.8,0.25,0.6,1.0,1.6,0.4,0.2,0.2,0.4,1.4,1.4
Pace Mannion,24,8,0,5.1,0.5,1.5,0.33299999999999996,0.0,0.1,0.0,0.5,1.4,0.364,0.33299999999999996,1.3,1.5,0.833,0.4,0.5,0.9,0.5,0.1,0.3,0.9,0.6,2.3
Bob Hansen,24,8,0,4.3,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.6,1.0,0.625,0.1,0.4,0.5,0.8,0.4,0.0,0.4,0.8,1.1
