Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1975-76,21.0,PHO,NBA,C,80,,2656,629,1341,0.469,,,,629,1341,0.469,0.469,261,355,0.735,215,512,727,450,121,116,,274,1519,,5
1976-77,22.0,PHO,NBA,C,72,,2278,522,1102,0.474,,,,522,1102,0.474,0.474,252,334,0.754,180,472,652,322,95,87,,260,1296,,3
1977-78,23.0,PHO,NBA,C,70,,1914,434,895,0.485,,,,434,895,0.485,0.485,214,293,0.73,158,407,565,225,86,63,234.0,242,1082,,0
1978-79,24.0,PHO,NBA,C,77,,2364,569,1073,0.53,,,,569,1073,0.53,0.53,231,289,0.799,220,485,705,360,110,63,279.0,246,1369,,0
1979-80,25.0,PHO,NBA,C,75,,2168,465,875,0.531,0.0,2.0,0.0,465,873,0.533,0.531,188,236,0.797,158,451,609,322,108,55,218.0,237,1118,,0
1980-81,26.0,PHO,NBA,C,75,,2054,458,870,0.526,0.0,0.0,,458,870,0.526,0.526,199,259,0.768,157,389,546,344,106,69,226.0,226,1115,,0
1981-82,27.0,PHO,NBA,C,79,75.0,2393,507,1027,0.494,0.0,1.0,0.0,507,1026,0.494,0.494,182,233,0.781,138,448,586,356,114,78,196.0,269,1196,,0
1982-83,28.0,PHO,NBA,C,80,75.0,2447,477,981,0.486,1.0,3.0,0.333,476,978,0.487,0.487,180,217,0.829,161,387,548,376,114,74,242.0,287,1135,,1
1983-84,29.0,PHO,NBA,C,70,13.0,1452,269,582,0.462,0.0,4.0,0.0,269,578,0.465,0.462,132,160,0.825,118,201,319,219,73,31,117.0,195,670,,0
1984-85,30.0,PHO,NBA,PF,82,69.0,2136,476,915,0.52,0.0,0.0,,476,915,0.52,0.52,250,283,0.883,153,347,500,308,115,48,197.0,254,1202,,2
1985-86,31.0,PHO,NBA,C,78,45.0,2005,341,679,0.502,0.0,2.0,0.0,341,677,0.504,0.502,159,203,0.783,148,329,477,324,103,46,206.0,272,841,,1
1986-87,32.0,PHO,NBA,C,68,40.0,1690,311,618,0.503,0.0,1.0,0.0,311,617,0.504,0.503,134,170,0.788,91,247,338,223,62,37,139.0,207,756,,0
1987-88,33.0,PHO,NBA,C,82,25.0,1646,251,506,0.496,1.0,2.0,0.5,250,504,0.496,0.497,108,128,0.844,118,247,365,183,82,41,140.0,245,611,,0
