Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,11,83,HOU,Houston Rockets,3,Ryan Anderson,PF,6-9,240,1988-05-06,US,8,California
2017,11,105,HOU,Houston Rockets,1,Trevor Ariza,SF,6-8,215,1985-06-30,US,12,UCLA
2017,11,235,HOU,Houston Rockets,2,Patrick Beverley,SG,6-1,180,1988-07-12,US,4,Arkansas
2017,11,342,HOU,Houston Rockets,33,Corey Brewer,SF,6-9,186,1986-03-05,US,9,Florida
2017,11,369,HOU,Houston Rockets,8,Bobby Brown,PG,6-2,175,1984-09-24,US,2,Cal State Fullerton
2017,11,467,HOU,Houston Rockets,15,Clint Capela,C,6-10,240,1994-05-18,CH,2,
2017,11,721,HOU,Houston Rockets,7,Sam Dekker,PF,6-9,230,1994-05-06,US,1,Wisconsin
2017,11,869,HOU,Houston Rockets,6,Tyler Ennis,PG,6-3,194,1994-08-24,CA,2,Syracuse
2017,11,1065,HOU,Houston Rockets,10,Eric Gordon,SG,6-3,215,1988-12-25,US,8,Indiana
2017,11,1185,HOU,Houston Rockets,13,James Harden,PG,6-5,220,1989-08-26,US,7,Arizona State
2017,11,1196,HOU,Houston Rockets,5,Montrezl Harrell,C,6-7,240,1994-01-26,US,1,Louisville
2017,11,1289,HOU,Houston Rockets,42,Nene Hilario,C,6-11,250,1982-09-13,BR,14,
2017,11,1925,HOU,Houston Rockets,32,K.J. McDaniels,SF,6-6,205,1993-02-09,US,2,Clemson
2017,11,2216,HOU,Houston Rockets,21,Chinanu Onuaku,C,6-10,245,1996-11-01,US,R,Louisville
2017,11,2818,HOU,Houston Rockets,17,Isaiah Taylor,PG,6-3,170,1994-07-11,US,R,Texas
2017,11,3166,HOU,Houston Rockets,12,Lou Williams,SG,6-1,175,1986-10-27,US,11,
2017,11,3192,HOU,Houston Rockets,14,Troy Williams,SF,6-7,218,1994-12-30,US,R,Indiana
2017,11,3210,HOU,Houston Rockets,30,Kyle Wiltjer,PF,6-10,240,1992-10-20,US,R,Gonzaga
