Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2000,24,1837,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",21.0,NBA,SF,9.0,9.0,281.0,6.8,16.2,0.42,0.2,1.1,0.17,6.6,15.1,0.44,1.7,2.1,0.82,4.0,11.0,14.9,1.3,1.1,2.6,1.3,3.2,15.5,99.0,98.0
2001,24,1837,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",22.0,NBA,SF,4.0,4.0,139.0,8.3,22.3,0.37,0.4,0.4,1.0,7.9,21.9,0.36,4.3,5.0,0.86,3.6,8.3,11.9,1.1,2.2,2.2,2.2,4.7,21.2,91.0,100.0
2003,24,1837,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",24.0,NBA,SF,6.0,6.0,282.0,7.4,19.9,0.37,1.7,5.2,0.32,5.8,14.7,0.39,4.1,4.8,0.85,3.9,9.1,13.0,2.2,2.0,2.0,2.4,3.2,20.7,99.0,95.0
2005,24,1837,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",26.0,NBA,PF,15.0,15.0,635.0,8.7,17.9,0.48,1.4,3.5,0.42,7.2,14.5,0.5,2.4,3.1,0.77,3.7,10.5,14.2,1.8,1.7,2.1,1.7,3.8,21.2,117.0,109.0
2006,24,1837,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",27.0,NBA,PF,20.0,20.0,849.0,10.0,20.4,0.49,1.3,4.3,0.31,8.6,16.1,0.54,3.6,4.1,0.88,3.5,10.8,14.3,1.9,2.3,1.4,1.3,4.0,24.9,116.0,107.0
2007,24,1837,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",28.0,NBA,SF,11.0,11.0,455.0,8.5,17.0,0.5,1.3,3.8,0.35,7.2,13.2,0.54,2.5,3.7,0.67,3.0,9.8,12.8,1.5,1.8,2.1,1.3,3.0,20.9,114.0,101.0
2010,7,1837,DAL,Dallas Mavericks,Shawn Marion,"May 7, 1978",31.0,NBA,SF,6.0,6.0,148.0,8.8,21.7,0.41,0.0,1.5,0.0,8.8,20.2,0.44,1.5,1.8,0.8,2.6,6.6,9.2,2.2,0.4,1.1,2.9,4.4,19.1,87.0,109.0
2011,7,1837,DAL,Dallas Mavericks,Shawn Marion,"May 7, 1978",32.0,NBA,SF,21.0,21.0,690.0,8.4,18.1,0.47,0.0,0.4,0.0,8.4,17.7,0.48,3.2,3.8,0.85,3.7,7.0,10.7,3.6,1.7,1.5,2.9,4.3,20.1,105.0,105.0
2012,7,1837,DAL,Dallas Mavericks,Shawn Marion,"May 7, 1978",33.0,NBA,SF,4.0,4.0,140.0,6.4,15.1,0.42,1.5,5.3,0.29,4.9,9.8,0.5,3.4,3.8,0.9,3.4,8.7,12.1,1.5,0.4,1.9,3.8,5.3,17.8,98.0,111.0
2014,7,1837,DAL,Dallas Mavericks,Shawn Marion,"May 7, 1978",35.0,NBA,SF,7.0,7.0,193.0,6.5,16.0,0.41,1.1,4.9,0.22,5.4,11.1,0.49,1.9,3.0,0.64,3.8,6.2,10.0,3.5,1.6,0.3,1.4,3.0,16.0,107.0,113.0
2015,6,1837,CLE,Cleveland Cavaliers,Shawn Marion,"May 7, 1978",36.0,NBA,SF,6.0,0.0,25.0,2.1,12.7,0.17,0.0,0.0,,2.1,12.7,0.17,0.0,0.0,,4.2,8.5,12.7,2.1,4.2,0.0,0.0,2.1,4.2,68.0,98.0
