Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,22.0,PHO,NBA,SF,4.0,4.0,139.0,8.3,22.3,0.371,0.4,0.4,1.0,7.9,21.9,0.361,4.3,5.0,0.857,3.6,8.3,11.9,1.1,2.2,2.2,2.2,4.7,21.2,,91.0,100.0
2003,24.0,PHO,NBA,SF,6.0,6.0,282.0,7.4,19.9,0.374,1.7,5.2,0.321,5.8,14.7,0.392,4.1,4.8,0.846,3.9,9.1,13.0,2.2,2.0,2.0,2.4,3.2,20.7,,99.0,95.0
2005,26.0,PHO,NBA,PF,15.0,15.0,635.0,8.7,17.9,0.484,1.4,3.5,0.419,7.2,14.5,0.5,2.4,3.1,0.769,3.7,10.5,14.2,1.8,1.7,2.1,1.7,3.8,21.2,,117.0,109.0
2006,27.0,PHO,NBA,PF,20.0,20.0,849.0,10.0,20.4,0.489,1.3,4.3,0.314,8.6,16.1,0.536,3.6,4.1,0.881,3.5,10.8,14.3,1.9,2.3,1.4,1.3,4.0,24.9,,116.0,107.0
2007,28.0,PHO,NBA,SF,11.0,11.0,455.0,8.5,17.0,0.5,1.3,3.8,0.353,7.2,13.2,0.542,2.5,3.7,0.667,3.0,9.8,12.8,1.5,1.8,2.1,1.3,3.0,20.9,,114.0,101.0
2010,31.0,DAL,NBA,SF,6.0,6.0,148.0,8.8,21.7,0.407,0.0,1.5,0.0,8.8,20.2,0.436,1.5,1.8,0.8,2.6,6.6,9.2,2.2,0.4,1.1,2.9,4.4,19.1,,87.0,109.0
2011,32.0,DAL,NBA,SF,21.0,21.0,690.0,8.4,18.1,0.467,0.0,0.4,0.0,8.4,17.7,0.477,3.2,3.8,0.851,3.7,7.0,10.7,3.6,1.7,1.5,2.9,4.3,20.1,,105.0,105.0
2012,33.0,DAL,NBA,SF,4.0,4.0,140.0,6.4,15.1,0.425,1.5,5.3,0.286,4.9,9.8,0.5,3.4,3.8,0.9,3.4,8.7,12.1,1.5,0.4,1.9,3.8,5.3,17.8,,98.0,111.0
2014,35.0,DAL,NBA,SF,7.0,7.0,193.0,6.5,16.0,0.407,1.1,4.9,0.222,5.4,11.1,0.488,1.9,3.0,0.636,3.8,6.2,10.0,3.5,1.6,0.3,1.4,3.0,16.0,,107.0,113.0
2015,36.0,CLE,NBA,SF,6.0,0.0,25.0,2.1,12.7,0.167,0.0,0.0,,2.1,12.7,0.167,0.0,0.0,,4.2,8.5,12.7,2.1,4.2,0.0,0.0,2.1,4.2,,68.0,98.0
