Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2015,29,613,UTA,Utah Jazz,22.0,NBA,PG,15.0,0.0,159.0,9.7,23.0,0.42,2.3,6.7,0.35,7.3,16.4,0.45,5.0,6.0,0.83,1.0,5.0,6.0,5.0,1.3,0.0,4.0,2.0,26.7,,102.0,109.0
2016,31,613,TOT,Total After Trade,23.0,NBA,PG,8.0,0.0,39.0,5.0,12.6,0.4,0.0,3.8,0.0,5.0,8.8,0.57,0.0,0.0,,0.0,0.0,0.0,3.8,3.8,0.0,6.3,2.5,10.1,,54.0,109.0
2016,24,613,PHO,Phoenix Suns,23.0,NBA,PG,3.0,0.0,33.0,3.0,11.8,0.25,0.0,4.4,0.0,3.0,7.4,0.4,0.0,0.0,,0.0,0.0,0.0,4.4,4.4,0.0,7.4,3.0,5.9,,43.0,108.0
2016,15,613,MEM,Memphis Grizzlies,23.0,NBA,PG,5.0,0.0,6.0,17.2,17.2,1.0,0.0,0.0,,17.2,17.2,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,,200.0,118.0
