PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Andre Drummond,21.0,82.0,2502.0,0.514,0.515,0.0,0.514,0.389,0.504,0.38,0.002,115.0,106.0,,104.0,52.0,94.0,139.0,1.0,34.9,-68.2
Greg Monroe,24.0,69.0,2137.0,0.496,0.496,,0.496,0.75,0.5479999999999999,0.39399999999999996,0.0,110.0,102.0,,100.0,100.0,103.0,144.0,,0.0,28.8
Kentavious Caldwell-Pope,21.0,82.0,2587.0,0.401,0.449,0.345,0.48,0.696,0.501,0.163,0.457,89.0,93.0,98.0,97.0,93.0,94.0,59.0,170.0,-31.0,-69.7
Jodie Meeks,27.0,60.0,1462.0,0.41600000000000004,0.46,0.349,0.485,0.9059999999999999,0.5479999999999999,0.3,0.397,93.0,95.0,100.0,98.0,121.0,103.0,110.0,148.0,-11.6,17.3
Brandon Jennings,25.0,41.0,1173.0,0.402,0.428,0.36,0.47100000000000003,0.8390000000000001,0.521,0.263,0.389,89.0,88.0,103.0,95.0,112.0,98.0,96.0,145.0,-26.5,-15.3
D.J. Augustin,27.0,54.0,1287.0,0.41,0.45,0.327,0.46299999999999997,0.87,0.536,0.36700000000000005,0.325,91.0,93.0,93.0,93.0,116.0,100.0,134.0,121.0,-30.2,2.1
Reggie Jackson,24.0,27.0,870.0,0.436,0.46,0.337,0.469,0.7959999999999999,0.511,0.245,0.198,97.0,95.0,96.0,95.0,106.0,96.0,90.0,74.0,-22.5,-21.1
Caron Butler,34.0,78.0,1623.0,0.40700000000000003,0.441,0.379,0.511,0.902,0.544,0.154,0.5529999999999999,91.0,91.0,108.0,103.0,120.0,102.0,56.0,206.0,12.3,8.3
Anthony Tolliver,29.0,52.0,1160.0,0.423,0.5820000000000001,0.36,0.552,0.794,0.58,0.198,0.715,94.0,120.0,103.0,111.0,106.0,109.0,72.0,266.0,35.6,31.6
Kyle Singler,26.0,54.0,1287.0,0.4,0.39299999999999996,0.406,0.509,0.8059999999999999,0.526,0.10300000000000001,0.534,89.0,81.0,116.0,103.0,107.0,99.0,38.0,199.0,8.9,-5.8
Josh Smith,29.0,28.0,896.0,0.391,0.40700000000000003,0.243,0.40299999999999997,0.469,0.41700000000000004,0.284,0.095,87.0,84.0,69.0,81.0,62.0,78.0,104.0,35.0,-72.8,-102.9
Jonas Jerebko,27.0,46.0,703.0,0.46,0.516,0.368,0.53,0.861,0.564,0.182,0.384,102.0,106.0,105.0,107.0,115.0,105.0,67.0,143.0,13.6,12.5
Tayshaun Prince,34.0,23.0,571.0,0.431,0.433,0.423,0.466,0.655,0.486,0.18100000000000002,0.163,96.0,89.0,121.0,94.0,87.0,91.0,66.0,61.0,-9.7,-16.6
Spencer Dinwiddie,21.0,34.0,455.0,0.302,0.375,0.185,0.337,0.912,0.39399999999999996,0.201,0.385,67.0,77.0,53.0,68.0,122.0,74.0,74.0,143.0,-53.6,-51.5
John Lucas III,32.0,21.0,272.0,0.40399999999999997,0.44,0.31,0.447,1.0,0.461,0.048,0.27899999999999997,90.0,91.0,89.0,90.0,133.0,86.0,18.0,104.0,-10.1,-15.5
Joel Anthony,32.0,49.0,406.0,0.581,0.581,,0.581,0.682,0.607,0.355,0.0,129.0,120.0,,117.0,91.0,114.0,130.0,,10.5,10.4
Shawne Williams,28.0,19.0,163.0,0.317,0.441,0.154,0.35,1.0,0.38799999999999996,0.11699999999999999,0.433,71.0,91.0,44.0,71.0,133.0,73.0,43.0,162.0,-17.5,-18.4
Cartier Martin,30.0,23.0,198.0,0.28300000000000003,0.45,0.182,0.34,,0.34,0.0,0.623,63.0,93.0,52.0,68.0,,64.0,,232.0,-16.6,-20.6
Quincy Miller,22.0,4.0,58.0,0.25,0.33299999999999996,0.182,0.3,,0.3,0.0,0.55,56.0,69.0,52.0,60.0,,56.0,,205.0,-7.8,-9.4
Gigi Datome,27.0,3.0,17.0,0.41700000000000004,0.5,0.25,0.45799999999999996,,0.45799999999999996,0.0,0.33299999999999996,93.0,103.0,71.0,92.0,,86.0,,124.0,-0.9,-1.8
Team,,,,0.442,0.478,0.34,0.486,0.6809999999999999,0.517,0.276,0.261,98.0,98.0,97.0,98.0,91.0,97.0,101.0,97.0,-91.7,-176.1
League Average,,,,0.449,0.485,0.35,0.496,0.75,0.534,0.273,0.268,,,,,,,,,,
