PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Anthony Davis,21.0,68.0,2455.0,0.535,0.54,0.083,0.536,0.805,0.591,0.385,0.01,119.0,111.0,24.0,108.0,107.0,111.0,141.0,4.0,95.9,158.4
Tyreke Evans,25.0,79.0,2690.0,0.447,0.48200000000000004,0.304,0.47700000000000004,0.6940000000000001,0.508,0.25,0.195,100.0,99.0,87.0,96.0,93.0,95.0,91.0,73.0,-44.4,-68.4
Ryan Anderson,26.0,61.0,1675.0,0.39899999999999997,0.457,0.34,0.483,0.8540000000000001,0.524,0.207,0.49200000000000005,89.0,94.0,97.0,97.0,114.0,98.0,76.0,184.0,-19.0,-16.8
Eric Gordon,26.0,61.0,2018.0,0.41100000000000003,0.38,0.44799999999999995,0.512,0.804,0.5429999999999999,0.192,0.45399999999999996,91.0,78.0,128.0,103.0,107.0,102.0,70.0,169.0,22.7,14.1
Jrue Holiday,24.0,40.0,1303.0,0.446,0.469,0.37799999999999995,0.493,0.855,0.522,0.142,0.253,99.0,97.0,108.0,100.0,114.0,98.0,52.0,94.0,-2.6,-14.2
Toney Douglas,28.0,76.0,1982.0,0.517,0.517,,0.517,0.5820000000000001,0.545,0.546,0.0,115.0,107.0,,104.0,78.0,102.0,200.0,,17.4,11.1
Alexis Ajinça,26.0,68.0,957.0,0.55,0.55,,0.55,0.818,0.595,0.301,0.0,123.0,113.0,,111.0,109.0,111.0,110.0,,35.7,45.0
Quincy Pondexter,26.0,45.0,1253.0,0.449,0.46799999999999997,0.433,0.5670000000000001,0.758,0.5920000000000001,0.21100000000000002,0.5479999999999999,100.0,96.0,124.0,114.0,101.0,111.0,77.0,204.0,44.6,39.7
Dante Cunningham,27.0,66.0,1652.0,0.457,0.46799999999999997,0.1,0.45899999999999996,0.617,0.473,0.139,0.028999999999999998,102.0,96.0,29.0,93.0,82.0,88.0,51.0,11.0,-25.2,-44.3
Norris Cole,26.0,28.0,683.0,0.444,0.47200000000000003,0.37799999999999995,0.5,0.743,0.52,0.139,0.294,99.0,97.0,108.0,101.0,99.0,97.0,51.0,109.0,2.1,-7.7
Luke Babbitt,25.0,63.0,830.0,0.479,0.429,0.513,0.633,0.684,0.639,0.099,0.599,107.0,88.0,147.0,128.0,91.0,120.0,36.0,223.0,52.6,41.9
Austin Rivers,22.0,35.0,772.0,0.387,0.419,0.28,0.419,0.747,0.47200000000000003,0.32,0.225,86.0,86.0,80.0,84.0,100.0,88.0,117.0,84.0,-34.2,-31.5
Jimmer Fredette,25.0,50.0,509.0,0.38,0.45799999999999996,0.188,0.40700000000000003,0.956,0.479,0.271,0.289,85.0,94.0,54.0,82.0,127.0,90.0,99.0,108.0,-29.6,-20.5
Jeff Withey,24.0,37.0,259.0,0.5,0.5,,0.5,0.68,0.57,0.7809999999999999,0.0,111.0,103.0,,101.0,91.0,107.0,286.0,,0.5,6.1
Toney Douglas,28.0,12.0,177.0,0.37200000000000005,0.424,0.278,0.42200000000000004,0.615,0.45,0.255,0.353,83.0,87.0,79.0,85.0,82.0,84.0,93.0,132.0,-7.6,-9.6
John Salmons,35.0,21.0,270.0,0.33299999999999996,0.364,0.308,0.41700000000000004,0.5,0.42200000000000004,0.083,0.542,74.0,75.0,88.0,84.0,67.0,79.0,30.0,202.0,-7.6,-11.2
Elliot Williams,25.0,8.0,77.0,0.33299999999999996,0.385,0.273,0.396,0.0,0.382,0.083,0.45799999999999996,74.0,79.0,78.0,80.0,,71.0,30.0,171.0,-4.8,-7.6
Nate Wolters,23.0,10.0,105.0,0.308,0.33299999999999996,0.0,0.308,0.5,0.316,0.077,0.077,69.0,69.0,,62.0,67.0,59.0,28.0,29.0,-9.8,-11.7
Gal Mekel,26.0,4.0,43.0,0.15,0.17600000000000002,0.0,0.15,,0.15,0.0,0.15,33.0,36.0,,30.0,,28.0,,56.0,-13.8,-15.4
Russ Smith,23.0,6.0,29.0,0.2,0.25,0.16699999999999998,0.25,,0.25,0.0,0.6,45.0,52.0,48.0,50.0,,47.0,,224.0,-4.9,-5.7
Darius Miller,24.0,5.0,43.0,0.14300000000000002,0.16699999999999998,0.0,0.14300000000000002,,0.14300000000000002,0.0,0.14300000000000002,32.0,34.0,,29.0,,27.0,,53.0,-4.9,-5.5
Team,,,,0.46299999999999997,0.488,0.36700000000000005,0.502,0.753,0.539,0.271,0.213,103.0,101.0,105.0,101.0,100.0,101.0,99.0,80.0,70.1,70.8
League Average,,,,0.449,0.485,0.35,0.496,0.75,0.534,0.273,0.268,,,,,,,,,,
