PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Brook Lopez,26.0,72.0,2100.0,0.513,0.517,0.1,0.513,0.8140000000000001,0.5579999999999999,0.278,0.01,114.0,107.0,29.0,103.0,108.0,104.0,102.0,4.0,34.1,52.8
Joe Johnson,33.0,80.0,2791.0,0.435,0.47200000000000003,0.359,0.494,0.8009999999999999,0.523,0.172,0.32899999999999996,97.0,97.0,103.0,100.0,107.0,98.0,63.0,123.0,-3.5,-23.8
Jarrett Jack,31.0,80.0,2241.0,0.439,0.47700000000000004,0.267,0.46299999999999997,0.8809999999999999,0.522,0.278,0.179,98.0,98.0,76.0,93.0,117.0,98.0,102.0,67.0,-53.3,-22.5
Deron Williams,30.0,68.0,2114.0,0.387,0.395,0.36700000000000005,0.44299999999999995,0.8340000000000001,0.504,0.313,0.307,86.0,81.0,105.0,89.0,111.0,94.0,114.0,115.0,-81.6,-53.0
Mason Plumlee,24.0,82.0,1743.0,0.573,0.5760000000000001,0.0,0.573,0.495,0.57,0.648,0.006,128.0,119.0,,115.0,66.0,107.0,237.0,2.0,75.0,45.6
Bojan Bogdanović,25.0,78.0,1854.0,0.45299999999999996,0.531,0.355,0.532,0.821,0.562,0.184,0.444,101.0,109.0,102.0,107.0,109.0,105.0,67.0,166.0,41.8,34.8
Alan Anderson,32.0,74.0,1744.0,0.44299999999999995,0.53,0.348,0.526,0.812,0.562,0.23,0.47700000000000004,99.0,109.0,99.0,106.0,108.0,105.0,84.0,178.0,26.6,27.5
Thaddeus Young,26.0,28.0,829.0,0.495,0.516,0.38,0.524,0.606,0.539,0.217,0.153,110.0,106.0,109.0,106.0,81.0,101.0,79.0,57.0,18.7,3.3
Mirza Teletović,29.0,40.0,892.0,0.382,0.47600000000000003,0.321,0.48,0.7170000000000001,0.5,0.14400000000000002,0.605,85.0,98.0,92.0,97.0,96.0,94.0,53.0,226.0,-10.4,-23.4
Kevin Garnett,38.0,42.0,854.0,0.455,0.461,0.16699999999999998,0.456,0.8290000000000001,0.486,0.149,0.022000000000000002,101.0,95.0,48.0,92.0,111.0,91.0,55.0,8.0,-21.7,-28.1
Markel Brown,23.0,47.0,781.0,0.36200000000000004,0.40399999999999997,0.266,0.402,0.825,0.45899999999999996,0.271,0.305,81.0,83.0,76.0,81.0,110.0,86.0,99.0,114.0,-39.3,-35.1
Cory Jefferson,24.0,50.0,531.0,0.449,0.48,0.133,0.455,0.574,0.48,0.32299999999999995,0.09,100.0,99.0,38.0,92.0,77.0,90.0,118.0,33.0,-13.6,-20.8
Sergey Karasev,21.0,33.0,555.0,0.40299999999999997,0.475,0.29600000000000004,0.46299999999999997,0.763,0.508,0.284,0.40299999999999997,90.0,98.0,85.0,93.0,102.0,95.0,104.0,150.0,-8.9,-8.0
Jerome Jordan,28.0,44.0,383.0,0.532,0.532,,0.532,0.8640000000000001,0.609,0.46799999999999997,0.0,118.0,110.0,,107.0,115.0,114.0,171.0,,6.8,16.9
Darius Morris,24.0,38.0,299.0,0.34,0.397,0.212,0.373,0.444,0.377,0.085,0.311,76.0,82.0,61.0,75.0,59.0,71.0,31.0,116.0,-26.1,-34.5
Earl Clark,27.0,10.0,93.0,0.36700000000000005,0.43799999999999994,0.28600000000000003,0.433,0.25,0.425,0.133,0.467,82.0,90.0,82.0,87.0,33.0,80.0,49.0,174.0,-3.8,-6.9
Brandon Davies,23.0,7.0,44.0,0.33299999999999996,0.35700000000000004,0.25,0.361,0.75,0.405,0.222,0.222,74.0,74.0,71.0,73.0,100.0,76.0,81.0,83.0,-4.9,-5.1
Jorge Gutiérrez,26.0,10.0,44.0,0.5,0.5379999999999999,0.0,0.5,0.667,0.522,0.214,0.071,111.0,111.0,,101.0,89.0,98.0,78.0,27.0,0.1,-0.4
Andrei Kirilenko,33.0,7.0,36.0,0.0,0.0,,0.0,0.75,0.222,0.8,0.0,,,,,100.0,42.0,293.0,,-5.0,-4.2
Team,,,,0.449,0.489,0.331,0.491,0.752,0.53,0.275,0.255,100.0,101.0,95.0,99.0,100.0,99.0,101.0,95.0,-61.1,-54.8
League Average,,,,0.449,0.485,0.35,0.496,0.75,0.534,0.273,0.268,,,,,,,,,,
