Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,14.0,1542,LAL,Los Angeles Lakers,23.0,NBA,SG,64.0,58.0,31.0,5.3,11.6,0.46,1.4,3.8,0.37,3.9,7.8,0.5,0.52,1.9,2.6,0.72,1.2,2.7,3.9,2.0,2.0,0.6,1.2,2.7,14.0
1996,14.0,1542,LAL,Los Angeles Lakers,24.0,NBA,SG,70.0,66.0,31.2,4.8,9.8,0.49,1.2,3.2,0.37,3.6,6.5,0.56,0.55,1.9,2.6,0.74,0.6,2.7,3.3,3.5,1.8,0.6,1.4,2.3,12.8
1997,14.0,1542,LAL,Los Angeles Lakers,25.0,NBA,SG,80.0,80.0,37.5,5.9,13.5,0.44,1.9,4.9,0.39,4.0,8.7,0.46,0.51,3.5,4.2,0.82,1.1,3.0,4.1,3.4,2.4,0.6,2.1,2.8,17.2
1998,14.0,1542,LAL,Los Angeles Lakers,26.0,NBA,SG,80.0,80.0,36.4,6.1,12.6,0.48,1.8,4.6,0.39,4.3,8.0,0.54,0.56,2.9,3.8,0.76,1.1,2.7,3.8,3.1,2.0,0.7,1.8,2.1,16.9
1999,31.0,1542,TOT,Total After Trade,27.0,NBA,"SF,SG",50.0,50.0,37.6,5.2,11.9,0.44,1.0,2.8,0.34,4.2,9.1,0.47,0.48,4.2,5.4,0.78,1.0,2.9,3.9,3.7,2.5,1.2,1.9,2.6,15.6
1999,14.0,1542,LAL,Los Angeles Lakers,27.0,NBA,SG,20.0,20.0,36.2,4.8,11.4,0.42,1.0,3.2,0.31,3.8,8.2,0.47,0.47,3.0,4.0,0.74,1.0,2.8,3.8,3.1,1.8,1.2,1.1,2.1,13.6
1999,,1542,CHH,None,27.0,NBA,SF,30.0,30.0,38.6,5.5,12.3,0.45,0.9,2.6,0.36,4.5,9.7,0.47,0.48,5.1,6.4,0.8,1.0,2.9,3.9,4.2,3.0,1.1,2.4,2.9,17.0
2001,16.0,1542,MIA,Miami Heat,29.0,NBA,SG,63.0,58.0,36.2,6.2,13.8,0.44,1.4,3.8,0.38,4.7,10.0,0.47,0.5,3.6,4.3,0.84,1.2,3.4,4.6,2.7,1.7,0.9,2.1,2.9,17.4
2002,16.0,1542,MIA,Miami Heat,30.0,NBA,SG,81.0,81.0,39.0,6.4,14.8,0.43,1.8,4.7,0.39,4.5,10.1,0.45,0.49,3.7,4.4,0.84,0.8,3.9,4.7,3.2,1.4,1.0,1.8,3.2,18.3
2003,16.0,1542,MIA,Miami Heat,31.0,NBA,SG,47.0,47.0,38.1,6.2,14.6,0.42,2.1,5.1,0.41,4.1,9.5,0.43,0.49,4.0,4.9,0.82,0.7,4.1,4.8,3.7,1.4,0.7,1.8,2.9,18.5
2004,16.0,1542,MIA,Miami Heat,32.0,NBA,SG,81.0,81.0,37.0,5.8,14.3,0.41,2.2,5.9,0.37,3.7,8.4,0.44,0.49,3.4,4.1,0.84,0.5,3.3,3.8,3.2,1.1,0.4,1.6,2.8,17.3
2005,16.0,1542,MIA,Miami Heat,33.0,NBA,SF,80.0,80.0,35.5,4.4,10.3,0.43,1.8,4.8,0.37,2.6,5.5,0.48,0.52,2.2,2.7,0.81,0.5,4.6,5.1,2.7,1.1,0.5,1.2,3.1,12.7
2006,15.0,1542,MEM,Memphis Grizzlies,34.0,NBA,SG,75.0,75.0,32.5,3.9,9.6,0.4,1.8,5.0,0.36,2.1,4.6,0.46,0.5,2.2,2.9,0.78,0.5,3.3,3.7,2.4,1.7,0.4,1.2,2.7,11.8
2007,31.0,1542,TOT,Total After Trade,35.0,NBA,SG,64.0,41.0,24.9,2.8,6.6,0.42,1.2,3.5,0.35,1.6,3.1,0.5,0.51,0.9,1.2,0.79,0.5,2.5,3.0,1.7,1.1,0.2,0.7,1.9,7.7
2007,15.0,1542,MEM,Memphis Grizzlies,35.0,NBA,SG,29.0,14.0,19.3,2.0,5.2,0.38,0.8,2.6,0.3,1.2,2.7,0.46,0.45,0.9,1.2,0.74,0.5,1.6,2.1,1.1,0.8,0.1,0.8,1.9,5.6
2007,16.0,1542,MIA,Miami Heat,35.0,NBA,SG,35.0,27.0,29.5,3.5,7.7,0.45,1.6,4.2,0.38,1.9,3.5,0.53,0.55,1.0,1.2,0.83,0.5,3.2,3.7,2.2,1.3,0.2,0.7,2.0,9.5
2008,7.0,1542,DAL,Dallas Mavericks,36.0,NBA,SG,47.0,33.0,19.6,1.4,3.8,0.37,0.7,2.5,0.29,0.7,1.4,0.5,0.46,0.2,0.3,0.71,0.4,2.4,2.8,1.5,0.6,0.2,0.6,1.5,3.7
