Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2016,24.0,IND,NBA,PF,1,0,6,16.6,16.6,1.0,0.0,0.0,,16.6,16.6,1.0,0.0,0.0,,8.3,0.0,8.3,0.0,0.0,0.0,0.0,8.3,33.1,,204,112
2017,25.0,IND,NBA,PF,29,0,219,4.3,9.8,0.442,0.0,0.0,,4.3,9.8,0.442,4.8,6.6,0.724,5.9,6.9,12.8,0.9,0.7,1.4,1.8,8.5,13.5,,115,111
