PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Shawn Marion,24,6,282,16.2,0.469,0.262,0.243,7.6,19.3,13.2,8.2,2.0,3.2,9.9,20.8,,0.1,0.6,0.7,0.125,,3.4,1.3,4.7,0.5
Stephon Marbury,25,6,272,11.2,0.43799999999999994,0.162,0.243,2.2,7.3,4.7,26.3,1.4,0.0,13.3,28.4,,-0.3,0.4,0.0,0.009000000000000001,,0.8,-1.4,-0.6,0.1
Anfernee Hardaway,31,6,244,13.3,0.488,0.35700000000000004,0.257,3.8,12.3,7.8,19.3,2.8,1.7,14.3,16.6,,0.1,0.5,0.6,0.11599999999999999,,1.3,3.0,4.3,0.4
Amar'e Stoudemire,20,6,203,15.9,0.55,0.015,0.431,8.0,16.9,12.3,7.0,2.6,3.7,19.7,21.1,,0.0,0.5,0.5,0.11,,-0.1,2.4,2.3,0.2
Joe Johnson,21,6,164,1.0,0.301,0.255,0.098,3.7,13.5,8.4,8.5,1.3,1.0,18.4,17.7,,-0.6,0.3,-0.3,-0.1,,-5.5,-0.8,-6.4,-0.2
Jake Voskuhl,25,6,98,18.1,0.792,0.0,0.765,9.3,14.7,11.9,3.8,2.1,3.4,20.9,13.1,,0.3,0.2,0.5,0.25,,0.1,3.6,3.7,0.1
Scott Williams,34,6,83,8.0,0.365,0.0,0.063,7.4,12.0,9.6,2.3,2.5,3.0,3.0,18.2,,-0.1,0.2,0.1,0.048,,-3.9,1.1,-2.7,0.0
Bo Outlaw,31,6,70,-3.9,0.17,0.0,0.4,8.7,11.1,9.9,11.0,0.7,1.2,33.8,11.3,,-0.3,0.1,-0.1,-0.1,,-10.0,-0.3,-10.3,-0.1
Casey Jacobsen,21,6,39,2.9,0.276,0.5,0.2,2.6,5.7,4.1,8.4,4.0,0.0,8.4,13.6,,-0.1,0.1,0.0,-0.024,,-4.2,1.8,-2.4,0.0
Tom Gugliotta,33,2,10,12.8,0.512,0.0,0.5,0.0,22.2,10.6,0.0,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,0.15,,-1.8,0.5,-1.3,0.0
