Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1990,6,372,CLE,Cleveland Cavaliers,Chucky Brown,"February 29, 1968",21.0,NBA,SF,75.0,35.0,1339.0,7.9,16.9,0.47,0.0,0.3,0.0,7.9,16.6,0.48,4.7,6.2,0.76,3.1,5.6,8.7,1.9,1.2,1.0,2.6,5.6,20.6,,105.0,109.0
1991,6,372,CLE,Cleveland Cavaliers,Chucky Brown,"February 29, 1968",22.0,NBA,SF,74.0,51.0,1485.0,8.9,17.1,0.52,0.0,0.1,0.0,8.9,16.9,0.53,3.4,4.9,0.7,2.6,4.6,7.2,2.7,0.9,0.8,3.2,4.4,21.3,,104.0,112.0
1992,31,372,TOT,Total After Trade,Chucky Brown,"February 29, 1968",23.0,NBA,SF,42.0,2.0,431.0,7.2,15.4,0.47,0.0,0.4,0.0,7.2,15.0,0.48,3.6,5.9,0.61,3.7,6.1,9.8,3.1,1.4,0.8,3.5,5.8,18.0,,99.0,110.0
1992,6,372,CLE,Cleveland Cavaliers,Chucky Brown,"February 29, 1968",23.0,NBA,SF,6.0,0.0,50.0,5.1,10.1,0.5,0.0,0.0,,5.1,10.1,0.5,5.1,8.1,0.62,2.0,4.0,6.1,3.0,3.0,0.0,2.0,7.1,15.2,,111.0,108.0
1992,14,372,LAL,Los Angeles Lakers,Chucky Brown,"February 29, 1968",23.0,NBA,SF,36.0,2.0,381.0,7.5,16.1,0.47,0.0,0.4,0.0,7.5,15.7,0.48,3.4,5.6,0.61,4.0,6.4,10.4,3.1,1.2,1.0,3.7,5.6,18.4,,98.0,110.0
1993,3,372,NJN,New Jersey Nets,Chucky Brown,"February 29, 1968",24.0,NBA,SF,77.0,20.0,1186.0,6.7,14.0,0.48,0.0,0.2,0.0,6.7,13.7,0.49,3.0,4.1,0.72,3.7,6.1,9.8,2.1,0.8,1.0,2.4,4.7,16.5,,108.0,107.0
1994,7,372,DAL,Dallas Mavericks,Chucky Brown,"February 29, 1968",25.0,NBA,SF,1.0,0.0,10.0,5.1,5.1,1.0,0.0,0.0,,5.1,5.1,1.0,5.1,5.1,1.0,0.0,5.1,5.1,0.0,0.0,0.0,0.0,10.2,15.2,,218.0,114.0
1995,11,372,HOU,Houston Rockets,Chucky Brown,"February 29, 1968",26.0,NBA,SF,41.0,14.0,814.0,6.6,10.9,0.6,0.1,0.2,0.33,6.5,10.7,0.61,2.4,3.9,0.61,4.0,7.8,11.8,1.9,0.7,0.9,1.8,6.6,15.6,,121.0,109.0
1996,11,372,HOU,Houston Rockets,Chucky Brown,"February 29, 1968",27.0,NBA,PF,82.0,82.0,2019.0,7.7,14.2,0.54,0.0,0.2,0.12,7.6,14.0,0.55,2.7,3.8,0.69,3.4,7.8,11.2,2.3,1.2,1.0,2.4,4.2,18.0,,110.0,108.0
1997,31,372,TOT,Total After Trade,Chucky Brown,"February 29, 1968",28.0,NBA,SF,70.0,1.0,757.0,5.5,10.9,0.51,0.1,0.4,0.17,5.4,10.4,0.52,3.3,4.9,0.67,2.9,7.5,10.4,2.0,0.6,1.6,1.3,7.0,14.4,,116.0,109.0
1997,24,372,PHO,Phoenix Suns,Chucky Brown,"February 29, 1968",28.0,NBA,SF,10.0,0.0,83.0,8.1,16.1,0.5,0.0,0.0,,8.1,16.1,0.5,5.0,6.8,0.73,1.9,8.1,9.9,2.5,0.0,1.2,2.5,8.7,21.1,,107.0,110.0
1997,17,372,MIL,Milwaukee Bucks,Chucky Brown,"February 29, 1968",28.0,NBA,SF,60.0,1.0,674.0,5.2,10.2,0.51,0.1,0.5,0.17,5.1,9.7,0.52,3.1,4.7,0.66,3.0,7.5,10.5,1.9,0.7,1.6,1.2,6.8,13.5,,118.0,109.0
1998,1,372,ATL,Atlanta Hawks,Chucky Brown,"February 29, 1968",29.0,NBA,SF,77.0,8.0,1202.0,7.3,16.9,0.43,0.1,0.4,0.25,7.2,16.6,0.44,2.9,4.0,0.72,2.6,5.7,8.3,2.5,1.0,0.6,2.3,4.6,17.6,,100.0,107.0
1999,4,372,CHO,Charlotte Hornets,Chucky Brown,"February 29, 1968",30.0,NBA,PF,48.0,21.0,1192.0,7.9,16.7,0.47,0.7,1.8,0.38,7.2,14.9,0.48,1.8,2.6,0.68,1.6,6.2,7.8,2.6,0.7,0.9,1.7,4.8,18.3,,101.0,106.0
