Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,6,3143,CLE,Cleveland Cavaliers,24.0,NBA,PF,80.0,80.0,2714.0,5.8,11.9,0.48,0.0,0.0,0.0,5.8,11.9,0.48,4.0,5.3,0.74,2.9,5.4,8.3,2.0,0.8,2.2,1.8,2.6,15.5
1988,6,3143,CLE,Cleveland Cavaliers,25.0,NBA,PF,77.0,50.0,2106.0,5.4,11.3,0.48,0.0,0.0,0.0,5.4,11.3,0.48,3.6,4.8,0.76,2.7,5.9,8.6,1.8,1.0,2.5,1.8,3.5,14.4
1989,6,3143,CLE,Cleveland Cavaliers,26.0,NBA,PF,82.0,10.0,2125.0,6.0,11.9,0.51,0.0,0.1,0.25,6.0,11.8,0.51,4.0,5.3,0.75,2.9,5.2,8.1,1.8,1.3,2.3,1.7,3.2,16.1
1990,6,3143,CLE,Cleveland Cavaliers,27.0,NBA,PF,82.0,29.0,2776.0,6.8,13.9,0.49,0.0,0.0,,6.8,13.9,0.49,4.2,5.7,0.74,2.9,5.7,8.6,2.2,1.1,2.2,1.9,2.8,17.9
1991,6,3143,CLE,Cleveland Cavaliers,28.0,NBA,C,43.0,14.0,1293.0,5.5,12.0,0.46,0.0,0.0,0.0,5.5,11.9,0.46,3.0,4.6,0.65,3.1,5.0,8.1,2.8,1.0,1.9,1.8,3.5,14.1
1992,6,3143,CLE,Cleveland Cavaliers,29.0,NBA,C,80.0,12.0,2432.0,5.0,10.0,0.5,0.0,0.1,0.0,5.0,10.0,0.51,4.0,5.3,0.75,3.4,5.6,9.0,2.9,0.9,2.7,1.2,2.8,14.1
1993,6,3143,CLE,Cleveland Cavaliers,30.0,NBA,C,67.0,13.0,2055.0,4.6,9.8,0.47,0.0,0.0,,4.6,9.8,0.47,3.7,5.2,0.72,2.2,5.0,7.3,2.7,0.8,1.8,2.0,3.0,12.9
1994,6,3143,CLE,Cleveland Cavaliers,31.0,NBA,PF,76.0,72.0,2660.0,5.3,11.2,0.48,0.0,0.0,,5.3,11.2,0.48,3.4,4.7,0.73,2.8,5.0,7.8,2.6,1.1,1.8,1.9,3.0,14.1
1995,6,3143,CLE,Cleveland Cavaliers,32.0,NBA,PF,74.0,73.0,2641.0,5.0,11.0,0.45,0.0,0.1,0.2,5.0,11.0,0.45,2.7,3.9,0.68,2.4,4.6,6.9,2.6,1.1,1.4,2.0,2.9,12.7
1996,24,3143,PHO,Phoenix Suns,33.0,NBA,C,62.0,58.0,1652.0,3.9,8.7,0.45,0.0,0.0,0.0,3.9,8.6,0.46,2.1,2.8,0.73,2.8,5.3,8.1,1.4,1.0,2.0,1.4,3.7,9.9
1997,24,3143,PHO,Phoenix Suns,34.0,NBA,C,68.0,66.0,2137.0,3.4,7.0,0.49,0.0,0.0,0.0,3.4,7.0,0.49,2.2,3.3,0.67,3.0,6.5,9.5,1.7,1.1,1.5,1.1,3.0,9.1
1998,24,3143,PHO,Phoenix Suns,35.0,NBA,C,71.0,30.0,1333.0,2.6,5.5,0.47,0.0,0.0,,2.6,5.5,0.47,1.8,2.5,0.7,2.9,5.5,8.4,1.3,0.9,1.6,0.8,3.7,6.9
1999,7,3143,DAL,Dallas Mavericks,36.0,NBA,C,25.0,11.0,403.0,1.0,2.9,0.33,0.0,0.0,,1.0,2.9,0.33,0.6,0.9,0.7,3.2,4.2,7.4,1.3,1.2,1.6,1.2,4.4,2.6
