SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,14,LAL,Los Angeles Lakers,82,19830,3146,6536,0.48,497,1415,0.35,2649,5121,0.52,1863,2743,0.68,1079,2471,3550,2009,734,556,1256,1859,8652
1998,18,MIN,Minnesota Timberwolves,82,19930,3157,6844,0.46,303,873,0.35,2854,5971,0.48,1673,2253,0.74,1063,2429,3492,2068,639,427,1138,1882,8290
1998,29,UTA,Utah Jazz,82,19780,2993,6113,0.49,249,670,0.37,2744,5443,0.5,2044,2644,0.77,962,2405,3367,2070,648,412,1260,1961,8279
1998,21,SEA,Seattle Supersonics,82,19755,3052,6458,0.47,621,1569,0.4,2431,4889,0.5,1521,2109,0.72,931,2225,3156,1986,804,376,1145,1812,8246
1998,3,NJN,New Jersey Nets,82,19880,3055,6928,0.44,310,937,0.33,2745,5991,0.46,1750,2351,0.74,1344,2137,3481,1685,777,314,1180,1917,8170
1998,24,PHO,Phoenix Suns,82,19955,3138,6710,0.47,431,1211,0.36,2707,5499,0.49,1459,1948,0.75,991,2452,3443,2124,756,429,1236,1765,8166
1998,11,HOU,Houston Rockets,82,19830,2946,6513,0.45,573,1670,0.34,2373,4843,0.49,1634,2120,0.77,987,2350,3337,1799,686,294,1298,1653,8099
1998,30,WAS,Washington Wizards,82,19805,3080,6811,0.45,320,944,0.34,2760,5867,0.47,1489,2156,0.69,1121,2341,3462,1900,689,379,1156,1839,7969
1998,5,CHI,Chicago Bulls,82,19855,3064,6801,0.45,311,962,0.32,2753,5839,0.47,1492,2009,0.74,1243,2438,3681,1952,696,353,1178,1691,7931
1998,4,CHO,Charlotte Hornets,82,19780,2968,6344,0.47,346,904,0.38,2622,5440,0.48,1641,2186,0.75,985,2341,3326,1941,691,312,1247,1757,7923
1998,15,VAN,Vancouver Grizzlies,82,19830,3006,6567,0.46,325,898,0.36,2681,5669,0.47,1586,2145,0.74,1081,2313,3394,1960,614,349,1405,1809,7923
1998,12,IND,Indiana Pacers,82,19830,2921,6223,0.47,401,1029,0.39,2520,5194,0.48,1631,2136,0.76,874,2348,3222,1889,645,368,1168,1859,7874
1998,13,LAC,Los Angeles Clippers,82,19780,2930,6690,0.44,525,1468,0.36,2405,5222,0.46,1480,2047,0.72,1040,2276,3316,1533,625,456,1323,1827,7865
1998,2,BOS,Boston Celtics,82,19730,3012,6934,0.43,415,1249,0.33,2597,5685,0.46,1425,1964,0.73,1196,2044,3240,1816,987,366,1330,2203,7864
1998,1,ALT,Atlanta Hawks,82,19880,2887,6352,0.46,337,1016,0.33,2550,5336,0.48,1749,2314,0.76,1106,2417,3523,1569,653,491,1214,1671,7860
1998,16,MIA,Miami Heat,82,19755,2850,6327,0.45,548,1544,0.36,2302,4783,0.48,1539,2082,0.74,1028,2419,3447,1758,665,429,1226,1982,7787
1998,28,TOR,Toronto Raptors,82,19930,2965,6813,0.44,372,1086,0.34,2593,5727,0.45,1479,2060,0.72,1187,2149,3336,1746,769,663,1371,1851,7781
1998,17,MIL,Milwaukee Bucks,82,19930,2918,6399,0.46,249,703,0.35,2669,5696,0.47,1663,2167,0.77,1035,2236,3271,1649,733,357,1383,1915,7748
1998,25,POR,Portland Trail Blazers,82,19830,2885,6397,0.45,324,1047,0.31,2561,5350,0.48,1640,2226,0.74,1086,2522,3608,1766,585,464,1383,1859,7734
1998,9,DET,Detroit Pistons,82,19955,2862,6373,0.45,293,938,0.31,2569,5435,0.47,1704,2288,0.74,1044,2338,3382,1597,678,344,1198,1805,7721
1998,23,PHI,Philadelphia 76Ers,82,19755,2837,6409,0.44,243,810,0.3,2594,5599,0.46,1734,2352,0.74,1125,2294,3419,1729,729,490,1354,1878,7651
1998,26,SAC,Sacramento Kings,82,19730,2957,6684,0.44,283,806,0.35,2674,5878,0.46,1440,2096,0.69,1094,2304,3398,1836,596,420,1271,1810,7637
1998,27,SAS,San Antonio Spurs,82,19830,2898,6187,0.47,302,863,0.35,2596,5324,0.49,1489,2164,0.69,984,2638,3622,1839,516,568,1318,1731,7587
1998,6,CLE,Cleveland Cavaliers,82,19830,2817,6207,0.45,298,801,0.37,2519,5406,0.47,1653,2187,0.76,955,2331,3286,1894,814,419,1418,1939,7585
1998,20,NYK,New York Knicks,82,19830,2864,6413,0.45,382,1139,0.34,2482,5274,0.47,1399,1812,0.77,978,2434,3412,1787,634,278,1247,1947,7509
1998,7,DAL,Dallas Mavericks,82,19905,2882,6754,0.43,422,1183,0.36,2460,5571,0.44,1308,1738,0.75,1008,2280,3288,1535,646,466,1182,1643,7494
1998,22,ORL,Orlando Magic,82,19830,2771,6455,0.43,293,907,0.32,2478,5548,0.45,1552,2138,0.73,1178,2203,3381,1694,649,441,1258,1617,7387
1998,8,DEN,Denver Nuggets,82,19730,2677,6412,0.42,288,893,0.32,2389,5519,0.43,1658,2147,0.77,1040,2157,3197,1547,664,393,1311,1937,7300
1998,10,GSW,Golden State Warriors,82,19830,2845,6883,0.41,189,696,0.27,2656,6187,0.43,1358,1912,0.71,1288,2473,3761,1708,621,448,1369,1859,7237
