Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,25,582,POR,Portland Trail Blazers,22.0,NBA,PG,78.0,22.0,1462.0,5.3,11.7,0.45,0.6,1.8,0.35,4.7,9.9,0.47,2.4,3.2,0.75,1.0,2.7,3.7,6.0,1.8,0.2,2.8,3.5,13.7
1986,25,582,POR,Portland Trail Blazers,23.0,NBA,PG,81.0,51.0,1868.0,5.2,11.5,0.46,0.5,1.6,0.32,4.7,9.9,0.48,2.6,3.2,0.82,0.8,2.6,3.4,5.0,2.2,0.2,2.2,3.6,13.6
1987,31,582,TOT,Total After Trade,24.0,NBA,PG,70.0,31.0,1322.0,4.6,10.8,0.43,0.1,0.5,0.24,4.5,10.3,0.43,2.2,2.9,0.77,0.6,2.3,2.9,5.7,1.5,0.3,1.9,2.7,11.5
1987,5,582,CHI,Chicago Bulls,24.0,NBA,PG,27.0,18.0,473.0,3.7,10.8,0.34,0.0,0.7,0.0,3.7,10.1,0.37,2.5,3.0,0.85,0.7,2.5,3.2,7.2,1.4,0.5,2.4,2.9,10.0
1987,23,582,PHI,Philadelphia 76Ers,24.0,NBA,PG,43.0,13.0,849.0,5.1,10.8,0.47,0.2,0.3,0.5,4.9,10.5,0.47,2.1,2.9,0.72,0.6,2.2,2.8,4.9,1.6,0.3,1.6,2.6,12.4
1988,31,582,TOT,Total After Trade,25.0,NBA,PG,68.0,53.0,1513.0,4.8,10.5,0.46,0.1,0.2,0.3,4.8,10.3,0.46,1.8,2.3,0.79,1.4,2.7,4.1,6.2,1.5,0.3,2.1,3.1,11.5
1988,23,582,PHI,Philadelphia 76Ers,25.0,NBA,PG,12.0,0.0,152.0,3.6,9.5,0.38,0.0,0.0,,3.6,9.5,0.38,1.7,2.1,0.78,1.7,2.6,4.3,6.2,1.4,0.0,2.6,4.7,8.8
1988,30,582,WSB,Washington Bullets,25.0,NBA,PG,56.0,53.0,1361.0,5.0,10.6,0.47,0.1,0.3,0.3,4.9,10.3,0.47,1.8,2.3,0.79,1.3,2.8,4.1,6.2,1.5,0.4,2.0,3.0,11.8
1989,30,582,WSB,Washington Bullets,26.0,NBA,PG,80.0,5.0,1425.0,5.1,11.5,0.44,0.1,0.6,0.12,5.1,10.9,0.46,3.2,4.2,0.75,1.6,3.0,4.6,5.7,1.7,0.4,1.6,4.0,13.5
1990,30,582,WSB,Washington Bullets,27.0,NBA,PG,73.0,1.0,977.0,5.2,10.9,0.48,0.0,0.2,0.0,5.2,10.8,0.49,2.8,3.5,0.81,2.0,4.5,6.5,5.5,1.7,0.4,1.4,3.6,13.3
1991,26,582,SAC,Sacramento Kings,28.0,NBA,PG,19.0,0.0,251.0,3.3,8.0,0.41,0.7,2.0,0.36,2.6,6.0,0.43,1.0,1.4,0.7,0.7,3.0,3.7,5.3,1.6,0.1,1.6,3.9,8.3
1995,6,582,CLE,Cleveland Cavaliers,32.0,NBA,PG,57.0,7.0,752.0,3.2,8.1,0.4,0.4,1.7,0.23,2.8,6.4,0.44,2.6,3.4,0.76,0.6,2.2,2.8,4.8,1.4,0.3,1.7,2.5,9.4
